plant_id,type,n,c2,c1,c0
BRUNSWICK NUCLEAR-NUC-ST,nuclear,1,,37019.0,
HARRIS-NUC-ST,nuclear,1,0.006747756016645571,3.335128279136906,416.45951226889474
DUCK CREEK-RC-ST,coal,1,0.004492745096539873,7.279190899096532,165.1502595586005
NEWTON-RC-ST,coal,1,0.001974110112986529,7.194573410993666,443.73825270574923
EAST BEND-BIT-ST,coal,1,5.5783383834053786e-24,9.310093151894476,521.605127082188
W H ZIMMER-BIT-ST,coal,1,0.00046326422238438984,7.415722480064488,667.3464440724488
PERRY-NUC-ST,nuclear,1,0.0040820157942713705,4.056324170051049,492.7455783540741
CRAIG (CO)-SUB-ST,coal,1,,0.0,
BRAIDWOOD GENERATION STATION-NUC-ST,nuclear,1,,17197.0,
BYRON GENERATING STATION-NUC-ST,nuclear,1,,0.0,
LASALLE GENERATING STATION-NUC-ST,nuclear,1,,17099.0,
COAL CREEK-RC-ST,coal,1,0.0003448001805688906,9.16285704950214,221.6795035668776
BELLE RIVER-NG-GT,ng,1,2.8550736609507286e-22,9.63362829089867,124.46401543039222
BELLE RIVER-DFO-IC,dfo,1,2.8550736609507286e-22,9.63362829089867,124.46401543039222
BELLE RIVER-RC-ST,coal,1,2.8550736609507286e-22,9.63362829089867,124.46401543039222
GREENWOOD (MI)-NG-ST,ng,1,,26147.0,
GREENWOOD (MI)-NG-GT,ng,1,,0.0,
CATAWBA-NUC-ST,nuclear,1,,45091.0,
MCGUIRE-NUC-ST,nuclear,1,,37119.0,
BEAVER VALLEY-NUC-ST,nuclear,1,,42007.0,
H L SPURLOCK-BIT-ST,coal,1,7.092298270817944e-22,8.894255564745436,243.22521176197552
MANATEE-RFO-ST,dfo,1,0.010886215982880086,0.6863899002474546,896.8926092694513
MANATEE-NG-CA,ng,1,0.010886215982880086,0.6863899002474546,896.8926092694513
MANATEE-NG-CT,ng,1,0.010886215982880086,0.6863899002474546,896.8926092694513
MARTIN-NG-CT,ng,1,0.0101612614861443,2.8065500053164185,444.63225972833925
MARTIN-NG-CA,ng,1,0.0101612614861443,2.8065500053164185,444.63225972833925
ST LUCIE-NUC-ST,nuclear,1,,12111.0,
DEBARY-DFO-GT,dfo,1,4.425002686852421e-21,10.901083039152939,161.5814484141764
DEBARY-NG-GT,ng,1,4.425002686852421e-21,10.901083039152939,161.5814484141764
DEERFIELD 2-WAT-HY,hydro,1,,25011.0,
WEST TISBURY GENERATING FACILITY-DFO-IC,dfo,1,,25007.0,
EDWIN I HATCH-NUC-ST,nuclear,1,,13001.0,
WANSLEY-BIT-ST,coal,1,3.2184582714139245e-05,9.223367697268504,476.9604814737273
WANSLEY-DFO-GT,dfo,1,3.2184582714139245e-05,9.223367697268504,476.9604814737273
BIG CAJUN 2-SUB-ST,coal,1,2.6089253510427606e-20,9.623010588588574,457.44551583936834
BIG CAJUN 2-NG-ST,ng,1,2.6089253510427606e-20,9.623010588588574,457.44551583936834
KAHULUI-RFO-ST,dfo,1,,0.0,
CASCADE CREEK-NG-GT,ng,1,0.6605718739726804,-15.951205703151038,256.486790364652
COACHELLA-NG-GT,ng,1,,6065.0,
ELECTRIFARM-NG-GT,ng,1,9.11522847904162e-16,15.57108153650444,40.369678279112115
NEARMAN CREEK-SUB-ST,coal,1,5.515121294518606e-18,9.28978745960248,204.5297882318692
NEARMAN CREEK-NG-GT,ng,1,0.001513437525509516,11.252938259645882,190.02687749877518
IATAN-SUB-ST,coal,1,1.273131129121411e-22,8.38285421742997,285.5593679387978
JEFFREY ENERGY CENTER-SUB-ST,coal,1,1.009911368771102e-20,9.6722845563952,126.29985059318427
TRIMBLE COUNTY-BIT-ST,coal,1,4.246596024985751e-25,8.340001542119703,262.0834050346938
TRIMBLE COUNTY-NG-GT,ng,1,8.58927556066291e-22,10.885056939465002,26.302672842062197
GRAND GULF-NUC-ST,nuclear,1,,28021.0,
VICTOR J DANIEL JR-SUB-ST,coal,1,,28059.0,
VICTOR J DANIEL JR-NG-CT,ng,1,,28059.0,
VICTOR J DANIEL JR-NG-CA,ng,1,,28059.0,
GREENWOOD (MO)-NG-GT,ng,1,,29095.0,
GREENWOOD (MO)-SUN-PV,solar,1,,29095.0,
COLSTRIP-SUB-ST,coal,1,2.985253714090205e-23,9.71805964137474,385.47807207843454
GERALD GENTLEMAN-SUB-ST,coal,1,0.0005996152449446811,8.480503561612954,296.4415602795068
STONY BROOK-DFO-GT,dfo,1,5.244347297909285e-26,9.67480803837168,162.6108964750006
STONY BROOK-DFO-CA,dfo,1,5.244347297909285e-26,9.67480803837168,162.6108964750006
STONY BROOK-DFO-CT,dfo,1,5.244347297909285e-26,9.67480803837168,162.6108964750006
STONY BROOK-DFO-IC,dfo,1,5.244347297909285e-26,9.67480803837168,162.6108964750006
SOMERSET OPERATING CO LLC-BIT-ST,coal,1,,0.0,
DEERFIELD 3-WAT-HY,hydro,1,,25011.0,
R M SCHAHFER-SUB-ST,coal,1,0.0013988784817508073,9.513633671819212,353.4145177661466
R M SCHAHFER-NG-GT,ng,1,0.0013988784817508073,9.513633671819212,353.4145177661466
R M SCHAHFER-BIT-ST,coal,1,0.0013988784817508073,9.513633671819212,353.4145177661466
CORNELL-WAT-HY,hydro,1,,55017.0,
WALLACE DAM-WAT-HY,hydro,1,,13141.0,
NORTH LOOP-NG-GT,ng,1,,4019.0,
LEWIS & CLARK-LIG-ST,coal,1,0.01814147788598389,10.568719595725538,39.781688890559245
LEWIS & CLARK-NG-IC,ng,1,0.01814147788598389,10.568719595725538,39.781688890559245
SHERBURNE COUNTY-SUB-ST,coal,1,2.1940285955473805e-05,9.906756728401758,178.30885042568943
SPIRIT MOUND-DFO-GT,dfo,1,,46027.0,
FIRSTENERGY BRUCE MANSFIELD-RC-ST,coal,1,,0.0,
SOONER-SUB-ST,coal,1,1.9702172677158347e-21,9.927686275461307,63.5575529423042
NEBRASKA CITY-SUB-ST,coal,1,0.0001781217156521192,8.689086151886396,379.732810961144
BIG STONE-SUB-ST,coal,1,0.0026899384231172663,8.141104208241769,567.4429170805159
DIABLO CANYON-NUC-ST,nuclear,1,,6079.0,
WYODAK-SUB-ST,coal,1,0.004849826719201498,8.525872656842406,298.8995652435576
TALENENERGY SUSQUEHANNA-NUC-ST,nuclear,1,,42079.0,
LIMERICK-NUC-ST,nuclear,1,,42091.0,
BOARDMAN-SUB-ST,coal,1,0.0028173536858946665,6.7199180984582805,571.8735888416794
JAMES A FITZPATRICK-NUC-ST,nuclear,1,,36075.0,
FORT ST VRAIN-NG-CA,ng,1,,8123.0,
FORT ST VRAIN-NG-CT,ng,1,,8123.0,
FORT ST VRAIN-NG-GT,ng,1,,8123.0,
GIBSON-BIT-ST,coal,1,2.2351143126425225e-24,8.95773768061169,304.8003900251502
SEABROOK-NUC-ST,nuclear,1,,33015.0,
PSEG HOPE CREEK GENERATING STATION-NUC-ST,nuclear,1,,34033.0,
DEERFIELD 4-WAT-HY,hydro,1,,25011.0,
WHITEHORN-NG-GT,ng,1,,53073.0,
R E GINNA NUCLEAR POWER PLANT-NUC-ST,nuclear,1,,36117.0,
MCINTOSH-SUB-ST,coal,1,1.0823570117123554e-17,9.406581740997733,138.54826706882378
MCINTOSH-NG-GT,ng,1,1.0823570117123554e-17,9.406581740997733,138.54826706882378
SHREWSBURY-DFO-IC,dfo,1,,25027.0,
V C SUMMER-NUC-ST,nuclear,1,,45039.0,
AMISTAD DAM & POWER-WAT-HY,hydro,1,,48465.0,
CARTERS-WAT-HY,hydro,1,,13213.0,
JONES BLUFF-WAT-HY,hydro,1,,1001.0,
RICHARD B RUSSELL-WAT-HY,hydro,1,,13105.0,
WEST POINT (GA)-WAT-HY,hydro,1,,13285.0,
GIBBONS CREEK-SUB-ST,coal,1,0.004543897961605061,6.9730066264800135,851.1985346391623
A B BROWN-BIT-ST,coal,1,1.060354560272362e-18,9.783918229828034,168.3415132142749
A B BROWN-NG-GT,ng,1,1.060354560272362e-18,9.783918229828034,168.3415132142749
FLINT CREEK-SUB-ST,coal,1,0.00020339598177912587,9.101516352216873,261.2303304775001
WELSH-SUB-ST,coal,1,0.002379002123215325,8.496560399217278,401.3005461416896
CLARENCE CANNON-WAT-HY,hydro,1,,29173.0,
OZARK-WAT-HY,hydro,1,,5047.0,
COMANCHE PEAK-NUC-ST,nuclear,1,,48425.0,
MARTIN LAKE-LIG-ST,coal,1,2.803772366675878e-19,9.540445411683976,451.27593327159065
DAVIS BESSE-NUC-ST,nuclear,1,,39123.0,
SEQUOYAH-NUC-ST,nuclear,1,,47065.0,
CALLAWAY-NUC-ST,nuclear,1,,29027.0,
RUSH ISLAND-RC-ST,coal,1,1.7113019942023445e-15,8.849595291252726,148.2877333577471
NEW HAVEN HARBOR-NG-ST,ng,1,2.6942952572144737e-26,10.255342660292182,179.3761488027694
NEW HAVEN HARBOR-KER-GT,dfo,1,2.6942952572144737e-26,10.255342660292182,179.3761488027694
NEW MELONES-WAT-HY,hydro,1,,6109.0,
CRYSTAL-WAT-HY,hydro,1,5.326401934463928e-19,9.469936435892944,268.176366240814
GRAND COULEE-WAT-HY,hydro,1,,53025.0,
HUNTER-BIT-ST,coal,1,2.770840445858829e-17,9.372469154897884,236.97194926593082
ROCKPORT-SUB-ST,coal,1,9.28742358334413e-22,8.812157668459891,591.9967043793722
NORTH ANNA-NUC-ST,nuclear,1,,51109.0,
NORTH ANNA-WAT-HY,hydro,1,,51109.0,
LAUREL DAM-WAT-HY,hydro,1,,21125.0,
LIBBY-WAT-HY,hydro,1,,30053.0,
LOST CREEK-WAT-HY,hydro,1,,41029.0,
LOWER GRANITE-WAT-HY,hydro,1,,53075.0,
CORONADO-RC-ST,coal,1,0.0034224249594320146,8.93314751216439,165.23589969841268
COLETO CREEK-SUB-ST,coal,1,0.0018142143908698254,8.267460954262798,454.6320054542364
FAYETTE POWER PROJECT-SUB-ST,coal,1,,48149.0,
OAK GROVE (TX)-LIG-ST,coal,1,,0.0,
SAN MIGUEL-LIG-ST,coal,1,0.005131807212632289,8.776016728946725,579.0288046469598
HARRIS DAM-WAT-HY,hydro,1,,1111.0,
BRAME ENERGY CENTER-NG-ST,ng,1,4.94809048397934e-21,9.258593776987109,207.8228811472101
BRAME ENERGY CENTER-SUB-ST,coal,1,0.002826437912046864,8.37413294184475,348.99432245172585
BRAME ENERGY CENTER-PC-ST,coal,1,0.002241692261420338,6.558967776135103,813.2896699232645
HARRINGTON-SUB-ST,coal,1,0.007914676261319198,6.540309836302152,283.6070284595058
TOLK-SUB-ST,coal,1,0.003216775524452228,6.521811525789441,544.4989468495853
JOHN TWITTY ENERGY CENTER-NG-GT,ng,1,5.351971654317462e-22,8.566582690347127,152.96568180019986
JOHN TWITTY ENERGY CENTER-SUB-ST,coal,1,5.351971654317462e-22,8.566582690347127,152.96568180019986
W E WARNE-WAT-HY,hydro,1,,6037.0,
ROCK ISLAND-WAT-HY,hydro,1,,53007.0,
ROSS-WAT-HY,hydro,1,1.2839881693442625e-17,9.613385511937805,172.61853071054043
LARAMIE RIVER STATION-RC-ST,coal,1,,56031.0,
TACOMA-WAT-HY,hydro,1,,8067.0,
AMES HYDRO-WAT-HY,hydro,1,,8113.0,
NORTHEAST (WA)-NG-GT,ng,1,,53063.0,
DYNEGY OAKLAND POWER PLANT-JF-GT,dfo,1,,6001.0,
MEROM-BIT-ST,coal,1,0.001770639877888971,7.45348644167349,600.4955501921872
EMPIRE ENERGY CENTER-NG-GT,ng,1,0.004907831721572372,3.1986466848354245,605.0165436347912
MOBILE-DFO-IC,dfo,1,,31185.0,
APPLE RIVER-WAT-HY,hydro,1,,55109.0,
PEARL STATION-DFO-GT,dfo,1,,17149.0,
DANSBY-NG-ST,ng,1,0.049382188931342295,5.1105814163937895,115.12832995652259
DANSBY-NG-GT,ng,1,0.049382188931342295,5.1105814163937895,115.12832995652259
PAWNEE-SUB-ST,coal,1,0.0015007515875737998,8.979637465122819,454.7178923791333
WINYAH-RC-ST,coal,1,4.413605920710869e-19,9.905861522687127,52.39647135783285
MAYO-BIT-ST,coal,1,,0.0,
SOUTH TEXAS PROJECT-NUC-ST,nuclear,1,,48321.0,
GERMANTOWN-DFO-GT,dfo,1,1.1342300559327115e-20,9.311549803025661,192.74593628840248
GERMANTOWN-NG-GT,ng,1,1.1342300559327115e-20,9.311549803025661,192.74593628840248
OTTUMWA-SUB-ST,coal,1,0.0008363327349313682,9.217791611719754,421.2185215518314
SCHERER-SUB-ST,coal,1,1.036114006298114e-05,9.98372620978773,247.1742577312611
WILSON-DFO-GT,dfo,1,1.495295953126776e-23,12.996134291553394,39.75284229650891
WILSON-DFO-IC,dfo,1,1.495295953126776e-23,12.996134291553394,39.75284229650891
MOUNTAINEER-BIT-ST,coal,1,6.04431536467581e-25,8.551733338581199,1062.0336338193947
OZARK BEACH-WAT-HY,hydro,1,,29213.0,
KODIAK MICROGRID-DFO-IC,dfo,1,,0.0,
PORT LIONS MICROGRID-DFO-IC,dfo,1,,0.0,
NORTH POLE-DFO-GT,dfo,1,,0.0,
NORTH POLE-WO-CT,dfo,1,,0.0,
NORTH POLE-WO-CA,dfo,1,,0.0,
FAIRBANKS-DFO-GT,dfo,1,,0.0,
HEALY-LIG-ST,coal,1,,0.0,
HEALY-DFO-IC,dfo,1,,0.0,
COOPER LAKE-WAT-HY,hydro,1,,0.0,
BERNICE LAKE-NG-GT,ng,1,,0.0,
UNALAKLEET-DFO-IC,dfo,1,,0.0,
NAKNEK-DFO-IC,dfo,1,,0.0,
PURPLE LAKE-WAT-HY,hydro,1,,0.0,
KOTZEBUE-DFO-IC,dfo,1,,0.0,
KOTZEBUE-WND-WT,wind,1,,0.0,
GLENNALLEN-DFO-IC,dfo,1,,0.0,
VALDEZ-DFO-IC,dfo,1,,0.0,
CHEVAK-DFO-IC,dfo,1,,0.0,
EMMONAK-DFO-IC,dfo,1,,0.0,
HOOPER BAY-DFO-IC,dfo,1,,0.0,
KIANA-DFO-IC,dfo,1,,0.0,
MOUNTAIN VILLAGE-DFO-IC,dfo,1,,0.0,
NOORVIK-DFO-IC,dfo,1,,0.0,
ST MARYS IC-DFO-IC,dfo,1,,0.0,
SELAWIK-DFO-IC,dfo,1,,0.0,
SHISHMAREF-DFO-IC,dfo,1,,0.0,
TOGIAK-DFO-IC,dfo,1,,0.0,
SIXTH STREET GAS TURBINE-DFO-GT,dfo,1,,26139.0,
HUTCHINSON PLANT #2-NG-CT,ng,1,,27085.0,
HUTCHINSON PLANT #2-NG-CA,ng,1,,27085.0,
HUTCHINSON PLANT #2-NG-GT,ng,1,,27085.0,
FELT-WAT-HY,hydro,1,,16081.0,
DETOUR-DFO-IC,dfo,1,,26033.0,
ROKEBY-NG-GT,ng,1,3.082608448492398e-22,12.998342691985602,99.32167240587052
ROKEBY-DFO-IC,dfo,1,0.00934080241276381,15.52602245587617,6.07791854869427
OCRACOKE-DFO-IC,dfo,1,,0.0,
DWIGHT-WAT-HY,hydro,1,,25013.0,
INDIAN ORCHARD-WAT-HY,hydro,1,,25013.0,
TURNERS FALLS-WAT-HY,hydro,1,,25011.0,
TANGIER-DFO-IC,dfo,1,,51001.0,
SMITH ISLAND-DFO-IC,dfo,1,,24039.0,
STRAWBERRY CREEK-WAT-HY,hydro,1,,56023.0,
SWIFT CREEK-WAT-HY,hydro,1,,56023.0,
ANDERSON RANCH-WAT-HY,hydro,1,,16039.0,
BLACK CANYON-WAT-HY,hydro,1,,16045.0,
BOISE R DIVERSION-WAT-HY,hydro,1,,16001.0,
MINIDOKA-WAT-HY,hydro,1,,16067.0,
CANYON FERRY-WAT-HY,hydro,1,,30049.0,
ELEPHANT BUTTE-WAT-HY,hydro,1,,35051.0,
GREEN SPRINGS-WAT-HY,hydro,1,,41029.0,
DEER CREEK (UT)-WAT-HY,hydro,1,,49051.0,
FLAMING GORGE-WAT-HY,hydro,1,,49009.0,
CHANDLER-WAT-HY,hydro,1,,53005.0,
ROZA-WAT-HY,hydro,1,,53077.0,
HEART MOUNTAIN-WAT-HY,hydro,1,,56029.0,
ALCOVA-WAT-HY,hydro,1,,56025.0,
FALCON DAM & POWER-WAT-HY,hydro,1,,48427.0,
SAM RAYBURN DAM-WAT-HY,hydro,1,,48241.0,
WHITNEY-WAT-HY,hydro,1,0.0981125998619752,4.693964090427065,92.44387591625843
BROKEN BOW DAM-WAT-HY,hydro,1,,40089.0,
DENISON-WAT-HY,hydro,1,,48181.0,
CENTER HILL-WAT-HY,hydro,1,,47041.0,
CHEATHAM-WAT-HY,hydro,1,,47043.0,
EUFAULA DAM-WAT-HY,hydro,1,,40061.0,
LEMOLO 2-WAT-HY,hydro,1,,41019.0,
MADISON DAM-WAT-HY,hydro,1,,30057.0,
CHELAN-WAT-HY,hydro,1,,53007.0,
CEDAR FALLS (WA)-WAT-HY,hydro,1,,53033.0,
GORGE-WAT-HY,hydro,1,,53073.0,
DIABLO-WAT-HY,hydro,1,,53073.0,
BOUNDARY-WAT-HY,hydro,1,,53051.0,
QUEENS CREEK-WAT-HY,hydro,1,,37113.0,
WILSON DAM-WAT-HY,hydro,1,,1077.0,
AZUSA-WAT-HY,hydro,1,,6037.0,
PROCTOR-WAT-HY,hydro,1,,50021.0,
BELDENS-WAT-HY,hydro,1,,50001.0,
CARVER FALLS-WAT-HY,hydro,1,,36115.0,
BIG FORK-WAT-HY,hydro,1,,30029.0,
RIVER BEND-NUC-ST,nuclear,1,,22125.0,
AMES GT-DFO-GT,dfo,1,,19169.0,
ANTELOPE VALLEY-RC-ST,coal,1,5.0323349809383376e-18,9.451558211215257,316.7326969761052
PORT ALLEN (HI)-DFO-IC,dfo,1,,0.0,
PORT ALLEN (HI)-DFO-GT,dfo,1,,0.0,
PORT ALLEN (HI)-DFO-ST,dfo,1,,0.0,
GORGE 18-WAT-HY,hydro,1,,50007.0,
SAN FRANCISQUITO 1-WAT-HY,hydro,1,,6037.0,
SAN FRANCISQUITO 2-WAT-HY,hydro,1,,6037.0,
INTERMOUNTAIN POWER PROJECT-BIT-ST,coal,1,,0.0,
MCINDOES-WAT-HY,hydro,1,,50005.0,
BEND-WAT-HY,hydro,1,5.243759628089333e-22,10.657474971835557,278.9420047151149
MILL C-WAT-HY,hydro,1,0.0039084059396210895,7.584062811043737,167.54790750844953
MAALAEA-DFO-IC,dfo,1,,0.0,
MAALAEA-DFO-CT,dfo,1,,0.0,
MAALAEA-DFO-CA,dfo,1,,0.0,
OAK GROVE-WAT-HY,hydro,1,6.778217933354539e-05,8.762731408404582,624.2982704154423
MOYIE SPRINGS-WAT-HY,hydro,1,,16021.0,
FLEISH-WAT-HY,hydro,1,,32031.0,
VALENCIA-NG-GT,ng,1,5.199269253554073e-18,8.503358771599924,249.50074274329776
ROCKY FORD-DFO-IC,dfo,1,,8089.0,
KEOWEE-WAT-HY,hydro,1,,45077.0,
KINGS BEACH-DFO-IC,dfo,1,,6061.0,
VERGENNES 9-WAT-HY,hydro,1,,50001.0,
VERGENNES 9-DFO-IC,dfo,1,,50001.0,
WATERBURY 22-WAT-HY,hydro,1,,50023.0,
LAHONTAN-WAT-HY,hydro,1,,32001.0,
E J WEST-WAT-HY,hydro,1,,36091.0,
SEARSBURG-WAT-HY,hydro,1,,50003.0,
VERDI-WAT-HY,hydro,1,,32031.0,
WASHOE-WAT-HY,hydro,1,,32031.0,
LITTLE COTTONWOOD-WAT-HY,hydro,1,,49035.0,
DAM NO. 4 HYDRO STATION-WAT-HY,hydro,1,,54037.0,
DAM NO. 5 HYDRO STATION-WAT-HY,hydro,1,,54003.0,
MILLVILLE HYDRO STATION-WAT-HY,hydro,1,,54037.0,
FOSTER-WAT-HY,hydro,1,,41043.0,
WAVERLY MUNICIPAL ELECTRIC NORTH PLANT-DFO-IC,dfo,1,,19017.0,
WAVERLY MUNICIPAL ELECTRIC NORTH PLANT-NG-IC,ng,1,,19017.0,
MCGRATH-DFO-IC,dfo,1,0.005147191133985795,7.251134152468018,100.54711868434609
D G HUNTER-NG-IC,ng,1,,22079.0,
GEORGE M SULLIVAN GENERATION PLANT 2-NG-CT,ng,1,,0.0,
GEORGE M SULLIVAN GENERATION PLANT 2-NG-CA,ng,1,,0.0,
GEORGE M SULLIVAN GENERATION PLANT 2-NG-GT,ng,1,,0.0,
LONDON-WAT-HY,hydro,1,,54039.0,
MARMET-WAT-HY,hydro,1,,54039.0,
WINFIELD-WAT-HY,hydro,1,,54079.0,
BERLIN-DFO-IC,dfo,1,,24047.0,
BETHEL-DFO-IC,dfo,1,0.007735164444915224,2.7224698303513377,583.1588446287361
JOHNSON-DFO-IC,dfo,1,0.006586221235797446,3.828041512545902,333.96620436200226
BEAVER FALLS-WAT-HY,hydro,1,0.006467777879944771,4.629729165401434,203.90216489381316
SILVIS-WAT-HY,hydro,1,,0.0,
STOCK ISLAND-DFO-IC,dfo,1,0.004817823480484739,6.354609423314868,89.51858758161445
STOCK ISLAND-DFO-GT,dfo,1,0.004817823480484739,6.354609423314868,89.51858758161445
WILKINS STATION-DFO-IC,dfo,1,,25009.0,
TOLEDO BEND-WAT-HY,hydro,1,,48351.0,
UNION VALLEY-WAT-HY,hydro,1,,6017.0,
HIGHGATE FALLS-WAT-HY,hydro,1,,50011.0,
FORT PECK-WAT-HY,hydro,1,,30055.0,
GAVINS POINT-WAT-HY,hydro,1,,31027.0,
A L PIERCE-NG-GT,ng,1,,9009.0,
LAKE LYNN HYDRO STATION-WAT-HY,hydro,1,,42051.0,
YAKUTAT-DFO-IC,dfo,1,,0.0,
R D GREEN-BIT-ST,coal,1,9.780382759356628e-15,9.590114249947037,152.84335271718757
INDEPENDENCE STEAM ELECTRIC STATION-SUB-ST,coal,1,,5063.0,
LAKE MATHEWS-WAT-HY,hydro,1,,6065.0,
FOOTHILL FEEDER-WAT-HY,hydro,1,,6037.0,
SAN DIMAS-WAT-HY,hydro,1,,6037.0,
YORBA LINDA-WAT-HY,hydro,1,,6059.0,
MEXICO-DFO-GT,dfo,1,0.00016336481243836332,-0.013108339454067893,891.2305925151624
MOBERLY-DFO-GT,dfo,1,2.2566635264255108e-11,0.0011063319941555859,890.955112660584
MOREAU-DFO-GT,dfo,1,0.0001580257917094558,-0.013743299478787406,891.2867702272923
LOUISA-RC-ST,coal,1,0.001045460025995533,8.534632452241304,378.68287275182234
PELICAN-WAT-HY,hydro,1,,0.0,
PELICAN-DFO-IC,dfo,1,,0.0,
PEBBLY BEACH-DFO-IC,dfo,1,,0.0,
PEBBLY BEACH-PG-GT,dfo,1,,0.0,
WARRICK-BIT-ST,coal,1,,18173.0,
ROCK LAKE CT-DFO-GT,dfo,1,,27115.0,
RAWHIDE-SUB-ST,coal,1,0.003967248692450275,6.583485439297345,367.1282828310743
RAWHIDE-NG-GT,ng,1,0.003967248692450275,6.583485439297345,367.1282828310743
SIKESTON POWER STATION-SUB-ST,coal,1,,29201.0,
HUGO-SUB-ST,coal,1,0.0016454097042942735,9.77930540048641,434.9219735336883
WEST STATION (NJ)-DFO-GT,dfo,1,,34011.0,
ST STEPHEN-WAT-HY,hydro,1,,45015.0,
AUGUSTA ELECTRIC PLANT NO 2-NG-IC,ng,1,,20015.0,
JARVIS STREET-DFO-IC,dfo,1,,0.0,
D B WILSON-BIT-ST,coal,1,0.006252896299094478,5.56302061396433,1134.6528367508529
ST BONIFACIUS-DFO-GT,dfo,1,,27019.0,
HUGOTON 2-DFO-IC,dfo,1,,20189.0,
HUGOTON 2-NG-IC,ng,1,,20189.0,
LOWER NO 1-WAT-HY,hydro,1,,16019.0,
EAST 12TH STREET-NG-ST,ng,1,0.2222137599235224,10.641837559550444,-26.753764658231038
UNIT 4-WAT-HY,hydro,1,1.3543570820625935e-21,6.2719349521805885,164.861393587072
CHANUTE 3-NG-IC,ng,1,,20133.0,
CHANUTE 3-DFO-IC,dfo,1,,20133.0,
WHITEHEAD-NG-IC,ng,1,,49049.0,
MAJOR OAK POWER-LIG-ST,coal,1,,0.0,
GRAVEL NECK-DFO-GT,dfo,1,9.846373636673043e-19,12.70526343805101,4.1656341536510535
GRAVEL NECK-NG-GT,ng,1,9.846373636673043e-19,12.70526343805101,4.1656341536510535
HYDRO II-WAT-HY,hydro,1,,49005.0,
ELLIS HYDRO-WAT-HY,hydro,1,,5033.0,
HUMPBACK CREEK-WAT-HY,hydro,1,,0.0,
WRIGHTSVILLE HYDRO PLANT-WAT-HY,hydro,1,,50023.0,
BOLTON FALLS-WAT-HY,hydro,1,,50023.0,
SIBLEY NO TWO-NG-IC,ng,1,,19143.0,
MCINTOSH (AL)-NG-GT,ng,1,,1129.0,
STAMPEDE-WAT-HY,hydro,1,,6091.0,
MOJAVE SIPHON-WAT-HY,hydro,1,,6071.0,
UPPER SALMON B-WAT-HY,hydro,1,,16083.0,
HARRY ALLEN-NG-CT,ng,1,0.0032193117650416198,4.454664851880481,392.94091560156653
HARRY ALLEN-NG-CA,ng,1,0.0032193117650416198,4.454664851880481,392.94091560156653
HARRY ALLEN-NG-GT,ng,1,0.0032193117650416198,4.454664851880481,392.94091560156653
J K SPRUCE-SUB-ST,coal,1,4.289399996356276e-22,8.978388968172512,567.8582128911883
HEBER CITY-NG-IC,ng,1,,49051.0,
CENTENNIAL-DFO-IC,dfo,1,,0.0,
PEC HEADWORKS-WAT-HY,hydro,1,,53025.0,
HOIST-WAT-HY,hydro,1,,26103.0,
MCCLURE DAM-WAT-HY,hydro,1,,26103.0,
CATARACT (MI)-WAT-HY,hydro,1,,26103.0,
GLADSTONE-DFO-GT,dfo,1,,26041.0,
WYNOOCHEE-WAT-HY,hydro,1,,53027.0,
WILLIAM F MATSON GENERATING STATION-WAT-HY,hydro,1,,42061.0,
THERMALITO DIVERSON DAM-WAT-HY,hydro,1,,6007.0,
PUNA-RFO-ST,dfo,1,,0.0,
PUNA-DFO-GT,dfo,1,,0.0,
BRANDON STATION-NG-GT,ng,1,,48303.0,
PINE VIEW DAM-WAT-HY,hydro,1,,49057.0,
WHILLOCK-WAT-HY,hydro,1,,5029.0,
FORKED RIVER-NG-GT,ng,1,2.0398907569123834e-20,13.449700129480295,7.002965734070621
PLEASANT HILL-NG-GT,ng,1,1.2504361688580542e-22,13.252046884041873,39.680537548692854
WADING RIVER-DFO-GT,dfo,1,5.632425819286887e-18,11.158197075617885,84.81385553482401
MILL CREEK 3-WAT-HY,hydro,1,,6071.0,
STONY GORGE-WAT-HY,hydro,1,,6021.0,
HAY ROAD-NG-CT,ng,1,0.007433573647244788,8.636195058721242,268.76579375646264
HAY ROAD-NG-CA,ng,1,0.007433573647244788,8.636195058721242,268.76579375646264
LIME CREEK-DFO-GT,dfo,1,4.620218022273275e-19,12.670410816462581,61.39708655230426
WOODSDALE-NG-GT,ng,1,0.0069942983867517725,8.383734136079148,280.23299935818767
CONCORD-NG-GT,ng,1,7.069404729046438e-18,10.325561043256322,218.92264216975596
MURRAY-WAT-HY,hydro,1,0.016108383828824697,9.411231886725103,125.16256758759668
CHESTER LAKE-WAT-HY,hydro,1,,0.0,
NORTHWAY-DFO-IC,dfo,1,,0.0,
BARROW-NG-GT,ng,1,,0.0,
GWITCHYAA ZHEE-DFO-IC,dfo,1,,0.0,
HEADGATE ROCK-WAT-HY,hydro,1,,4012.0,
ANIAK-DFO-IC,dfo,1,,0.0,
NEWHALEN-DFO-IC,dfo,1,,0.0,
NEWHALEN-WAT-HY,hydro,1,,0.0,
WHISKEYTOWN-WAT-HY,hydro,1,,6089.0,
MILNER HYDRO-WAT-HY,hydro,1,,16031.0,
TALLASSEE HYDRO PROJECT-WAT-HY,hydro,1,,13059.0,
SOUTH FOND DU LAC-NG-GT,ng,1,0.026176963725627226,6.72653155950912,377.07220776994654
COPE-RC-ST,coal,1,0.0006047549087487989,7.524004123196027,183.54156183717583
