Speed bin (m/s),AK,CO,WY,IL,IA,MN,WI,VT,MA,CA,NE,TN,WA,SD,TX,OR,NY,KS,PA,MI,WV,ND,OK,NM,OH,NJ,ID,MT,HI,NH,ME,MO,IN,UT,AZ,DE,NV,MD,RI,NC,CT,Offshore
0.7000000000000001,0.0019021454086962522,0.0016888908164776778,0.001136361607822612,0.0018645108671008933,0.001731953622454136,0.0013567843968244964,0.0012120274868293414,0.0011601729443775737,0.001516726085022467,0.0012428285545395964,0.0021572186810580657,0.0003155572137872436,0.001155483842794852,0.0017605910354196613,0.0015434282615809814,0.0010047480466643043,0.0015021996468432663,0.0018992113547703126,0.0018352666781056939,0.002531387732487848,0.0012117594740690377,0.0018618586635227787,0.0019550808142600154,0.0013837198174239214,0.0032426812849309745,0.0016509151485966298,0.0020230896654671103,0.001775192136718441,0.0015865872218941554,0.0013247309835187667,0.0014884810990170928,0.0017991585833670083,0.0014137784679502004,0.0021828879873356613,0.0011604878646836291,0.0027530991067974673,0.002163482055168317,0.001500336624109793,0.0026421659935335247,0.003907962094672082,0.000852957436435647,0.0011885994010794915
0.71,0.0019329843927941757,0.0017174748656616356,0.0011562445705097155,0.0018957288988979625,0.0017603483114781453,0.0013803074854411284,0.0012335124463563828,0.0011800673802275475,0.0015419451312559276,0.001263792945782783,0.0021944602802251704,0.00032308702788071727,0.001175350585707976,0.0017900510584712593,0.0015695986134405995,0.001022846059136004,0.0015274051933152684,0.0019310552075818535,0.001864168268956896,0.0025739829984599474,0.0012329338184085654,0.0018927930917664914,0.001987574763055553,0.0014075738852777234,0.0032891257062922456,0.0016773277475631337,0.0020575874895056075,0.001804455017821108,0.0016123669567432682,0.001346849982746746,0.0015129800562573435,0.0018290405751110114,0.001438176896102423,0.00221981025766044,0.0011811280442326118,0.002789890416245741,0.002198525067863239,0.0015258990895311623,0.0026829149022360695,0.0039683526390026525,0.0008704219940871811,0.0012104622181076956
0.72,0.0019642393471464674,0.0017464635180870801,0.0011764202411307368,0.0019273830786182176,0.0017891363576044463,0.0014041719941276856,0.0012553173328267143,0.0012002450805030747,0.0015675172935016646,0.0012850540855156882,0.0022322326898755393,0.00033076000270259546,0.0011955087663982542,0.0018199207914731742,0.0015961408552367508,0.0010412198430841478,0.0015529665271901399,0.0019633452988338735,0.0018934505217040208,0.002617172048836709,0.0012544182849606668,0.0019241549081890179,0.002020519740417302,0.0014317715293716304,0.003336121957184211,0.0017040974917011923,0.002092572739656091,0.0018341203655045317,0.0016384956866263675,0.001369276166977347,0.0015378154996170007,0.001859335198125172,0.001462929772238658,0.002257249148817105,0.0012020772015978998,0.0028270864332935524,0.0022340402557264596,0.0015518222089684881,0.0027241823243410327,0.004029516152811413,0.0008881775984658234,0.001232652969916357
0.73,0.001995914579198076,0.0017758612171041512,0.0011968919882485603,0.0019594781446067547,0.0018183219638102093,0.001428381786867527,0.0012774458803555384,0.0012207091605379418,0.0015934464113119857,0.0013066152487398123,0.0022705417748125046,0.0003385782234090641,0.0012159619220378159,0.0018502046360066996,0.0016230591071417111,0.0010598726809145536,0.0015788875599079006,0.0019960864777848644,0.0019231173007739648,0.0026609613082016997,0.0012762164140679357,0.0019559486688390856,0.00205392059150548,0.001456316589696638,0.0033836749742336756,0.001731228132725009,0.0021280507313422028,0.0018641924434730879,0.0016649770089233597,0.0013920128250621724,0.0015629909973369884,0.0018900468455836203,0.0014880411179406757,0.0022952102167642227,0.0012233389811467403,0.0028646904077328284,0.002270032451154389,0.001578109912807196,0.002765973232486345,0.004091460110211873,0.0009062280526378878,0.0012551755445652432
0.74,0.0020280144249737995,0.0018056724391969274,0.0012176633806250652,0.001992018867600416,0.0018479093635613726,0.0014529407721621055,0.001299901854530969,0.001241462758412552,0.0016197363735589725,0.0013284799338911437,0.002309393441613222,0.0003465437993032861,0.0012367134229624283,0.0018809070349598824,0.001650357523738915,0.0010788079991838223,0.0016051722326353576,0.0020292836292793042,0.001953172496046587,0.002705357247236866,0.0012983317743472547,0.0019881789645584767,0.002087782196224855,0.001481212935638934,0.0034317897197011834,0.001758723449103379,0.002164026817877138,0.0018946755450276295,0.001691814544223758,0.0014150632689011663,0.0015885101425499077,0.001921179941149205,0.0015135149871818962,0.002333699055673523,0.001244917058713356,0.0029027056031775394,0.0023065065170060233,0.0016047661596047228,0.0028082926270278294,0.004154192028308783,0.0009245771968504887,0.0012780338625313894
0.75,0.0020605432490542358,0.0018359016940126688,0.0012387378436995726,0.0020250100529364415,0.001877902820844412,0.0014778528842581415,0.0013226890525040813,0.0012625090349580475,0.0016463911546515141,0.0013506514621516163,0.0023487936398302947,0.00035465886400696996,0.0012577666674838232,0.0019120324525120052,0.0016780402743914796,0.001098029148447565,0.0016318245163084249,0.0020629416737730777,0.001983620022842914,0.0027503663827252267,0.0013207679627412487,0.00202085041504522,0.002122109469237264,0.0015064644660147941,0.0034804711813978704,0.0017865872460821736,0.002200506390449204,0.0019255739930603426,0.001719011936292232,0.0014384308334368194,0.0016143765532775495,0.0019527389389612482,0.0015393554664022882,0.0023727212978889396,0.001266815141700912,0.0029411352970064746,0.0023434673465419146,0.0016317949360865934,0.0028511455359397616,0.004217719467076862,0.0009432289086939473,0.0013012318767687454
0.76,0.002093505444548582,0.0018665535243878682,0.0012601188307160853,0.002058456540566062,0.0019083066301955791,0.0015031220793910798,0.0013458113030766236,0.00128385117375797,0.0016734146820803373,0.0013731331684640258,0.0023887483619907035,0.00036292557563134305,0.0012791250819759274,0.0019435853835809373,0.0017061115583272006,0.0011175394997982896,0.0016588484116718324,0.002097065567355465,0.002014463821910772,0.002795995277548499,0.001343528604567213,0.002053967671641503,0.0021569073599706336,0.0015320751091027133,0.0035297243725995165,0.0018148233557044617,0.002237494878102938,0.0019568921400465026,0.0017465728520314663,0.0014621188766458502,0.0016405938724257986,0.0019847283236199163,0.0015655666745807528,0.0024122826138808745,0.001289036969181252,0.0029799827803049994,0.0023809198633594204,0.0016592002571393307,0.0028945370147118563,0.004282050029234398,0.0009621871032616739,0.0013247735727644487
0.77,0.0021269054330642495,0.0018976325063710584,0.0012818098227876814,0.0020923632050644904,0.0019391251167275815,0.0015287523445018942,0.0013692724667863536,0.0013054923811474251,0.001700810912087364,0.0013959284123636268,0.002429263643589812,0.0003713461169474862,0.0013007921209593396,0.001975570354106814,0.0017345756059691758,0.0011373424532812146,0.0016862479493162095,0.002131660301767625,0.002045707859407799,0.002842250540679607,0.0013666173535634958,0.002087535417404701,0.002192180852624488,0.001558048822672727,0.0035795543319577625,0.0018434356368282328,0.0022749977477157114,0.0019886343680330966,0.0017745009814423198,0.0014861307795283457,0.0016671657677768765,0.0020171526101671533,0.0015921527633049495,0.002452388712195596,0.0013115863119923666,0.0030192513578057908,0.0024188690213242073,0.0016869861658001535,0.0029384721462426284,0.004347191360111683,0.0009814557333074612,0.0013486629685916735
0.78,0.0021607476646732836,0.0019291432492423628,0.0013038143289587,0.002126734955637294,0.001970362636153677,0.0015547476972832554,0.0013930764359899581,0.0013274358862097337,0.0017285838296928098,0.001419040580756921,0.0024703455630804014,0.0003799226955559939,0.001322771267184008,0.00200799192103541,0.0017634366789649866,0.0011574414379870428,0.0017140271897124935,0.0021667309044175634,0.0020773561268818503,0.002889138827170011,0.0013900378919333052,0.002121558367086931,0.0022279349661719003,0.001584389594012901,0.0036299661234084927,0.0018724279751417155,0.0023130205039697846,0.0020208050886242885,0.0018028000375812695,0.0015104699460943274,0.0016940959319789411,0.002050016344064165,0.0016191179168385402,0.002493045339399778,0.0013344669728335467,0.0030589443478285733,0.002457319804497982,0.0017151567332434469,0.0029829560407291637,0.004413151147514286,0.001001038789400129,0.0013729041149590027
0.79,0.0021950366178755424,0.0019610903955297387,0.0013261358862646806,0.0021615767361230927,0.0020020235759299,0.0015811121862229327,0.0014172271349435267,0.0013496849407705468,0.0017567374487196827,0.0014424731209081087,0.002512000241856692,0.00038865754405592384,0.0013450660317100877,0.002040854672297983,0.0017926990702129345,0.0011778399121427567,0.0017421902232436432,0.002202282438391531,0.002109412641248739,0.0029366668381318314,0.0014137939303858985,0.002156041267111003,0.002264174754357857,0.001611101439952959,0.00368096483607737,0.001901804283176242,0.0023515686893198014,0.0020534087429637093,0.0018314737565151232,0.0015351398033477276,0.0017213880825329782,0.0020833241011654234,0.001646466352185807,0.0025342582800201114,0.001357682786358188,0.003099065082218847,0.00249627722706245,0.0017437160587639793,0.0030279938355532283,0.004479937121581138,0.0010209403000754707,0.0013975010952562716
0.8,0.0022297767995586503,0.001993478621021895,0.0013487780597900296,0.002196893524992568,0.0020341123573459317,0.0016078498906443742,0.001441728519880533,0.001372242819389401,0.0017852758118156499,0.0014662294670842045,0.0025542338442333013,0.0003975529202129969,0.0013676799539869516,0.0020741632267875522,0.001822367103885316,0.0011985413632004283,0.0017707411702336357,0.0022383206201807317,0.0021418814447673354,0.0029848413207146985,0.001437889208175135,0.002190988895542768,0.002300905305694009,0.0016381884068850114,0.003732555584182525,0.0019315685003166638,0.0023906478839556453,0.002086449801713533,0.0018605258972729936,0.0015601438012677678,0.0017490459617770006,0.0021170804876891563,0.0016742023191536144,0.0025760333564779792,0.0013812376192642076,0.0031396169062856043,0.002535746333239472,0.0017726682697568235,0.0030735906951637726,0.004547557054637411,0.0010411643319854353,0.0014224580255968449
0.81,0.0022649727449546666,0.0020263126347778316,0.001371744558889864,0.0022326903353437253,0.002066633428144321,0.0016349649240339774,0.0014665845790872876,0.0013951128193486924,0.0018142029904722422,0.0014903132397736604,0.0025970525774190846,0.00040661110712700543,0.0013906166124016707,0.0021079222343315927,0.0018524451327917326,0.0012195493882409152,0.0017996841753300764,0.002274850688270529,0.002174766605011966,0.0030336690680772944,0.0014623274931353449,0.0022264060620597985,0.0023381317434497673,0.0016656545707813592,0.003784743506934372,0.0019617245928092715,0.002430263705760653,0.0021199327650303257,0.0018899602417955094,0.0015854854127876907,0.001777073336867504,0.0021512901401843057,0.0017023301004106726,0.0026183764290191383,0.0014051353703820246,0.0031806031787380575,0.002575732197207402,0.0018020175216939683,0.003119751810955764,0.004616018761042167,0.0010617149900444883,0.001447779054856255
0.8200000000000001,0.002300629017593471,0.0020595971791329912,0.001395039020604795,0.002268972214893392,0.0020995912667402072,0.0016624614279412953,0.0014917993329758284,0.0014182982606400455,0.0018435230850413719,0.0015147279444477414,0.002640462691485827,0.00041583441339839344,0.001413879604826272,0.0021421363756610966,0.0018829375433512823,0.0012408675442759601,0.0018290234180524017,0.0023118778273002838,0.002208072214842117,0.0030831569193535253,0.0014871125817144924,0.002262297607916398,0.0023758592256397162,0.0016935040372093437,0.003837533768432569,0.001992276553767207,0.0024704218102651254,0.00215386216253764,0.0019197805948812617,0.0016111681337708577,0.0018054739997581787,0.002185957725493919,0.001730854011544077,0.0026612933956383852,0.0014293799707600708,0.0032220272716213666,0.002616239923013605,0.0018317679980975876,0.0031664824011453808,0.004685330097030799,0.0010825964175730925,0.0014734683647071724
0.8300000000000001,0.0023367502092528384,0.0020933370297019655,0.0014186650971350636,0.0023057442493398307,0.0021329903883927012,0.0016903437292315492,0.0015173768339877206,0.0014418024859480568,0.0018732402247491349,0.0015394770931405747,0.0026844704793317254,0.0004252251732939695,0.0014374725565714562,0.0021768103623759985,0.001913848753662387,0.0012624994087749525,0.0018587631085652874,0.0023494072753328524,0.0022418024434706107,0.0031333118441244454,0.0015122482990046022,0.0022986684059049015,0.0024140929450073164,0.0017217409413432074,0.003890931557560094,0.0020232284031733404,0.0025111278905951217,0.0021882425532953275,0.0019499907841304686,0.0016371954829841621,0.0018342517671758394,0.0022210879407149504,0.0017597784291951554,0.002704790192272572,0.001453975383747789,0.0032638925702513687,0.002657274644483116,0.0018619240511123015,0.0032137877106415314,0.004755498960552182,0.0011038127964382502,0.001499530169650644
0.84,0.002373340939905181,0.002127536995377755,0.0014426264689840983,0.0023430115956386737,0.002166835399944418,0.0017186161151321487,0.0015433211651826298,0.001465628860631395,0.0019033585677068804,0.0015645642226678226,0.0027290822766396364,0.000434785746911711,0.0014613991216383456,0.0022119489369069167,0.001945183213704795,0.0012844485887994286,0.0018889074870602433,0.002387444479134763,0.002275961926926783,0.003184141693188754,0.0015377384987694093,0.0023355233603132453,0.0024528381290048603,0.0017503694479729444,0.003944942087874436,0.0020545841878805934,0.0025523876774164755,0.00222307852576555,0.001980594659885719,0.0016635710020687661,0.0018634104805935684,0.0022566855131544517,0.0017891080405976238,0.0027488727951440702,0.0014789256050760815,0.003306202473148332,0.0026988415251234547,0.0018924912670254628,0.003261673010913707,0.004826533291100606,0.001125368347191051,0.0015259687170435588
0.85,0.0024104058576609484,0.002162201918327513,0.0014669268450050485,0.0023807794061469433,0.002201130873354604,0.001747282824527275,0.001569636443721108,0.0014897807727012285,0.0019338823009195064,0.0015899928946339,0.0027743044618300256,0.00044451852034461866,0.001485662982787881,0.0022475568724731965,0.001976945404214262,0.0013067187210818634,0.0019194608237704856,0.002425994735343739,0.0023105548446503265,0.0032356534635429113,0.0015635870634692127,0.002372867406878773,0.002492100039769661,0.0017793937515101059,0.003999570597495917,0.0020863479816096877,0.0025942069388740258,0.0022583746977754724,0.0020115960951702055,0.0016902982555081195,0.0018929540062010398,0.002292755200282117,0.0018188472671154118,0.002793547215057454,0.0015042346629351641,0.0033489603919697143,0.0027409457580255636,0.0019234739432207983,0.0033101435998561584,0.004898441069542397,0.001147267866028342,0.0015527882871222876
0.86,0.0024479496387086364,0.0021973366739847684,0.001491569962444857,0.0024190528677836055,0.0022358814113083384,0.00177634821626985,0.0015963268191538742,0.001514261632796967,0.0019648156402909617,0.0016157666954367733,0.002820143456008582,0.00045442590584358076,0.0015102678516081876,0.0022836389730372065,0.002009139837275214,0.0013293134721022622,0.0019504274189829144,0.002465063376596344,0.0023455854014121824,0.003287854198328349,0.0015897979042828855,0.0024107055127382537,0.002531883974096413,0.0018088180759905234,0.00405482234899307,0.0021185238849442687,0.0026365914805259955,0.0022941357164765887,0.0020429989856230136,0.0017173808305932525,0.0019228862348720035,0.0023293017896791595,0.0018490005633484713,0.002838819500215331,0.0015299066180497823,0.0033921697514419395,0.0027835925657608454,0.0019548764055238427,0.0033592048016483755,0.004971230317937268,0.001169516006428364,0.001579993193022441
0.87,0.002485976987251443,0.002232946171038107,0.0015165595869858588,0.0024578372020019395,0.0022710916472167757,0.0018058167306405145,0.0016233964734813056,0.001539074874159295,0.001996162830626941,0.001641889236270334,0.0028666057229084665,0.0004645103419792106,0.001535217468579911,0.002320200073254904,0.0020417710563223803,0.0013522365381625366,0.001981811603047157,0.0025046557715147424,0.0023810578272733768,0.0033407509875632243,0.0016163749611270333,0.0024490426763740946,0.002572195263405751,0.0018386466750739475,0.004110702630838205,0.0021511160253234432,0.0026795471452735254,0.0023303662583007002,0.0020748072494314682,0.0017448223373853298,0.0019532111093913513,0.0023663300989835126,0.0018795724171769383,0.002884695736117451,0.0015559455637517662,0.003435833989291211,0.0028267872002743356,0.001986703008166064,0.0034088619666119025,0.005044909099354382,0.001192117123702396,0.0016075877807947116
0.88,0.0025244927393929723,0.0022690353514162247,0.0015418995490946294,0.0024971376647579175,0.0023067662476197156,0.0018356927156252037,0.0016508496212101229,0.001564223952600473,0.002027928145634722,0.0016683641463777774,0.002913697768827127,0.00047477429380260574,0.001560515557931887,0.002357245038422584,0.002074843626702703,0.0013754916087295585,0.0020136177363816446,0.0025447773246896474,0.0024169763775410357,0.0033943516668393982,0.00164332220267224,0.002487883927556698,0.002613039273708912,0.001868883832040536,0.004167217653687677,0.0021841285570316296,0.002723079813285287,0.002367071028912482,0.002107024827260719,0.0017726264086754275,0.0019839328879020643,0.002403844975831291,0.0019105673498023524,0.0029311820454546067,0.0015823556260498573,0.0034799565561733294,0.0028705349427739293,0.0020189581337455675,0.0034591204710634174,0.005119485517683067,0.0012150756126833183,0.0016355764294167347
0.89,0.002563501780828786,0.002305609190269409,0.00156759371533336,0.0025369595464745953,0.0023429099075558428,0.0018659805527786672,0.001678690509407273,0.0015897123464718964,0.0020601158879201453,0.0016951950783862958,0.0029614261425576784,0.0004852202530050002,0.0015861658634666266,0.002394778764419849,0.0021083621431358473,0.0013990823955618446,0.0020458502094766427,0.0025854334766594322,0.0024533453327216493,0.003448663485968046,0.001670643626356412,0.0025272343272829834,0.0026544214055685363,0.0018995338597842055,0.004224372770860115,0.0022175656611857727,0.002767195401917176,0.00240425476315865,0.002139655682180484,0.001800796699941543,0.002015055542048789,0.0024418512977945443,0.0019419899157859495,0.002978284587997305,0.0016091409636967973,0.003524540915602563,0.002914841103615722,0.0020516461931843815,0.0035099857171641564,0.005194967717438282,0.001238395907852032,0.0016639635508009345
0.9,0.002603008904004755,0.002342672702055207,0.0015936459385260864,0.0025773081720024535,0.0023795273526397774,0.0018966846419310747,0.0017069234177509122,0.0016155435566288787,0.00209273038898169,0.001722385717567631,0.003009797435314748,0.0004958507380762526,0.0016121722107072382,0.0024328061776487143,0.0021423312426661206,0.0014230126832205782,0.0020785134428944604,0.0026266297038853646,0.0024901689984714787,0.003503693687501919,0.0016983432583951381,0.002567098967710989,0.0026963470940555073,0.0019306011008027738,0.004282173359957697,0.002251431545719847,0.002811899865627033,0.0024419222250136857,0.0021727037995889313,0.0018293368893027887,0.0020465830681250757,0.0024803539723152234,0.0019738447030839437,0.0030260095604791584,0.0016363057682536046,0.0035695905438795365,0.0029597110221853884,0.002084771625682273,0.0035614631327655958,0.00527136388356068,0.001262082483460559,0.00169275358979829
0.91,0.0026430189291757845,0.0023802309354217874,0.0016200601001018248,0.0026181889005756835,0.002416623339185822,0.0019278094141853051,0.0017355526585785194,0.0016417211063926563,0.002125776056471549,0.0017499397739687609,0.0030588182806548163,0.0005066682944621444,0.0016385384542739099,0.0024713322349688817,0.002176755593654745,0.0014472862863344014,0.0021116118872664133,0.0026683715197581234,0.0025274517055441717,0.0035594498554499194,0.0017264251537890919,0.0026074829720905894,0.0027388219500880055,0.0019620899271849115,0.00434062482274184,0.002285730445366665,0.002857199195884375,0.0024800782075221073,0.00220617318713371,0.001858250677470788,0.002078519487028251,0.0025193579366353845,0.0020061363330798063,0.003074363196475009,0.0016638542641510424,0.0036151089300181668,0.0030051500667756595,0.0021183388986670926,0.0036135581712514564,0.0053486822412113985,0.0012861398536517996,0.001721951024197995
0.92,0.0026835367043264472,0.0024182889653020824,0.0016468401101237097,0.002659607125764365,0.002454202654193976,0.0019593593319238807,0.0017645825769320462,0.0016682485415095748,0.0021592572848781115,0.0017778609824016692,0.00310849535439095,0.0005176754947204268,0.0016652684779380313,0.0025103619236291064,0.002211639896004007,0.0014719070496617094,0.0021451500232867807,0.0027106644814720612,0.002565197825871074,0.0036159395443703204,0.0017548933963283924,0.0026483914946902535,0.0027818514847042343,0.0019940048053442923,0.00439973258500599,0.0023204666216369314,0.0029030998534592518,0.00251872753273726,0.0022400678746300976,0.0018875417876982191,0.0021108688442113533,0.0025588681577235666,0.0020388694606134784,0.00312335176627371,0.0016917907087481772,0.003661099575671628,0.0030511636344598115,0.002152352507741613,0.003666276311375969,0.005426931055561472,0.0013105725725758477,0.0017515603647229336
0.93,0.002724567105088155,0.002456851899744359,0.0016739899073154884,0.0027015682754225325,0.002492270115333037,0.0019913388888127097,0.0017940175506001015,0.00169512943010747,0.002193178493366652,0.001806153102430552,0.003158835374501935,0.000528874938675594,0.001692366194674095,0.0025499002611946656,0.0022469888808566486,0.001496878848150535,0.002179132361703669,0.0027535141732707305,0.0026034117496909794,0.003673170145168996,0.0017837520985939436,0.0026898297207198735,0.002825441239180911,0.0020263502044571393,0.00445950209644555,0.002355644362795573,0.0029496081570258895,0.002557875051656628,0.0022743919139762746,0.001917213965724525,0.002143635209632124,0.0025988896321973666,0.0020720487740075073,0.003172981576745592,0.001720119392388063,0.003707565995057395,0.003097757150961238,0.0021868169766268548,0.0037196230570984614,0.005506118631575938,0.0013353852345028452,0.0017815861550209624
0.9400000000000001,0.002766115034652824,0.0024959248798751936,0.001701513459085308,0.002744077811632055,0.00253083057092078,0.002023752609801563,0.0018238619901571177,0.00172236736264919,0.0022275441299606895,0.0018348199217533001,0.0032098451010357442,0.0005402692535723176,0.0017198355467093413,0.0025899522954708986,0.0022828073104309075,0.0015222055869959508,0.0022135634433067316,0.002796926215185805,0.0026420978832206905,0.003731149094761453,0.0018130054019556809,0.0027318028662495757,0.0028695967891435954,0.0020591305873363065,0.0045199388305249034,0.0023912679838352666,0.0029967302222697633,0.002597525644153608,0.0023091493790657084,0.001947270979718748,0.0021768226776990333,0.0026394273862421413,0.0021056789950900474,0.0032232589712045275,0.001748844638450442,0.0037545117148812825,0.003144936070519023,0.0022217368571018498,0.0037736039374141953,0.005586253313792531,0.001360582473932281,0.0018120329716519116
0.9500000000000001,0.0028081854236830343,0.0025355130798586658,0.0017294147615468003,0.002787141230642354,0.0025698888999012037,0.0020566050511213073,0.0018541203389994734,0.0017499659518832702,0.002262358671521522,0.0018638653372392612,0.0032615313360073155,0.0005518610942275179,0.0017476805055711311,0.0026305231044227873,0.0023190999781825187,0.0015478912016949945,0.0022484478389117645,0.002840906262992584,0.00268126065754531,0.0037898838759780687,0.0018426574765677323,0.0027743161781245717,0.0029143238906412616,0.00209235044633726,0.004581048284341592,0.002427341826447193,0.003044472201721254,0.0026376842189057737,0.00234434436569665,0.0019777166202194895,0.0022104353672143225,0.0026804864755258662,0.002139764879214723,0.0032741903292646496,0.0017779708034014658,0.0038019402742606023,0.003192705875749582,0.0022571167289398555,0.003828224506181523,0.0056673434860951,0.0013861689656987026,0.0018429054240702942
0.96,0.0028507832302186557,0.002575621706851714,0.001757697839537401,0.0028307640638927786,0.0026094500118389414,0.002089900800277803,0.0018847970738172372,0.001777928832791721,0.0022976266237246944,0.0018932931853665935,0.0033139009232905923,0.0005636531431810123,0.0017759050721320002,0.002671617796090558,0.0023558717086037064,0.001573939697410094,0.002283790149342091,0.00288546001890257,0.0027209045285515776,0.003849382017463469,0.001872712521360431,0.0028173749338759432,0.0029596282130677828,0.002126014303329096,0.004642835978487572,0.0024638702589889617,0.003092840284643596,0.00267835571331957,0.00237998099147872,0.0020085547011775545,0.0022444774218591756,0.0027220719851100816,0.0021743112152772825,0.003325782066691606,0.0018075022768403758,0.0038498552246463203,0.003241072077504291,0.002292961199840969,0.0038834903419453027,0.005749397571481596,0.0014121494250737565,0.001874208154603645
0.97,0.0028939134395799477,0.002616256000955663,0.0017863667466339061,0.002874951876515885,0.002649518847805361,0.0021236444760424984,0.0019158967297278685,0.0018062596625349372,0.002333352521033445,0.0019231073393689878,0.003366960748504813,0.0005756481108447086,0.0018045132766523863,0.0027132415085013035,0.0023931273473158346,0.0016003573984146743,0.0023195950054067677,0.0029305932342632004,0.0027610339768583143,0.003909651093570075,0.0019031747640291868,0.002860984441627419,0.003005515438144906,0.002160126709662205,0.004705307456907611,0.002500857676449715,0.0031418406969157143,0.0027195450934514513,0.002416063395736611,0.0020397891231523674,0.002278953439537149,0.0027641890293569555,0.002209322825729063,0.0033780406352484256,0.0018374434815431235,0.0038982601297443183,0.0032900402147231665,0.002329274905361152,0.003939408617389118,0.005832424031826756,0.0014385286078645249,0.0019059458384264737
0.98,0.002937581064267091,0.0026574212351638577,0.0018154255651652107,0.0029197102668964744,0.002690100378449565,0.0021578407284396414,0.0019474238493105334,0.0018349621203934074,0.0023695409266690387,0.0019533117530912856,0.0034207177388949875,0.0005878487356502914,0.0018335091788209878,0.0027553994095765597,0.002430871781093754,0.0016271483790222575,0.002355867067875539,0.0029763116724758443,0.0028016535077439128,0.003970698724245719,0.001934048461020156,0.002905150039998065,0.0030519912817303096,0.002194692246132533,0.004768468286754782,0.0025383085004123686,0.0031914797009099075,0.002761257353925426,0.0024525957394108543,0.0020714237447408026,0.002313868344177905,0.0028068427518323992,0.0022448045665871682,0.00343097252253589,0.0018677988735028611,0.0039471585654356975,0.0033396158542845426,0.002366062508837606,0.003995985060290087,0.005916431367639385,0.001465311310508074,0.0019381231835297601
0.99,0.002981791143856166,0.0026991227088734773,0.0018448783294736104,0.00296504486730392,0.002731199604952532,0.002192494238644535,0.0019793831230682734,0.001864039907707277,0.00240619643257802,0.001983910337794847,0.003475178863206547,0.0006002577841953569,0.0018628968677927332,0.0027980966970358656,0.002469109938552496,0.0016543167448902594,0.0023926110274505507,0.0030226211397761872,0.00284276766357962,0.004032532574915334,0.0019653378975127067,0.0029498770980008974,0.003099061493739717,0.0022297155229424413,0.004832324058243068,0.002576227179012985,0.003241763595364345,0.0028034975178470056,0.0024895822049556915,0.0021034624466638565,0.002349226374904913,0.002850038325205252,0.0022807613274413918,0.003484584251827456,0.0018985729419672955,0.003996554119696161,0.0033898045908507665,0.0024033287013105267,0.004053225355668848,0.006001428117814299,0.001492502370162175,0.001970744930685962
1.0,0.003026548744891535,0.0027413657601161445,0.001874729172581085,0.003010961343810515,0.0027728215589630915,0.002227609713653235,0.0020117791697341755,0.0018934967478123081,0.0024433236593963243,0.0020149070293939363,0.0035303511315541176,0.0006128780513879541,0.001892680462224327,0.0028413385982962534,0.002507846808489463,0.0016818666330746003,0.0024298316047347687,0.0030695274712255645,0.002884380999848142,0.0040951603563566695,0.0019970473873986323,0.0029951710149373903,0.003146731858064817,0.002265201179658116,0.0048968803844970776,0.0026146181868972507,0.0032926987152503704,0.0028462706367135197,0.0025270269962340123,0.0021359091662951336,0.0023850317953212547,0.0028937809511424975,0.0023171980314578016,0.0035388823818986574,0.0019297702094728426,0.004046450392514473,0.0034406120467099016,0.0024410782014411747,0.004111135213084409,0.006087422859378893,0.0015201066647921176,0.002003815853409486
