Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,10383336.401229985,2168484.788376732,21344441.862251244,13070830.359989392,13291687.604644857,35322597.31196101,17328997.195363265,789943.5846320869
"Anchorage, AK",AK,Anchorage,28750257.83930301,6004283.630746307,59100291.39603372,36191617.8482833,36803146.02036202,97804187.50108615,47981989.4310884,2187262.442348057
"Huntsville, AL",AL,Huntsville,27053094.952450246,26808371.58732506,138995659.97888643,85117635.62089027,86555930.12551528,230021935.98021314,112847009.75608546,5144139.063372131
"Anniston-Oxford, AL",AL,Anniston-Oxford,9286962.920016104,9202952.686748013,47715336.91564448,29219737.233024213,29713484.35349206,78963430.76432657,38738857.682697095,1765913.6162022168
"Florence, AL",AL,Florence,6925938.754250301,6863286.438810231,35584668.95608097,21791204.749513734,22159426.561735827,58888561.310015604,28890279.635090172,1316965.476921708
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,7107113.731074319,7042822.499640246,36515524.94574041,22361238.81356574,22739092.905347697,60429021.6157026,29646017.727650512,1351415.8522752149
"Decatur, AL",AL,Decatur,4153076.8284394727,4115507.9314661124,21338026.41533558,13066899.769139225,13287700.6641987,35311995.68963506,17323796.12020081,789706.4932463912
"Montgomery, AL",AL,Montgomery,29525001.55809253,29257917.228210032,151696029.0368932,92895039.50454001,94464754.4508221,251039595.65987274,123158113.50718445,5614171.470142669
"Dothan, AL",AL,Dothan,8601125.785376668,8523319.661908649,44191585.36947979,27061875.612232924,27519159.777776256,73132024.57016775,35878014.220617265,1635501.861036644
"Mobile, AL",AL,Mobile,36269592.14662913,35941495.98397411,186348952.17891333,114115665.28270625,116043960.55395626,308386224.1064861,151291932.62411538,6896653.639887938
"Pensacola, FL-AL",AL,Pensacola,727199.7847966861,720621.5068300966,3736268.038905648,2288001.665417878,2326663.691188901,6183096.7080599405,3033380.149436187,138276.85247929936
