Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,5206585.851827111,1207992.9211995583,18792845.668077826,9345212.876489822,9652710.145952877,25077169.902523335,10482319.192436941,145636.66797403252
"Anchorage, AK",AK,Anchorage,14416434.170886014,3344792.715030026,52035216.58293413,25875813.840571523,26727238.222901773,69435783.71323402,29024329.742484033,403251.0932241785
"Huntsville, AL",AL,Huntsville,13565414.427955728,14934078.98453285,122379604.66728874,60852713.6680569,62858829.787108764,163303369.76465422,68261213.43546891,948390.856460342
"Anniston-Oxford, AL",AL,Anniston-Oxford,4656823.96075226,5126668.058413285,42011269.05106295,20889916.529362425,21578589.157896336,56059846.10572856,23433154.65992877,325569.80016926996
"Florence, AL",AL,Florence,3472919.814504819,3823315.468333984,31330746.008350447,15579073.988971442,16092665.40610463,41807753.94980256,17475744.803906277,242800.20450452738
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,3563767.59546714,3923329.216064749,32150324.029952012,15986605.511995586,16513631.918434592,42901399.03123956,17932891.159393057,249151.59209035887
"Decatur, AL",AL,Decatur,2082505.1044231371,2292616.7040688554,18787199.81246607,9341851.478607967,9649821.94867201,25069643.313185573,10479173.059433283,145592.95700518636
"Montgomery, AL",AL,Montgomery,14804919.098000951,16298641.839760136,133561724.63192382,66412973.045097396,68602392.83772473,178224792.9568769,74498405.32411864,1035047.6189097243
"Dothan, AL",AL,Dothan,4312920.0570466705,4748066.424950147,38908759.79839357,19347207.61378402,19985022.14518476,51919857.11765861,21702628.998747338,301526.64840950834
"Mobile, AL",AL,Mobile,18186904.288279604,20021847.955163203,164072109.16717154,81584125.94327314,84273689.32094502,218937856.38739738,91516566.77692696,1271490.364406289
"Pensacola, FL-AL",AL,Pensacola,364644.65415236336,401434.9945090252,3289620.7378112026,1635749.2686690676,1689674.6037412959,4389670.5925203,1834893.190870855,25493.187671625015
"Tuscaloosa, AL",AL,Tuscaloosa,6570373.825902609,7233283.0076849805,59274248.907074146,29473856.419438526,30445513.637162473,79095569.99395502,33062144.357085038,459350.6887022121
"Gadsden, AL",AL,Gadsden,4054210.340432779,4463254.533467065,36574824.99596339,18186668.922403857,18786224.26641222,48805454.03485696,20400800.78867681,283439.62784577056
"Birmingham, AL",AL,Birmingham,43499829.36928765,47888687.151044965,392431204.33808774,195134669.51392663,201567625.1259495,523660280.1867108,218891295.41550586,3041178.0377604314
"Auburn, AL",AL,Auburn,4014863.8948561763,4419938.280276107,36219863.304206714,18010165.80123164,18603902.411200006,48331793.080004066,20202809.33521288,280688.8228912117
"Columbus, GA-AL",AL,Columbus,2516271.7266713115,2770147.6362723373,22700400.40287342,11287673.05321696,11659790.934141185,30291418.989908,12661888.238517355,175918.62826002686
