Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,41640207.25315387,7503831.07116948,17909142.737166233,33230231.102999337,70700371.78638063,45593845.505604535,54847152.138265215,58440058.93274885
"Anchorage, AK",AK,Anchorage,115296918.90444535,20777240.54602913,49588345.352406874,92010667.4149251,195761154.18472272,126244086.05467111,151865422.1334688,161813765.58902243
"Huntsville, AL",AL,Huntsville,108490800.75319886,92767767.04300207,116624947.55811904,216396362.4517022,460403102.0851634,296908648.0067696,357166490.51662415,380563619.8206953
"Anniston-Oxford, AL",AL,Anniston-Oxford,37243429.837832935,31845924.2543346,40035772.817297444,74285954.99507922,158050180.38936207,101924737.6138471,122610442.89129464,130642362.07331972
"Florence, AL",AL,Florence,27775034.344015867,23749736.362426776,29857480.09330916,55400239.99536123,117869090.1323245,76012416.15114717,91439195.50560005,97429160.23496255
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,28501598.840485785,24371003.469704997,30638519.091179192,56849449.63370015,120952416.51315437,78000817.75606613,93831144.77260266,99977800.42279562
"Decatur, AL",AL,Decatur,16655049.320563782,14241315.620616937,17903769.168478236,33220255.214287646,70679138.87014854,45580161.10051482,54830690.47245147,58422518.90226811
"Montgomery, AL",AL,Montgomery,118403867.16961507,101244181.90597183,127281250.60804011,236169020.5790444,502471245.16834277,324037908.06260586,389801655.1354565,415336636.6365297
"Dothan, AL",AL,Dothan,34493022.90457473,29494120.1577054,37079152.881525904,68799977.8293934,146378260.97059712,94397651.46135539,113555728.71254008,120994495.05386811
"Mobile, AL",AL,Mobile,145451642.47920313,124372057.27910428,156356945.09222415,290118665.6067427,617254061.5046823,398060021.8548104,478846614.8605134,510214720.386042
"Pensacola, FL-AL",AL,Pensacola,2916283.223742604,2493640.7589709135,3134932.876081434,5816834.94928224,12375849.6890846,7981042.661266466,9600801.516306821,10229727.24272319
