Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,511516.7428948485,113727.50098682407,4590360.6058719475,3412802.0561292656,2434961.91390944,911665.7224999607,149135.93892917878,0.0
"Anchorage, AK",AK,Anchorage,1416330.7128915996,314898.29958735226,12710177.720772328,9449654.26109058,6742127.977813222,2524296.967015678,412940.1698679942,0.0
"Huntsville, AL",AL,Huntsville,1332722.9784891966,1405981.320456999,29892602.220081702,20004666.718724642,15856565.214895768,5936797.699336531,971178.2260445579,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,457505.8382649704,482654.43980696215,10261727.498780916,6867332.494511846,5443345.149543294,2038022.643778198,333392.3970568083,0.0
"Florence, AL",AL,Florence,341194.14956484333,359949.22326708416,7652888.977965199,5121450.863074999,4059483.7568186307,1519896.2386466167,248634.0629369228,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,350119.4150535059,369365.1009548874,7853080.176937144,5255422.411820437,4165675.4084713035,1559655.0606030955,255138.05787372676,0.0
"Decatur, AL",AL,Decatur,204594.00044322896,215840.3115603538,4588985.986268293,3071031.9080392253,2434232.892331549,911392.0977834065,149091.17769925605,0.0
"Montgomery, AL",AL,Montgomery,1454497.0949002407,1534449.2284562846,32623961.460772377,21832541.418185197,17305417.86433906,6479257.239553489,1059917.1254730711,0.0
"Dothan, AL",AL,Dothan,423719.2822187322,447010.6732851039,9503904.532884719,6360183.74403055,5041357.086021471,1887515.7856829034,308771.55079336505,0.0
"Mobile, AL",AL,Mobile,1786757.4471314219,1884973.573204266,40076467.87287777,26819892.66635362,21258608.458719343,7959356.6499673175,1302040.9761705506,0.0
"Pensacola, FL-AL",AL,Pensacola,35824.214007838105,37793.43233968456,803527.0618634899,537734.7530238276,426231.85377325746,159583.88557490965,26105.722772945224,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,645500.9702467278,680983.4610434949,14478405.525907757,9689209.22413874,7680086.856909179,2875472.800374873,470387.6929509547,0.0
"Gadsden, AL",AL,Gadsden,398302.5589832652,420196.8202390625,8933814.566943696,5978669.291579243,4738952.208160797,1774293.4983324965,290249.94609223737,0.0
"Birmingham, AL",AL,Birmingham,4273604.94356421,4508520.3891925495,95855758.98793224,64148396.90121624,50846797.55964466,19037360.656591162,3114249.648948772,0.0
"Auburn, AL",AL,Auburn,394436.99981289817,416118.7754582796,8847111.160081932,5920645.813232404,4692960.286308855,1757073.8336612238,287433.0464376647,0.0
"Columbus, GA-AL",AL,Columbus,247209.04533123845,260797.85941542257,5544829.478118554,3710699.553865016,2941261.171508106,1101226.672959007,180145.4960873604,0.0
"Memphis, TN-MS-AR",AR,Memphis,155765.18984015528,279287.00860717363,3552262.2770750844,2395365.73420714,1884301.601055043,705494.4010660688,115409.15416206328,0.0
"Fort Smith, AR-OK",AR,Fort Smith,459053.27869857446,823082.5971489871,10468819.424686395,7059346.796921732,5553197.2766761305,2079152.0765660636,340120.60502279655,0.0
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,1023116.6008565497,1834448.2178771282,23332417.91700425,15733543.87013675,12376707.857759114,4633917.464375391,758044.9883262698,0.0
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,111900.26549336383,200637.19271334572,2551912.223229547,1720808.4931334627,1353664.7671023675,506820.6244565131,82908.86432554013,0.0
"Jonesboro, AR",AR,Jonesboro,253148.3389467349,453895.00947458914,5773108.201309321,3892929.205856121,3062351.8699605353,1146563.85004486,187562.03298923705,0.0
"Conway, AR",AR,Conway,309025.2686437771,554082.3527523438,7047394.899930929,4752207.731862781,3738298.7114738617,1399642.6097502788,228962.22773188987,0.0
"Pine Bluff, AR",AR,Pine Bluff,214856.88410804435,385238.4252397613,4899862.447894271,3304081.0882011824,2599137.658021951,973133.5282567098,159191.22421544718,0.0
"Little Rock, AR",AR,Little Rock,2101839.3830095297,3768598.3271093466,47932948.05082799,32322202.68234923,25426087.296074472,9519687.41010142,1557289.569168614,0.0
"Hot Springs, AR",AR,Hot Springs,216127.00265780304,387515.7479888466,4928827.804122778,3323613.0417499496,2614502.364470779,978886.1712346718,160132.27726885158,0.0
