Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,2017604.1146578765,450545.4319741059,11411850.598367099,6054916.417300326,7189960.590641597,9714673.910483385,3641130.7381931474,0.0
"Anchorage, AK",AK,Anchorage,5586512.4919945095,1247508.2032439287,31598094.721056446,16765363.411724968,19908169.4792135,26898808.721834555,10081869.979408944,0.0
"Huntsville, AL",AL,Huntsville,5256733.826309257,5569967.297937767,74314439.3440001,39118354.37531754,46821372.0592002,63262281.66548714,23711165.23961393,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,1804565.8809513333,1912094.710515376,25511145.538895406,13428803.884145604,16073146.046407795,21717088.750682168,8139723.4866366,0.0
"Florence, AL",AL,Florence,1345791.17814083,1425982.9581975427,19025448.15510569,10014799.676218554,11986870.849415183,16195954.253641194,6070361.950457756,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,1380995.6022862215,1463285.1115329787,19523133.05398709,10276775.873758938,12300434.270258684,16619622.68916491,6229155.97459097,0.0
"Decatur, AL",AL,Decatur,806991.5655007752,855077.844545687,11408438.723942898,6005284.475153949,7187819.20207602,9711758.176317263,3640037.899730992,0.0
"Montgomery, AL",AL,Montgomery,5737054.288429995,6078908.658665029,81104729.09945741,42692692.86605813,51099553.87469298,69042709.08836716,25877711.658287883,0.0
"Dothan, AL",AL,Dothan,1671299.677164487,1770887.5614491652,23627161.387299877,12437094.058569884,14886152.99775994,20113293.618758418,7538609.35697854,0.0
"Mobile, AL",AL,Mobile,7047607.389791739,7467553.80563093,99632016.60844244,52445265.91629653,62772561.561536245,84814589.91310628,31789127.790136117,0.0
"Pensacola, FL-AL",AL,Pensacola,141303.45211682792,149723.31363580507,1997606.72090306,1051519.5741312006,1258580.2750177435,1700519.578027907,637367.1585388868,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,2546085.6006685304,2697799.432510136,35994008.863172404,18946875.015502322,22677811.953657825,30640924.523854267,11484442.31463767,0.0
"Gadsden, AL",AL,Gadsden,1571047.0733283306,1664661.196685219,22209890.455761977,11691057.258250376,13993209.847276723,18906801.399228584,7086407.260809327,0.0
"Birmingham, AL",AL,Birmingham,16856619.139698096,17861056.021516465,238302003.10551327,125439716.53581633,150140764.67976138,202861362.81169322,76033920.49303018,0.0
"Auburn, AL",AL,Auburn,1555799.9319670377,1648505.522539347,21994341.637940485,11577594.583766745,13857404.592130765,18723309.3330022,7017633.09415094,0.0
"Columbus, GA-AL",AL,Columbus,975080.4718888351,1033182.679727147,13784711.377440553,7256129.890559783,8684975.703634145,11734627.907241235,4398224.250039613,0.0
"Memphis, TN-MS-AR",AR,Memphis,614393.3552661154,1106429.7100157684,8831093.687936338,4651140.760564001,5563977.798946617,7517720.457049364,2817696.5371701135,0.0
"Fort Smith, AR-OK",AR,Fort Smith,1810669.536851939,3260742.573828363,26025985.11324371,13707307.89091277,16397516.375986053,22155362.361059453,8303991.636981982,0.0
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,4035536.064725229,7267391.418838093,58005505.370738044,30550210.41567039,36546021.98823279,49378841.370777644,18507550.4117004,0.0
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,441374.4793826419,794848.8261566171,6344175.674237156,3341336.3183918875,3997109.9675108767,5400660.544965043,2024207.0189920252,0.0
"Jonesboro, AR",AR,Jonesboro,998507.1600730201,1798160.7029095262,14352222.73011195,7558996.711347997,9042532.154875215,12217739.074570362,4579297.84422667,0.0
"Conway, AR",AR,Conway,1218905.6608790355,2195065.1408312013,17520160.326793145,9227479.031151157,11038472.304447044,14914536.33647228,5590077.155551758,0.0
"Pine Bluff, AR",AR,Pine Bluff,847472.0318745684,1526169.2308949463,12181292.078180851,6415615.789305705,7674750.272219187,10369672.419456922,3886628.963503682,0.0
"Little Rock, AR",AR,Little Rock,8290402.702188235,14929764.098316187,119163598.2814847,62760818.61747351,75078312.91457064,101441412.82977043,38020982.4625847,0.0
"Hot Springs, AR",AR,Hot Springs,852481.8315491475,1535191.1240415296,12253301.337240689,6453541.465534092,7720119.275525635,10430972.355689125,3909604.6273418157,0.0
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,2063876.2798690854,2358124.2221504687,28407640.97346267,14959463.55233516,17898064.797708243,24182814.3404936,9063895.447501231,0.0
"Sierra Vista, AZ",AZ,Sierra Vista,871803.9558381367,996097.510921978,11999698.828005925,6319041.324981685,7560338.691173439,10215085.764093788,3828688.7559636487,0.0
"Flagstaff, AZ",AZ,Flagstaff,921733.5132149733,1053145.5519310245,12686940.090362526,6680942.5692802975,7993330.950432408,10800119.483374504,4047963.6670704163,0.0
"Tucson, AZ",AZ,Tucson,11968443.14667757,13674790.471162051,164736248.60094938,86750107.4445584,103791091.09219961,140236428.59988472,52561637.734277956,0.0
"Lake Havasu City, AZ",AZ,Lake Havasu City,883076.4991670137,1008977.186767059,12154856.56050569,6400747.3859095,7658094.895313743,10347168.207758818,3878194.2205871623,0.0
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,50788596.764859736,58029554.10091034,699065266.903315,368127765.01620525,440441902.815897,595099240.2784454,223047541.89586794,0.0
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,1400704.4162204391,1600403.592104884,19279599.53513194,10152636.990126988,12146996.720917659,16412308.806377172,6151453.217089457,0.0
"Casa Grande, AZ",AZ,Casa Grande,848432.4363850108,969393.9014719131,11678008.162676502,6149639.022706131,7357659.4057564465,9941237.413151924,3726048.393826335,0.0
"Yuma, AZ-CA",AZ,Yuma,1168129.5870912594,1334670.4455100633,16078389.118689124,8466879.60559557,10130093.187177729,13687187.166111153,5130057.721870596,0.0
"Lodi, CA",CA,Lodi,888869.2396978909,791677.0033599179,11846042.660405206,6285290.677989664,7463520.412329952,10084292.690615706,3779666.556703838,0.0
"Santa Barbara, CA",CA,Santa Barbara,2996471.5463655656,2668826.311602623,39934253.75030567,21188374.88811511,25160311.047400463,33995209.60239605,12741652.861968687,0.0
"Porterville, CA",CA,Porterville,488172.0685684113,434793.53667318635,6505914.359062701,3451917.5766177056,4099008.083267705,5538351.202816249,2075814.4832552415,0.0
"Salinas, CA",CA,Salinas,1943609.5401050225,1731088.1147547301,25902664.305359546,13743473.593737932,16319801.415451642,22050405.845244076,8264653.16824588,0.0
"Seaside-Monterey, CA",CA,Seaside-Monterey,1922490.7444083763,1712278.5259592242,25621212.159660496,13594140.301736945,16142474.362465404,21810811.41721473,8174851.426608825,0.0
"Stockton, CA",CA,Stockton,5046885.358872727,4495040.326259232,67260308.48328231,35687073.06126,42376910.13746658,57257318.46919757,21460461.17304373,0.0
"Santa Cruz, CA",CA,Santa Cruz,2436048.229441595,2169681.7441674955,32465440.31445818,17225560.90797616,20454634.803244077,27637162.202276956,10358610.25685558,0.0
"Chico, CA",CA,Chico,1025045.7569832292,912963.4787126799,13660879.71524108,7248209.582625785,8606946.431644743,11629226.182026409,4358718.91356876,0.0
"Woodland, CA",CA,Woodland,902666.9588729218,803966.02910391,12029926.14142122,6382855.844872721,7579374.97687922,10240828.919354167,3838337.478584744,0.0
"Delano, CA",CA,Delano,884113.7731313115,787441.5170219189,11782666.117150117,6251664.258775773,7423590.442650855,10030341.54167717,3759445.2720193407,0.0
"Redding, CA",CA,Redding,2034475.1199449487,1812018.117440709,27113638.301390804,14385993.95152658,17082767.529729582,23081283.12357105,8651033.501750503,0.0
"Merced, CA",CA,Merced,1505675.3427621594,1341039.2554432459,20066274.707788263,10646793.446422316,12642622.956405517,17082007.313716214,6402461.109157027,0.0
"Camarillo, CA",CA,Camarillo,1158450.3744004897,1031781.143937735,15438775.403876929,8191528.083037016,9727097.788813094,13142712.247504953,4925984.545500479,0.0
"El Centro-Calexico, CA",CA,El Centro-Calexico,266356.0584844162,237231.70607115564,3549751.854092949,1883432.5417619052,2236497.5529154963,3021830.808982129,1132604.2588347073,0.0
"Bakersfield, CA",CA,Bakersfield,5662476.8888245765,5043320.811127477,75464353.80233537,40039987.45164977,47545814.34098546,64241253.663094364,24078091.094785616,0.0
"Modesto, CA",CA,Modesto,3997254.4085502904,3560179.889793326,53271779.61999608,28265018.913415596,33563530.53867724,45349171.300354026,16997200.636360776,0.0
"Manteca, CA",CA,Manteca,542018.7913703924,482752.4604886999,7223534.619667155,3832673.586334743,4551139.956912306,6149246.584177613,2304782.5342049217,0.0
"San Diego, CA",CA,San Diego,45883984.04169875,40866860.23772474,611500103.8533573,324450621.4033631,385271574.4901178,520557472.59888923,195108742.91215822,0.0
"Santa Clarita, CA",CA,Santa Clarita,1776549.8184030384,1582295.318297829,23676243.92569859,12562176.205341512,14917060.05900117,20155099.92710003,7554278.666700691,0.0
"Oxnard, CA",CA,Oxnard,5386604.865741233,4797613.651073554,71787781.80692206,38089266.49342062,45229414.60127448,61111463.473853186,22905022.871688217,0.0
