Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,38074915.045388795,6963319.166618422,19311475.994055647,30491963.849233076,59175346.33299333,46781892.89218285,48729477.552213736,44153058.02713522
"Anchorage, AK",AK,Anchorage,105425037.0463596,19280625.58330724,53471243.98481797,84428722.02313614,163849691.37685645,129533651.89069568,134926288.60938337,122254712.12927993
"Huntsville, AL",AL,Huntsville,99201668.15623574,86085569.38026242,125756969.46547627,198564697.3919515,385351856.5895439,304645252.35337114,317327988.84721255,287526191.72229546
"Anniston-Oxford, AL",AL,Anniston-Oxford,34054595.80096071,29552015.848395977,43170672.87170767,68164584.68594745,132286099.2280783,104580609.62479484,108934422.14604843,98703866.81271566
"Florence, AL",AL,Florence,25396897.441019867,22039008.187433343,32195394.647780485,50835105.384803385,98655010.16674238,77993085.94011621,81240028.89976767,73610387.18902974
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,26061252.479166143,22615524.518180884,33037590.931363292,52164896.09863062,101235717.24700122,80033299.69871503,83365179.13215536,75535954.34551017
"Decatur, AL",AL,Decatur,15229020.934068386,13215492.870023927,19305678.585752208,30482813.339252308,59157588.779069245,46767851.90998226,48714852.027578995,44139806.05583752
"Montgomery, AL",AL,Montgomery,108265964.09860899,93951415.70858705,137247687.40638644,216708033.22813725,420562386.1601702,332481424.6284274,346323013.37824357,313798154.0934304
"Dothan, AL",AL,Dothan,31539682.51805137,27369615.633509804,39982542.28070742,63130667.37115576,122516843.11834723,96857388.77620871,100889674.62291317,91414640.20809948
"Mobile, AL",AL,Mobile,132997871.43082644,115413356.4614452,168600080.69782075,266212076.72479746,516634222.2956341,408432346.5276169,425435860.57077205,385481133.4366987
"Pensacola, FL-AL",AL,Pensacola,2666587.015699404,2314020.175416459,3380405.8756573047,5337511.492324394,10358437.275862925,8189006.187280564,8529924.047701528,7728837.869063349
"Tuscaloosa, AL",AL,Tuscaloosa,48048074.565004714,41695325.62738195,60910066.91974066,96174303.95666552,186644187.37411666,147554149.7739355,153697000.7972133,139262576.48719075
"Gadsden, AL",AL,Gadsden,29647780.4613449,25727854.272130635,37584196.83350989,59343785.896607526,115167692.810822,91047416.11944371,94837826.041042,85931149.82344514
"Birmingham, AL",AL,Birmingham,318107173.2723501,276048151.6497027,403261304.1643218,636731778.5377662,1235696859.6726801,976897282.859663,1017566653.9539067,922002077.0869852
"Auburn, AL",AL,Auburn,29360046.307851315,25478163.3254559,37219439.10485881,58767849.56227289,114049980.85785012,90163793.44019921,93917417.12103297,85097180.93038023
"Columbus, GA-AL",AL,Columbus,18401085.653951712,15968158.249522729,23326873.52667425,36832102.44817468,71479569.36415474,56509164.48093762,58861706.78075182,53333720.893723965
"Memphis, TN-MS-AR",AR,Memphis,11594432.543162944,17100213.784237232,14944224.607702611,23596270.069444563,45792966.18023909,36202264.37405504,37709406.78310186,34167935.08773221
"Fort Smith, AR-OK",AR,Fort Smith,34169780.03269061,50395786.196878515,44041902.49961283,69540217.24334688,134955770.84933838,106691155.92692167,111132832.94762562,100695814.28610095
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,76156016.78779815,112319784.7914726,98158544.27269422,154988002.4613797,300783146.41123444,237788287.02165458,247687690.22036088,224426148.36550546
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,8329332.639444223,12284634.740361825,10735792.142714575,16951341.234415364,32897241.53744386,26007370.446983993,27090087.553942956,24545927.184377927
"Jonesboro, AR",AR,Jonesboro,18843178.905014973,27791130.480154015,24287234.13857116,38348469.125536,74422361.86318365,58835630.10328018,61285025.87519754,55529454.44085011
"Conway, AR",AR,Conway,23002396.33193971,33925411.47327416,29648107.056572378,46813050.49404198,90849461.8750543,71822301.79403894,74812347.8262626,67786360.5490089
"Pine Bluff, AR",AR,Pine Bluff,15992942.016000403,23587418.055555068,20613524.35622303,32547843.76981383,63165165.70645753,49936097.59052808,52014995.46396945,47130017.15524211
"Little Rock, AR",AR,Little Rock,156451097.7573044,230744127.27564785,201651985.66664666,318399571.65642774,617913796.2802873,488500319.5745848,508837156.5430319,461049812.71621156
"Hot Springs, AR",AR,Hot Springs,16087483.703152128,23726854.207846135,20735380.44554235,32740249.148390852,63538564.25496301,50231292.99055257,52322480.19213472,47408624.51421887
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,38948133.30787322,36445540.06777935,48072206.29677102,75903888.94021153,147305663.55366555,116454534.73097797,121302672.57687074,109910555.37983797
"Sierra Vista, AZ",AZ,Sierra Vista,16452118.289023018,15394995.481881684,20306226.697876647,32062634.4161349,62223526.408081606,49191671.53769323,51239578.08796667,46427422.95317594
"Flagstaff, AZ",AZ,Flagstaff,17394356.482118335,16276690.621117165,21469195.62481155,33898910.94827554,65787163.75014275,52008954.448668875,54174147.76613297,49086393.08364601
"Tucson, AZ",AZ,Tucson,225860689.2822413,211348121.25407296,278771297.296345,440167556.67654383,854227298.7107013,675321234.9477206,703435644.1018895,637372620.6915797
"Lake Havasu City, AZ",AZ,Lake Havasu City,16664846.408714244,15594054.860375253,20568788.961749088,32477208.625478048,63028085.03942698,49827726.51899396,51902112.7785723,47027735.8255632
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,958449426.7471548,896864728.0046246,1182977838.8454192,1867869719.6489081,3624949819.1247067,2865754339.8222313,2985059029.0214896,2704717783.636945
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,26433184.420987137,24734733.09539447,32625478.723762605,51514188.851283275,99972898.32072173,79034960.90227084,82325278.32944636,74593715.6269588
"Casa Grande, AZ",AZ,Casa Grande,16011066.146437395,14982282.928817304,19761852.737296544,31203091.993831087,60555423.908488706,47872929.97822222,49865935.78222424,45182786.000748396
"Yuma, AZ-CA",AZ,Yuma,22044183.230686277,20627745.028104838,27208300.72991339,42960704.23948779,83373264.96821897,65911890.59977513,68655879.33365574,62208075.612441786
"Lodi, CA",CA,Lodi,16774163.24742942,12235613.236855295,20046228.829328347,31652105.97913307,61426818.64457602,48561825.63541462,50583510.96757085,45832970.25038438
"Santa Barbara, CA",CA,Santa Barbara,56547465.7465892,41247537.071968,67577942.41977751,106702573.01428887,207076256.0247776,163707013.64977282,170522327.19979477,154507755.59223363
"Porterville, CA",CA,Porterville,9212466.362077067,6719868.747026071,11009503.487751484,17383517.575241648,33735960.008573666,26670432.292106584,27780753.435550086,25171729.312366806
"Salinas, CA",CA,Salinas,36678537.47089255,26754502.860589508,43833265.744524285,69210781.96649876,134316438.6884141,106185728.310261,110606363.79091363,100218788.37912512
"Seaside-Monterey, CA",CA,Seaside-Monterey,36279997.26859569,26463794.841196064,43356983.97862732,68458754.18818448,132856988.43936436,105031939.6218381,109404541.53626312,99129835.03069186
"Stockton, CA",CA,Stockton,95241544.11009413,69472240.17213432,113819912.15461074,179716591.72036213,348773585.3755144,275727807.706344,287206677.3166535,260233717.37887242
"Santa Cruz, CA",CA,Santa Cruz,45971520.730263,33533103.217638776,54938992.22259501,86746231.37456265,168347250.772463,133089260.01062958,138629920.83444333,125610518.44526225
"Chico, CA",CA,Chico,19343998.07733874,14110133.27088375,23117350.547535956,36501270.923180126,70837528.18131228,56001592.91805367,58333004.42283958,52854671.51620969
"Woodland, CA",CA,Woodland,17034544.84637283,12425543.935136402,20357401.973310117,32143434.568416715,62380333.46500278,49315640.035575435,51368707.53872775,46544425.23637004
"Delano, CA",CA,Delano,16684421.169581603,12170152.483944956,19938981.141224895,31482766.637615573,61098184.04984654,48302018.986801416,50312888.26573424,45587763.02761356
"Redding, CA",CA,Redding,38393293.70469505,28005301.11280691,45882512.275768705,72446451.32538697,140595858.92772675,111150011.29742691,115777315.65777065,104904111.29456624
"Merced, CA",CA,Merced,28414127.60070972,20726176.957781635,33956752.14719578,53616205.16362263,104052252.10504094,82259954.77536224,85684532.45169869,77637486.04351564
"Camarillo, CA",CA,Camarillo,21861523.412424654,15946497.079899158,26125958.977437675,41251730.15836751,80056680.86930978,63289922.27027434,65924755.41035731,59733444.66784598
"El Centro-Calexico, CA",CA,El Centro-Calexico,5026498.620289758,3666489.4782681484,6006996.597465044,9484781.129560009,18406987.854554664,14551900.20238835,15157712.747720566,13734179.06628776
"Bakersfield, CA",CA,Bakersfield,106858587.82808441,77946084.84577258,127703043.80511688,201637440.6773078,391315083.6979691,309359580.7557976,322238580.2289947,291975605.8576112
"Modesto, CA",CA,Modesto,75433590.22449541,55023682.6385839,90148103.88767105,142339856.65652332,276237055.64803255,218383045.49090606,227474585.89499244,206111353.85061967
"Manteca, CA",CA,Manteca,10228626.758094938,7461088.765508348,12223882.024874449,19300967.40997391,37457129.25196683,29612254.381300565,30845047.002900343,27948240.33788357
"San Diego, CA",CA,San Diego,865892759.4563798,631609979.7660693,1034798823.7434849,1633901434.28331,3170890655.838202,2506791700.035031,2611152356.670557,2365926484.6053824
"Santa Clarita, CA",CA,Santa Clarita,33525894.856269445,24454864.11631605,40065650.37452891,63261884.44592207,122771492.85218632,97058710.84394614,101099377.96269013,91604649.29899794
"Oxnard, CA",CA,Oxnard,101652510.10154341,74148604.60169995,121481438.3592832,191813801.6972036,372250478.9459671,294287792.3707977,306539335.74841726,277750752.9071483
"Santa Maria, CA",CA,Santa Maria,29070949.599857185,21205284.012391828,34741697.655405544,54855599.29731377,106457527.7201797,84161478.85889539,87665219.1963987,79432156.97300817
"San Luis Obispo, CA",CA,San Luis Obispo,13042528.811048958,9513639.268235497,15586680.13437046,24610676.435766883,47761610.527174115,37758605.33991718,39330540.03511359,35636819.921744555
