Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,22361221.09818661,4349331.114196449,23048633.799083486,19891102.4961707,26232434.281377666,46283878.745800555,30067481.889124703,10211474.433396468
"Anchorage, AK",AK,Anchorage,61915635.52716756,12042794.929271335,63819001.80840023,55076162.74525869,72634577.19166642,128154708.30620244,83253380.55969258,28274391.923276413
"Huntsville, AL",AL,Huntsville,58260679.82833691,53769565.40837677,150093414.29595798,129531514.52117306,170826561.14038873,301402167.56306916,195800448.45242727,66497463.29913657
"Anniston-Oxford, AL",AL,Anniston-Oxford,20000106.243359413,18458367.186847437,51525046.41539832,44466423.32221246,58642456.31980698,103467302.32125193,67215655.27701376,22827683.007052016
"Florence, AL",AL,Florence,14915480.131987665,13765697.326521369,38425836.18093459,33161726.51948918,43733787.28522772,77162814.70231694,50127422.25685457,17024202.182128284
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,15305652.766069017,14125792.900939846,39431013.995314196,34029200.9871093,44877815.29052378,79181309.47413239,51438700.75466976,17469536.676878422
"Decatur, AL",AL,Decatur,8943933.395771496,8254476.486527272,23041706.766251203,19885130.793947533,26224571.865108937,46269987.23612735,30058457.521962106,10208409.59095644
"Montgomery, AL",AL,Montgomery,63584098.81496316,58682620.42663239,163807811.96150047,141367121.75748068,186435396.49339655,328942011.3503906,213691208.1887154,72573497.07924584
"Dothan, AL",AL,Dothan,18523109.330960184,17095226.86093257,47719949.905371614,41182602.26880424,54311742.9792906,95826298.60840878,62251815.8803104,21141871.096435845
"Mobile, AL",AL,Mobile,78109033.33881718,72087877.95596343,201227509.45789197,173660544.57264993,229024062.1734091,404084401.7601907,262506098.46964717,89151939.06221361
"Pensacola, FL-AL",AL,Pensacola,1566074.1925366276,1445350.9464373302,4034580.840649243,3481867.403701788,4591897.478539599,8101830.558550091,5263207.194147803,1787482.7662288554
"Tuscaloosa, AL",AL,Tuscaloosa,28218411.450411033,26043151.653465282,72697361.80696486,62738258.1755516,82739408.51911765,145983369.94007573,94835447.04396403,32207876.48397764
"Gadsden, AL",AL,Gadsden,17412004.023549896,16069772.820944972,44857477.4844704,38712271.443873376,51053863.062870264,90078175.70577477,58517652.150847845,19873679.846030027
"Birmingham, AL",AL,Birmingham,186822868.17928576,172421339.05654785,481300290.9717871,415365030.6476889,547784684.4129858,966497774.9229543,627867739.9311949,213235527.9203084
"Auburn, AL",AL,Auburn,17243019.08908321,15913814.350950988,44422131.96750396,38336565.658132024,50558381.1130452,89203959.58464757,57949733.51262097,19680804.1447695
"Columbus, GA-AL",AL,Columbus,10806872.300678097,9973807.870821636,27841081.948382273,24027020.289984606,31686908.51613185,55907599.18351351,36319357.22472821,12334727.234735584
"Memphis, TN-MS-AR",AR,Memphis,6809356.483044228,10680896.579857953,17836226.147376146,15392769.537367437,20300031.27825664,35816875.098958805,23267782.920218136,7902170.56711905
"Fort Smith, AR-OK",AR,Fort Smith,20067753.408682458,31477511.756353892,52564877.30644107,45363802.60333663,59825920.833340116,105555380.91525352,68572137.64213763,23288369.57341943
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,44726075.61485302,70155614.44825138,117154154.19028263,101104733.75341868,133337230.3529744,235256924.49099123,152830391.66344413,51904035.15904999
