Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,6543324.132558033,1469936.381911594,19786312.170971557,10605986.415337434,10572195.024279594,28707087.92526058,12578498.800184272,301439.2011714579
"Anchorage, AK",AK,Anchorage,18117707.899254102,4070083.868449487,54786010.45199554,29366749.98269108,29273185.528249774,79486606.98010482,34828408.68892806,834650.2917430602
"Huntsville, AL",AL,Huntsville,17048197.440832477,18172412.805124108,128849080.4566893,69066050.45302993,68846532.62755656,186941517.42591792,81911605.2024699,1962982.167517687
"Anniston-Oxford, AL",AL,Anniston-Oxford,5852416.433846317,6238344.418080267,44232152.90460013,23709444.361786652,23634086.850602187,64174503.64172847,28119150.195990324,673865.3242607447
"Florence, AL",AL,Florence,4364556.866898448,4652370.397045608,32987014.659617465,17681793.387278292,17625594.012775414,47859422.46512744,20970419.905440584,502548.57315989415
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,4478728.897184187,4774071.314245348,33849918.856219284,18144329.74816963,18086660.259544414,49111372.570896015,21518983.136385497,515694.69375463837
"Decatur, AL",AL,Decatur,2617167.236600032,2789752.0291282646,19780366.39988738,10602728.237655146,10569028.788627032,28698471.8628127,12574723.52588807,301348.7280803418
"Montgomery, AL",AL,Montgomery,18605932.403961748,19832870.040512484,140622332.0447845,75376782.24325731,75137206.54404354,204022815.2443794,89396066.34581164,2142344.587794318
"Dothan, AL",AL,Dothan,5420218.679610108,5777646.093187776,40965632.593461454,21958514.857165273,21888722.456985284,59435251.6307519,26042566.32621425,624100.7384532823
"Mobile, AL",AL,Mobile,22856208.101180572,24363423.18394649,172745617.63991645,92595597.12161599,92301293.56733403,250629090.83886182,109817398.63742314,2631734.4737121896
"Pensacola, FL-AL",AL,Pensacola,458263.48267860326,488482.9149622266,3463523.2583940965,1856527.5845324853,1850626.8432042256,5025075.00456545,2201822.075451379,52765.87437731612
"Tuscaloosa, AL",AL,Tuscaloosa,8257250.881567472,8801761.721501496,62407722.979667865,33451965.110618573,33345642.212599557,90544646.43103908,39673676.740083195,950765.3984822197
"Gadsden, AL",AL,Gadsden,5095087.858718549,5431075.0546122305,38508316.65461224,20641337.38092677,20575731.465038985,55870038.98992303,24480407.773531284,586664.1704093264
"Birmingham, AL",AL,Birmingham,54667970.79209435,58272960.28804645,413176688.70513415,221472143.43308216,220768221.85351512,599460057.2839706,262663619.20568693,6294639.194067125
"Auburn, AL",AL,Auburn,5045639.611018683,5378366.023477962,38134590.266914375,20441011.500005595,20376042.29493995,55327815.65568798,24242823.39796298,580970.5462718356
"Columbus, GA-AL",AL,Columbus,3162299.053884605,3370831.66826805,23900434.438081764,12811178.82175923,12770460.088050611,34676099.08551514,15193922.555913996,364116.8911069588
"Memphis, TN-MS-AR",AR,Memphis,1992548.9045098308,3609805.2923406805,15311673.348646224,8207410.464708684,8181319.894880208,22215039.24338184,9733897.258977676,233269.34800743393
"Fort Smith, AR-OK",AR,Fort Smith,5872211.297794664,10638403.590769852,45124805.22940069,24187937.544427134,24111046.41339095,65469612.37974225,28686624.115658794,687464.632711448
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,13087711.47336925,23710379.220437888,100572067.52014787,53908950.42149202,53737579.04419833,145915627.63097152,63935413.855379775,1532189.205189566
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,1431428.6244055403,2593250.59088484,10999763.905012602,5896127.440003632,5877384.216991637,15959077.839091638,6992741.373618079,167578.5327920974
"Jonesboro, AR",AR,Jonesboro,3238274.5205422407,5866626.648835503,24884408.889318746,13338617.751033852,13296215.565917715,36103703.84981157,15819451.862877902,379107.4760404945
"Conway, AR",AR,Conway,3953052.41905389,7161555.488501917,30377095.003105506,16282824.335328529,16231062.800170463,44072802.6407115,19311248.02976392,462787.1157113478
"Pine Bluff, AR",AR,Pine Bluff,2748450.0837138556,4979235.2074616365,21120369.89488019,11321005.937543986,11285017.546660874,30642623.792061698,13426586.758170718,321763.3241562153
"Little Rock, AR",AR,Little Rock,26886737.430673435,48709412.77845077,206610206.6641949,110747841.44616467,110395784.69171956,299761740.2499076,131345704.58317873,3147652.5852413867
"Hot Springs, AR",AR,Hot Springs,2764697.445062796,5008669.772832268,21245222.182916548,11387929.646797687,11351728.511868572,30823766.532975703,13505957.530823836,323665.4161852392
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,6693390.1306855,7693547.290043577,49254205.9069314,26401388.37182853,26317464.66194308,71460780.25363785,31311756.21229288,750374.9795461068
"Sierra Vista, AZ",AZ,Sierra Vista,2827361.3349874364,3249838.6784663363,20805516.285139274,11152235.74527398,11116785.450612234,30185816.620923154,13226428.927148586,316966.6137021316
"Flagstaff, AZ",AZ,Flagstaff,2989288.680068805,3435961.952713183,21997080.29693006,11790941.48960424,11753460.901882358,31914604.902793344,13983926.91461049,335119.7806147172
"Tucson, AZ",AZ,Tucson,38815049.14757953,44614972.4357521,285625727.1241334,153101965.85118335,152615291.25725567,414401916.4448826,181577247.48560345,4351433.450243727
"Lake Havasu City, AZ",AZ,Lake Havasu City,2863919.5003199126,3291859.5331201246,21074534.431057654,11296435.665233728,11260526.993456438,30576123.321756784,13397448.446123188,321065.0349846201
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,164713309.44258004,189325530.22518775,1212064902.9113257,649694693.973764,647629469.6664943,1758532131.1190617,770530760.8683833,18465492.641363412
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,4542646.86647408,5221430.068593254,33427674.13153555,17918002.95757888,17861045.904383034,48498755.21326215,21250554.42226334,509261.8961337272
"Casa Grande, AZ",AZ,Casa Grande,2751564.7869227435,3162716.2613395676,20247757.255331956,10853264.063715206,10818764.128644925,29376588.358490974,12871851.80129802,308469.3003686438
"Yuma, AZ-CA",AZ,Yuma,3788379.723078322,4354456.857150247,27877298.54244034,14942873.852582036,14895374.024451897,40445957.2238488,17722084.0280639,424703.37179145537
"Lodi, CA",CA,Lodi,2882706.029666258,2582902.294364741,20539131.322220642,11009517.382723443,10974440.314672545,29799320.039056547,13057078.87659865,312908.20063018607
"Santa Barbara, CA",CA,Santa Barbara,9717904.736322364,8707234.862505555,69239568.48255636,37114239.19648793,36995990.7166776,100456637.05093792,44016784.004896596,1054846.4025276417
"Porterville, CA",CA,Porterville,1583198.633417788,1418544.7078567892,11280208.35502706,6046489.89371112,6027225.367383781,16365956.94361372,7171022.373118122,171850.97284452672
"Salinas, CA",CA,Salinas,6303351.145869229,5647797.579532297,44911050.80529726,24073510.54727261,23996810.712181218,65159463.42820722,28550727.077794187,684207.9090605401
"Seaside-Monterey, CA",CA,Seaside-Monterey,6234860.442203183,5586429.963888822,44423058.08509918,23811933.54815918,23736067.11510345,64451456.30668987,28240501.716318518,676773.4698137054
"Stockton, CA",CA,Stockton,16367634.524062928,14665387.427805163,116618549.19100486,62510625.41663243,62311462.33023917,169196711.16146734,74136416.54913084,1776652.5669944866
"Santa Cruz, CA",CA,Santa Cruz,7900386.925253344,7078740.359095351,56289848.10945834,30172846.72412041,30076713.990864348,81668458.73120767,35784424.140752345,857560.8583125196
"Chico, CA",CA,Chico,3324342.2680974794,2978608.0103758452,23685766.672631506,12696197.118295385,12655746.174368912,34364634.52982364,15057449.063713564,360846.3529351563
"Woodland, CA",CA,Woodland,2927453.633121432,2622996.1112306505,20857955.681784935,11180415.668224996,11144794.106661627,30261888.244977947,13259761.002989667,317765.40491517953
"Delano, CA",CA,Delano,2867283.5000824756,2569083.7202066705,20429246.59683336,10950616.264888033,10915726.859787904,29639893.135949068,12987223.267604958,311234.1360771016
"Redding, CA",CA,Redding,6598038.759294466,5911837.4452015115,47010684.805047646,25198969.879264932,25118684.25451497,68205729.82291867,29885500.506944504,716195.2743749181
"Merced, CA",CA,Merced,4883079.755100435,4375235.550631269,34791690.62497028,18649265.964600354,18589848.140130945,50477729.917997316,22117675.845861394,530042.1492784208
"Camarillo, CA",CA,Camarillo,3756988.913789442,3366259.058490645,26768351.639859077,14348544.155177986,14302828.721679302,38837021.14369273,17017101.32112734,407808.71469489177
"El Centro-Calexico, CA",CA,El Centro-Calexico,863823.5879240618,773985.2431063715,6154698.373339926,3299081.040170278,3288569.944531056,8929580.501420533,3912647.563406505,93765.19207215967
"Bakersfield, CA",CA,Bakersfield,18364069.24803517,16454191.341915801,130843043.31212567,70135330.31919572,69911874.40656514,189834402.5058123,83179171.99995424,1993358.9500682058
"Modesto, CA",CA,Modesto,12963559.62273412,11615339.041896893,92364691.63163304,49509916.56439786,49352174.616939835,134007858.61192,58717822.3424764,1407151.5005577907
"Manteca, CA",CA,Manteca,1757829.800260502,1575014.0935186557,12524446.384095317,6713434.371272963,6692044.914668269,18171167.039955866,7962005.878308126,190806.60814981302
"San Diego, CA",CA,San Diego,148807081.57599345,133331025.9405302,1060242757.5730214,568318147.7484602,566507447.6378071,1538259469.5146234,674014547.9763482,16152516.30162379
"Santa Clarita, CA",CA,Santa Clarita,5761557.093879808,5162350.54277057,41050796.21503052,22004312.03315139,21934204.80467185,59558790.24671073,26096696.871836323,625397.9575165824
"Oxnard, CA",CA,Oxnard,17469384.28331654,15652554.329912562,124468459.225763,66718384.72371596,66505815.43118074,180585799.51840705,79126739.30865048,1896243.8576654613
"Santa Maria, CA",CA,Santa Maria,4995957.202960613,4476373.653531704,35595936.601167075,19080363.069731805,19019571.740687437,51644574.94463598,22628948.838990748,542294.6227315483
"San Luis Obispo, CA",CA,San Luis Obispo,2241409.952384269,2008301.5226133019,15969929.949562928,8560304.65078011,8533030.940377232,23170067.22935191,10152359.013334041,243297.63349346834
"Sacramento, CA",CA,Sacramento,79019583.53420874,70801483.57475197,563010444.5385288,301788482.6071418,300826964.0615605,816847030.1362867,357915418.4936405,8577314.316402406
"Lancaster-Palmdale, CA",CA,Lancaster-Palmdale,12966444.874119122,11617924.2248276,92385248.89848036,49520935.80290147,49363158.74740326,134037684.24399278,58730890.95041806,1407464.68504832
"Livermore, CA",CA,Livermore,5875647.051614868,5264575.05354803,41863681.26135566,22440039.908263147,22368544.42126185,60738169.319291055,26613461.870363403,637782.0449044264
"Tracy, CA",CA,Tracy,664377.4780951382,595281.6883984745,4733655.159316273,2537364.3092650734,2529280.094721239,6867851.557791481,3009265.9626234,72115.97681850295
"San Jose, CA",CA,San Jose,81335712.1897646,72876732.99557889,579512741.3825562,310634149.9875643,309644448.546596,840789485.0200855,368406212.29388255,8828722.417880552
"Petaluma, CA",CA,Petaluma,1156188.5708200247,1035944.033681114,8237783.7507324265,4415669.87308204,4401601.249795114,11951837.22960268,5236900.748831021,125500.44352818214
"Fairfield, CA",CA,Fairfield,8626990.943545906,7729776.977685204,61466864.14834037,32947864.18598585,32842890.059145633,89179563.04081753,39075542.23648058,936431.3201614897
"Watsonville, CA",CA,Watsonville,2111243.982933108,1891672.918210467,15042504.151466178,8063179.904599344,8037490.06730783,21824506.03027319,9562778.489797447,229168.54822945278
"Lompoc, CA",CA,Lompoc,1042191.4866626669,933802.7375549119,7425560.42384353,3980296.697082016,3967615.2022214504,10773418.216576349,4720556.416725399,113126.43725987858
"Turlock, CA",CA,Turlock,1316537.5263231946,1179616.5694186818,9380261.762908304,5028068.291355054,5012048.525230047,13609408.204163898,5963193.661892119,142905.7920524767
"Hanford, CA",CA,Hanford,4637529.94704541,4155223.119228552,33042160.946298145,17711471.80443093,17655041.855672188,47939414.44619468,21005469.75238078,503388.53013971145
"Antioch, CA",CA,Antioch,8837690.487600869,7918563.600448876,62968087.49901894,33752559.589864254,33645021.648965634,91357621.80947526,40029895.72853871,959302.0584627071
"San Francisco-Oakland, CA",CA,San Francisco-Oakland,151277608.90418097,135544616.44840625,1077845136.971608,577753488.4610623,575912726.7158476,1563797985.6727965,685204683.16841,16420683.868110044
"Murrieta-Temecula-Menifee, CA",CA,Murrieta-Temecula-Menifee,23284734.060314443,20863103.073684517,165902525.52500153,88928139.6545327,88644808.57853141,240700659.43143103,105467087.5619418,2527480.832934229
"Fresno, CA",CA,Fresno,27572607.93204362,24705034.62940341,196453405.02441424,105304218.74130431,104968712.36818828,285025583.47009873,124888806.8700865,2992915.353112237
"Vallejo, CA",CA,Vallejo,7511406.117753847,6730213.867037256,53518379.980264276,28687266.537434734,28595866.96327112,77647457.82010534,34022554.20578989,815338.2787980778
"Hemet, CA",CA,Hemet,3088786.282908664,2767550.036259082,22007442.464842528,11796570.972981825,11758986.298885588,31929627.936185844,13990509.51219039,335277.5301989593
"Victorville-Hesperia, CA",CA,Victorville-Hesperia,11805427.736152649,10577653.798849558,84113061.85663936,45086824.85626376,44943175.17856182,122035932.79620542,53472119.43799086,1281440.1165341462
"Napa, CA",CA,Napa,2698837.027080169,2418155.815273653,19229074.19140782,10307292.126563719,10274452.39574034,27898615.910040893,12224253.036911475,292949.8288230056
"El Paso de Robles (Paso Robles)-Atascadero, CA",CA,El Paso de Robles (Paso Robles)-Atascadero,3432387.04578401,3075416.0446702675,24455580.1238632,13108837.479751203,13067071.83568519,35481522.92416415,15546832.708781572,372574.2560322664
"Gilroy-Morgan Hill, CA",CA,Gilroy-Morgan Hill,5369186.547710241,4810786.847578296,38255176.37318311,20505785.88998352,20440453.0672906,55502748.680599324,24319473.27793998,582807.4330861685
"Arroyo Grande-Grover Beach, CA",CA,Arroyo Grande-Grover Beach,2742197.1235983367,2457006.4270349974,19538012.635829743,10472891.300194545,10439523.959188022,28346841.077564772,12420650.517094422,297656.4238212551
