Area Name,UA,State,UA Number,Census Division,Census Division 2,Census Division 3,Total Number of Census Divisions,Weight Factor - 1st,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck  - 300 mi,Transit Bus,MDV Truck,HDV Truck
"'Hot Springs, AR'",Hot Springs,AR,16,7,0,0,1,1,25405475.35,23693064.69,33091175.01,52448165.04,36070508.84,14880556.55,190421.9919,11329.92856,11071.28983
"'Jonesboro, AR'",Jonesboro,AR,17,7,0,0,1,1,29757289.95,27751553.01,38759506.6,61432239.83,42249183.52,17429511.94,223040.2048,13270.68141,12967.73932
"'Little Rock, AR'",Little Rock,AR,18,7,0,0,1,1,247068751.1,230415523.5,321812332.6,510059444.2,350786413.2,144713707.3,1851857.644,110183.7798,107668.5129
"'Pine Bluff, AR'",Pine Bluff,AR,19,7,0,0,1,1,25256174.4,23553827.11,32896707.33,52139941.7,35858532.45,14793107.64,189302.9346,11263.34571,11006.22692
"'Fayetteville--Springdale--Rogers, AR--MO'",Fayetteville--Springdale--Rogers,AR--MO,20,7,4,0,2,0.5,120266970,112160589.9,156650300.7,248284348.5,170754168,70443060.99,901438.5946,53634.7445,52410.37469
"'Fort Smith, AR--OK'",Fort Smith,AR--OK,21,7,0,0,1,1,54959362.1,51254924.52,71585744.59,113460490.5,78030901.98,32190930.68,411937.626,24509.89946,23950.38937
"'Avondale--Goodyear, AZ'",Avondale--Goodyear,AZ,22,8,0,0,1,1,55287254.98,51560715.91,72012830.73,114137405.9,78496441.32,32382984.66,876262.4989,23610.6743,36364.17492
"'Casa Grande, AZ'",Casa Grande,AZ,23,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Flagstaff, AZ'",Flagstaff,AZ,24,8,0,0,1,1,24691458.63,23027174.78,32161152.35,50974117.57,35056752.84,14462340.84,391341.5351,10544.59998,16240.35269
"'Lake Havasu City, AZ'",Lake Havasu City,AZ,25,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Phoenix--Mesa, AZ'",Phoenix--Mesa,AZ,26,8,0,0,1,1,1360528306,1268824316,1772117184,2808733615,1931668165,796891928.9,21563377.2,581019.816,894862.4656
"'Prescott Valley--Prescott, AZ'",Prescott Valley--Prescott,AZ,27,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Sebastian--Vero Beach South--Florida Ridge, FL'",Sierra Vista,AZ,28,8,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Tucson, AZ'",Tucson,AZ,29,8,0,0,1,1,320611450.6,299001206.1,417603263.7,661884177.3,455201798.8,187789314,5081456.675,136918.5817,210876.2838
"'Yuma, AZ--CA'",Yuma,AZ--CA,30,8,9,0,2,0.5,31527573.48,29402513.47,41065337.99,65086889.43,44762618.85,18466406.56,499688.9488,13463.99399,20736.68148
"'Antioch, CA'",Antioch,CA,31,9,0,0,1,1,72953208.31,68035896.1,95023022.42,150607709.5,103578394.3,42730313.57,521457.2633,33601.57957,25595.16154
"'Arroyo Grande--Grover Beach, CA'",Arroyo Grande--Grover Beach,CA,32,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Bakersfield, CA'",Bakersfield,CA,33,9,0,0,1,1,151591388.2,141373575.9,197450834.7,312951716.3,215228266.7,88790441.19,1083549.747,69821.60497,53184.85861
"'Camarillo, CA'",Camarillo,CA,34,9,0,0,1,1,31013124.44,28922726.79,40395218.9,64024814.59,44032191.39,18165075.44,221676.5975,14284.36107,10880.75423
"'Chico, CA'",Chico,CA,35,9,0,0,1,1,27441720.7,25592048.68,35743393.63,56651856.64,38961540.3,16073224.98,196148.8042,12639.40522,9627.750316
"'Concord, CA'",Concord,CA,36,9,0,0,1,1,271070773.7,252799615.2,353075139.5,559610047,384864163.2,158772169.5,1937568.3,124852.7156,95103.42866
"'Davis, CA'",Davis,CA,37,9,0,0,1,1,18512036,17264257.28,24112299.54,38217035.33,26283243.84,10842910.43,132320.9198,8526.474228,6494.828162
"'Delano, CA'",Delano,CA,38,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'El Centro--Calexico, CA'",El Centro--Calexico,CA,39,9,0,0,1,1,7130675.4,6650041.881,9287848.254,14720869.91,10124077.13,4176594.874,50968.86848,3284.323779,2501.751369
"'Elkhart, IN--MI'",El Paso de Robles (Paso Robles)--Atascadero,CA,40,9,0,0,1,1,63696737.13,59403373.65,82966366.04,131498308.7,90436164.96,37308607.79,361518.269,20989.99137,31368.79092
"'Fairfield, CA'",Fairfield,CA,41,9,0,0,1,1,71213929.51,66413851.03,92757576.77,147017068.3,101108979.8,41711579.37,509025.1909,32800.48368,24984.94682
"'Fresno, CA'",Fresno,CA,42,9,0,0,1,1,227605867.5,212264402.2,296461224.3,469879244,323153029.5,133313809.2,1626888.461,104833.1779,79854.0473
"'Gilroy--Morgan Hill, CA'",Gilroy--Morgan Hill,CA,43,9,0,0,1,1,44321464.44,41334036.15,57729599.65,91499118.34,62927268.37,25960065.6,316802.3736,20414.06058,15549.89929
"'Hanford, CA'",Hanford,CA,44,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Hemet, CA'",Hemet,CA,45,9,0,0,1,1,25497257.39,23778649.29,33210691.03,52637623.8,36200806.52,14934309.66,182250.1076,11743.80323,8945.547935
"'Indio--Cathedral City, CA'",Indio--Cathedral City,CA,46,9,0,0,1,1,131478835.2,122616682.4,171253829.6,271430505.5,186672621.3,77010072.43,939788.6009,60557.94727,46128.49941
"'Lancaster--Palmdale, CA'",Lancaster--Palmdale,CA,47,9,0,0,1,1,107035175.7,99820614.61,139415471,220967974.1,151967704.8,62692878.44,765069.4339,49299.42158,37552.59948
"'Livermore, CA'",Livermore,CA,48,9,0,0,1,1,48502185.49,45232961.36,63175072.98,100129976.9,68863023.4,28408806.73,346685.4645,22339.6624,17016.67825
"'Lodi, CA'",Lodi,CA,49,9,0,0,1,1,23796109.83,22192165.27,30994912.08,49125702.34,33785530.52,13937909.77,170090.5909,10960.27024,8348.711309
"'Lompoc, CA'",Lompoc,CA,50,9,0,0,1,1,8603063.519,8023185.673,11205663.42,17760530.64,12214562.26,5039005.28,61493.25112,3962.492261,3018.329223
"'Los Angeles--Long Beach--Anaheim, CA'",Los Angeles--Long Beach--Anaheim,CA,51,9,0,0,1,1,5052680115,4712111054,6581217563,10430967965,7173755687,2959466906,36115707.67,2327218.183,1772700.156
"'McKinney, TX'",Madera,CA,52,9,0,0,1,1,40301276.77,37584840.9,52493273.96,83199702.85,57219458.78,23605361.27,465673.5144,24480.1793,27969.93263
"'Mankato, MN'",Manteca,CA,53,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Merced, CA'",Merced,CA,54,9,0,0,1,1,40308758.84,37591801.54,52502969.83,83215118.04,57230060.37,23609734.86,288120.2288,18565.84513,14142.06747
"'Mission Viejo--Lake Forest--San Clemente, CA'",Mission Viejo--Lake Forest--San Clemente,CA,55,9,0,0,1,1,234565593.3,218755017.2,305526407.2,484247198.3,333034393.8,137390275.1,1676635.41,108038.7639,82295.82211
"'Modesto, CA'",Modesto,CA,56,9,0,0,1,1,107011358.6,99798402.85,139384448.7,220918805,151933889.5,62678928.22,764899.1931,49288.45164,37544.2434
"'Murrieta--Temecula--Menifee, CA'",Murrieta--Temecula--Menifee,CA,57,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Napa, CA'",Napa,CA,58,9,0,0,1,1,22278311.3,20776671.89,29017948.94,45992294.42,31630572.04,13048901.48,159241.6222,10261.18614,7816.201505
"'Oxnard, CA'",Oxnard,CA,59,9,0,0,1,1,144205958.8,134485951.5,187831164.3,297704921.5,204742491.9,84464631.28,1030759.94,66419.94386,50593.72847
"'Petaluma, CA'",Petaluma,CA,60,9,0,0,1,1,9544084.597,8900778.499,12431362.32,19703214.62,13550616.62,5590182.215,68219.51151,4395.917951,3348.480385
"'Portland, ME'",Porterville,CA,61,9,0,0,1,1,94270209.54,87916092.31,122788957.6,194615504.6,133844154,55216174.3,261364.2724,26618.09929,11796.96309
"'Redding, CA'",Redding,CA,62,9,0,0,1,1,54465371.55,50794206.94,70942242.87,112440632.1,77329508.31,31901577.18,389309.3155,25086.25129,19108.82353
"'Riverside--San Bernardino, CA'",Riverside--San Bernardino,CA,63,9,0,0,1,1,831339349.4,775304046.4,1082836238,1716252350,1180329103,486933911.6,5942273.85,382907.2901,291670.0367
"'Sacramento, CA'",Sacramento,CA,64,9,0,0,1,1,652289435.4,608322749.3,849620120.6,1346614084,926115435.9,382060402.3,4662455.178,300438.5396,228851.5318
"'St. Cloud, MN'",Salinas,CA,65,9,0,0,1,1,48967542.01,45666973.31,63781273.54,101090719,69523760.65,28681387.8,209454.88,13619.95442,9762.366579
"'Salinas, CA'",San Diego,CA,66,9,0,0,1,1,52032789.55,48525589.83,67773755.83,107418706.2,73875747.41,30476759.9,371921.6285,23965.8263,18255.36786
"'Salisbury, MD--DE'",San Francisco--Oakland,CA,67,9,0,0,1,1,32676625.2,30474114.82,42562000.71,67459040.55,46394033.36,19139431.61,168113.9569,13891.52352,5870.381528
"'Salt Lake City--West Valley City, UT'",San Jose,CA,68,9,0,0,1,1,337316953.7,314580707.3,439362546.6,696371747.3,478920153.8,197574103.1,5020945.627,588880.2302,197589.7331
"'San Angelo, TX'",San Luis Obispo,CA,69,9,0,0,1,1,28559370.76,26634377.18,37199190.54,58959203.07,40548386.28,16727863.69,329998.0451,17347.80069,19820.80322
"'San Diego, CA'",Santa Barbara,CA,70,9,0,0,1,1,1228370018,1145573400,1599976676,2535899367,1744030138,719483587.6,8780182.291,565775.9795,430965.6802
"'San Francisco--Oakland, CA'",Santa Clarita,CA,71,9,0,0,1,1,1248763682,1164592457,1626539834,2578000916,1772984904,731428609.6,8925952.775,575169.1146,438120.6655
"'San Jose, CA'",Santa Cruz,CA,72,9,0,0,1,1,671408572.5,626153186.9,874523181.6,1386084445,953260637.1,393258905.3,4799115.555,309244.6391,235559.3575
"'San Marcos, TX'",Santa Maria,CA,73,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Santa Barbara, CA'",Santa Rosa,CA,74,9,0,0,1,1,80219185.04,74812119.51,104487103.4,165607901.2,113894571.2,46986157.44,573393.2429,36948.2219,28144.38251
"'Santa Rosa, CA'",Seaside--Monterey,CA,75,9,0,0,1,1,109723812.6,102328027.6,142917474.8,226518510.7,155785010.5,64267672.79,784287.3587,50537.78314,38495.89038
"'Sebring--Avon Park, FL'",Simi Valley,CA,76,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Stockton, CA'",Stockton,CA,77,9,0,0,1,1,135111254.8,126004263.6,175985129.2,278929427.2,191829902.2,79137661.21,965752.5252,62231.00646,47402.91033
"'Thousand Oaks, CA'",Thousand Oaks,CA,78,9,0,0,1,1,116623054.2,108762235.1,151903875.8,240761598.7,165580499.7,68308711.71,833601.9768,53715.5106,40916.44467
"'Tracy, CA'",Tracy,CA,79,9,0,0,1,1,5484291.244,5114630.02,7143399.747,11322004.36,7786553.791,3212271.126,39200.79143,2526.014316,1924.128131
"'Turlock, CA'",Turlock,CA,80,9,0,0,1,1,10867730.27,10135205.63,14155437.45,22435805.1,15429918.39,6365470.867,77680.70815,5005.577024,3812.872912
"'Vacaville, CA'",Vacaville,CA,81,9,0,0,1,1,36654286.05,34183653.54,47742945.46,75670668.82,52041468.5,21469229.02,261998.6719,16882.62844,12859.91932
"'Vallejo, CA'",Vallejo,CA,82,9,0,0,1,1,62005019.98,57825655.57,80762786.72,128005803.3,88034242.14,36317716.63,443201.4544,28558.9443,21754.06044
"'Victorville--Hesperia, CA'",Victorville--Hesperia,CA,83,9,0,0,1,1,97451232.32,90882663.97,126932191.8,201182473.3,138360497,57079350.06,696565.0186,44885.14505,34190.1349
"'Visalia, CA'",Visalia,CA,84,9,0,0,1,1,42901584.37,40009861.17,55880177.27,88567857.46,60911333.76,25128410.32,306653.3096,19760.07682,15051.74355
"'Watsonville, CA'",Watsonville,CA,85,9,0,0,1,1,17427858.82,16253157.59,22700136.94,35978813.8,24743937.57,10207883.78,124571.4037,8027.112149,6114.451607
"'Woodland, CA'",Woodland,CA,86,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Yuba City, CA'",Yuba City,CA,87,9,0,0,1,1,33582714.97,31319117.55,43742162.29,69329586.69,47680475.91,19670141.65,240043.5985,15467.89093,11782.27846
"'Boulder, CO'",Boulder,CO,88,8,0,0,1,1,37851531.64,35300216.8,49302429.52,78142343.39,53741328.91,22170490.79,311487.8551,9397.933124,10883.54166
"'Colorado Springs, CO'",Colorado Springs,CO,89,8,0,0,1,1,203813443.8,190075762.9,265471369.7,420761312,289372843,119378104,1677221.758,50603.63562,58602.96824
"'Denver--Aurora, CO'",Denver--Aurora,CO,90,8,0,0,1,1,944874272.2,881186710.6,1230718948,1950639423,1341525609,553434047.2,7775560.132,234597.2497,271681.9652
"'Fort Collins, CO'",Fort Collins,CO,91,8,0,0,1,1,98509017.2,91869192.96,128310101.8,203366287,139862385.1,57698940.15,810650.4848,24458.22179,28324.53393
"'Grand Junction, CO'",Grand Junction,CO,92,8,0,0,1,1,37558373.65,35026818.6,48920584.97,77537135.32,53325105.33,21998781.58,309075.3991,9325.146659,10799.24924
"'Greeley, CO'",Greeley,CO,93,8,0,0,1,1,36855591.36,34371406.09,48005196,76086281.07,52327300.15,21587146.24,303292.0625,9150.656996,10597.17656
"'Lafayette--Louisville--Erie, CO'",Lafayette--Louisville--Erie,CO,94,8,0,0,1,1,26185115.51,24420154.6,34106673,54057688.01,37177436.27,15337209.28,215482.574,6501.347601,7529.069054
"'Longmont, CO'",Longmont,CO,95,8,0,0,1,1,23036604.35,21483863.21,30005669.87,47557765.02,32707203.06,13493055.7,189572.8433,5719.62237,6623.770089
"'Pueblo, CO'",Pueblo,CO,96,8,0,0,1,1,53958459.88,50321486.33,70282048.05,111394184.5,76609828.31,31604679.81,444035.0021,13397.02716,15514.80536
"'Hartford, CT'",Hartford,CT,97,1,0,0,1,1,453130951.7,422588458.9,590212724.7,935463167.4,643352011,265408952.9,1376727.326,105313.7032,57573.7932
"'New Bern, NC'",New Haven,CT,98,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Waterbury, CT'",Waterbury,CT,99,1,0,0,1,1,69037968.73,64384586.19,89923426.07,142524973.6,98019603.07,40437085.41,209754.9455,16045.34876,8771.808062
"'Bridgeport--Stamford, CT--NY'",Bridgeport--Stamford,CT--NY,100,1,2,0,2,0.5,407034559.7,379599113,530171191.5,840299778.9,577904690.9,238409263.2,1236674.738,94600.28427,51716.88997
"'Danbury, CT--NY'",Danbury,CT--NY,101,1,2,0,2,0.5,73665901.06,68700580.91,95951406.59,152079077.6,104590307.5,43147769.09,223815.7835,17120.94223,9359.82267
"'Norwich--New London, CT--RI'",Norwich--New London,CT--RI,102,1,0,0,1,1,121697426.2,113494625.8,158513492,251237438.9,172785115.6,71280909.73,369747.7992,28284.11209,15462.59955
"'Washington, DC--VA--MD'",Washington,DC--VA--MD,103,5,0,0,1,1,2329562718,2172542645,3034305086,4809250187,3307496102,1364477086,698592.6851,1064489.89,858368.0044
"'Dover, DE'",Dover,DE,104,5,0,0,1,1,27947172.76,26063442.79,36401788.11,57695354.06,39679191.39,16369285.34,239288.9314,13325.65053,3134.059186
"'Bonita Springs, FL'",Bonita Springs,FL,105,5,0,0,1,1,150951245.4,140776642.5,196617214.1,311630290,214319473.7,88415527.03,1245176.704,62870.11513,49889.03067
"'Cape Coral, FL'",Cape Coral,FL,106,5,0,0,1,1,240640586.8,224420631.9,313439492.8,496788851.6,341659744.4,140948584.1,1985012.127,100225.085,79531.14654
"'Deltona, FL'",Deltona,FL,107,5,0,0,1,1,70001690.36,65283349.69,91178693.53,144514521.9,99387887.77,41001558.68,577434.6136,29155.20385,23135.3936
"'Fort Walton Beach--Navarre--Wright, FL'",Fort Walton Beach--Navarre--Wright,FL,108,5,0,0,1,1,94535104.27,88163132.04,123133988,195162364.3,134220249.3,55371328.96,779807.475,39373.19545,31243.62905
"'Gainesville, FL'",Gainesville,FL,109,5,0,0,1,1,77743656.03,72503481.8,101262768.8,160497371.2,110379874,45536201.46,641297.0566,32379.67724,25694.095
"'Homosassa Springs--Beverly Hills--Citrus Springs, FL'",Homosassa Springs--Beverly Hills--Citrus Springs,FL,110,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Jacksonville, FL'",Jacksonville,FL,111,5,0,0,1,1,584491792.2,545095152.2,761313015.7,1206650175,829857169.8,342349940.2,4821394.89,243436.6551,193173.1591
"'Kissimmee, FL'",Kissimmee,FL,112,5,0,0,1,1,125308873.2,116862649.2,163217477.8,258693065.9,177912621.2,73396215,1033656.193,52190.25031,41414.28711
"'Lady Lake--The Villages, FL'",Lady Lake--The Villages,FL,113,5,0,0,1,1,34943201.74,32587916.77,45514264.96,72138259.36,49612102.16,20467016.29,288241.8138,14553.59385,11548.64578
"'Lakeland, FL'",Lakeland,FL,114,5,0,0,1,1,122567534.6,114306085.8,159646825.9,253033727.9,174020488.8,71790551.59,1011043.257,51048.5024,40508.28119
"'Lee''s Summit, MO'",Leesburg--Eustis--Tavares,FL,115,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Miami, FL'",Miami,FL,116,5,0,0,1,1,2338472396,2180851782,3045910132,4827643713,3320145998,1369695684,19289747.11,973957.0441,772859.613
"'North Port--Port Charlotte, FL'",North Port--Port Charlotte,FL,117,5,0,0,1,1,85241490.1,79495937.57,111028857.5,175976224.7,121025243.9,49927850.88,703145.6904,35502.47155,28172.11148
"'Ocala, FL'",Ocala,FL,118,5,0,0,1,1,86159661.41,80352221.15,112224795.2,177871737.3,122328856.8,50465644.39,710719.5632,35884.88334,28475.56494
"'Orlando, FL'",Orlando,FL,119,5,0,0,1,1,768860591.4,717036897.2,1001457306,1587269110,1091622642,450338877.4,6342228.541,320224.9426,254106.6125
"'Palm Bay--Melbourne, FL'",Palm Bay--Melbourne,FL,120,5,0,0,1,1,249911434.6,233066594.4,325514969.5,515927991.3,354822426.2,146378727.4,2061486.115,104086.3268,82595.13986
"'Palm Coast--Daytona Beach--Port Orange, FL'",Palm Coast--Daytona Beach--Port Orange,FL,121,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Panama City, FL'",Panama City,FL,122,5,0,0,1,1,78945220.88,73624057.28,102827832.6,162977933.7,112085847,46239984.91,651208.6048,32880.12041,26091.20935
"'Port Huron, MI'",Port St. Lucie,FL,123,5,0,0,1,1,35186118.9,32814459.47,45830666.7,72639746.15,49956992.85,20609297.77,355464.0016,8947.889697,10108.89422
"'Santa Clarita, CA'",Sarasota--Bradenton,FL,124,5,0,0,1,1,47560397.76,44354653.56,61948375.5,98185710.19,67525880.55,27857180.75,339953.7242,21905.8836,16686.25811
"'Saratoga Springs, NY'",Sebastian--Vero Beach South--Florida Ridge,FL,125,5,0,0,1,1,27097043.88,25270616.6,35294480.73,55940313.44,38472186.19,15871346.45,693082.0573,25190.865,26165.9581
"'Savannah, GA'",Sebring--Avon Park,FL,126,5,0,0,1,1,133922369.7,124895568.2,174436740.6,276475141.3,190142000.6,78441332.94,2049150.567,45816.60752,48054.2511
"'Slidell, LA'",Spring Hill,FL,127,5,0,0,1,1,47144259.01,43966584.09,61406404.51,97326652.02,66935075.03,27613449.37,449918.6479,33792.14532,23388.57286
"'Springfield, IL'",St. Augustine,FL,128,5,0,0,1,1,73225280.39,68289657.14,95377481.93,151169436.9,103964714.6,42889686.47,606984.9623,34752.0702,34690.02502
"'Tallahassee, FL'",Tallahassee,FL,129,5,0,0,1,1,117971290.6,110019643.5,153660120.2,243545042.6,167494775.2,69098428.47,973129.4525,49134.1996,38989.23338
"'Tampa--St. Petersburg, FL'",Tampa--St. Petersburg,FL,130,5,0,0,1,1,1130644803,1054435681,1472688952,2334152109,1605281219,662243997.2,9326538.283,470905.4817,373675.4414
"'Titusville, FL'",Titusville,FL,131,5,0,0,1,1,26538272.54,24749507.01,34566665.55,54786759.42,37678845.17,15544060.91,218910.673,11053.00089,8770.836499
"'Winter Haven, FL'",Winter Haven,FL,132,5,0,0,1,1,98603455.08,91957262.83,128433101.6,203561244,139996464,57754253.19,813366.7586,41067.63449,32588.2094
"'Zephyrhills, FL'",Zephyrhills,FL,133,5,0,0,1,1,22360048.7,20852909,29124439.96,46161053.14,31746633.54,13096781.58,184445.0615,9312.800516,7389.943373
"'Pensacola, FL--AL'",Pensacola,FL--AL,134,5,6,0,2,0.5,219222170.7,204445886.4,285541549.3,452571745.6,311250034,128403337.8,1808334.468,91304.46772,72452.41052
"'Albany, GA'",Albany,GA,135,5,0,0,1,1,52416498.72,48883456.93,68273606.66,108210890.6,74420561.36,30701517.88,802026.5645,17932.37496,18808.17668
"'Atlanta, GA'",Atlanta,GA,136,5,0,0,1,1,2410501062,2248025483,3139729005,4976342812,3422411771,1411884488,36883155.74,824664.1793,864940.0662
"'Brunswick, GA'",Brunswick,GA,137,5,0,0,1,1,33781998.29,31504982.18,44001772.72,69741020.64,47963433.99,19786873.4,516899.4627,11557.2668,12121.71373
"'Cartersville, GA'",Cartersville,GA,138,5,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Dalton, GA'",Dalton,GA,139,5,0,0,1,1,42382852.47,39526110.94,55204568.59,87496996.59,60174863.83,24824586.43,648501.4144,14499.73236,15207.88677
"'Gainesville, GA'",Gainesville,GA,140,5,0,0,1,1,62465945.91,58255538.83,81363225.79,128957404.6,88688692.94,36587704.29,955793.4851,21370.42328,22414.13631
"'Hinesville, GA'",Hinesville,GA,141,5,0,0,1,1,15660726.95,14605143.23,20398430.61,32330683.11,22234985.54,9172838.709,239625.2962,5357.741069,5619.408519
"'McAllen, TX'",Macon,GA,142,5,0,0,1,1,206505863.6,192586703.2,268978299,426319657,293195518.8,120955113.7,2386135.6,125437.7274,143319.4071
"'Rome, GA'",Rome,GA,143,5,0,0,1,1,38821889.7,36205168.59,50566338.68,80145590.79,55119034.94,22738850.74,594015.0063,13281.48007,13930.13609
"'Santa Fe, NM'",Savannah,GA,144,5,0,0,1,1,44237361.98,41255620.54,57620106.87,91325526.43,62807882.91,25910814.23,1728545.197,19576.80613,13179.52664
"'Valdosta, GA'",Valdosta,GA,145,5,0,0,1,1,42326850.08,39473883.29,55131624.28,87381382.83,60095352.05,24791784.58,647644.52,14480.5732,15187.7919
"'Warner Robins, GA'",Warner Robins,GA,146,5,0,0,1,1,44432362.5,41437477.35,57874099.07,91728093.87,63084743.16,26025030.38,679861.0344,15200.89675,15943.29542
"'Columbus, GA--AL'",Columbus,GA--AL,147,5,6,0,2,0.5,115505475.5,107720032.3,150448343.4,238454507.1,163993829,67654145.3,1767353.065,39515.94531,41445.86998
"'Kahului, HI'",Kahului,HI,148,9,0,0,1,1,0,0,0,0,0,0,0,0,0
"'Kailua (Honolulu County)--Kaneohe, HI'",Kailua (Honolulu County)--Kaneohe,HI,149,9,0,0,1,1,41260510.3,38479401.48,53742645.26,85179954.28,58581349.64,24167196.81,353041.4869,13396.20551,800.1657565
"'Urban Honolulu, HI'",Urban Honolulu,HI,150,9,0,0,1,1,259787980.7,242277323.6,338379074.5,536317368.7,368844942,152163587.2,2222850.234,84346.34356,5038.072592
"'Ames, IA'",Ames,IA,151,4,0,0,1,1,12923406.18,12052327.09,16833012.96,26679640.16,18348557.96,7569528.771,278495.8919,7576.649193,5480.624935
"'Cedar Rapids, IA'",Cedar Rapids,IA,152,4,0,0,1,1,64048365.08,59731299.5,83424365.36,132224222.4,90935402.2,37514563.52,1380224.865,37549.85232,27161.96192
"'Des Moines, IA'",Des Moines,IA,153,4,0,0,1,1,177199637.2,165255812.4,230806317.4,365818615.5,251586754.2,103789800.7,3818604.037,103887.4326,75147.73865
"'Iowa City, IA'",Iowa City,IA,154,4,0,0,1,1,32908644.32,30690495.97,42864213.07,67938032.45,46723453.49,19275330.86,709172.3437,19293.46257,13956.06809
"'Waterloo, IA'",Waterloo,IA,155,4,0,0,1,1,40794150.57,38044493.76,53135253.61,84217213.51,57919237.83,23894048.68,879102.8609,23916.52507,17300.19436
"'Davenport, IA--IL'",Davenport,IA--IL,156,4,3,0,2,0.5,107101922.1,99882908.42,139502544.2,221105852.5,152062528.8,62731997.2,2308017.321,62791.00726,45420.33705
"'Dubuque, IA--IL'",Dubuque,IA--IL,157,4,3,0,2,0.5,20271010.3,18904679.08,26403424.46,41848352.73,28780632.76,11873185.25,436834.7642,11884.35399,8596.63489
"'Sheboygan, WI'",Sioux City,IA--NE--SD,158,4,0,0,1,1,17263125.54,16099534.96,22485588.92,35638744.17,24510059.32,10111399.47,651675.292,9737.19083,5963.34339
"'Boise City, ID'",Boise City,ID,159,8,0,0,1,1,126388347.7,117869359.9,164623505.5,260921573,179445246.6,74028485.47,1232645.215,44788.00056,66935.87364
