Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,106682.48837826184,25958.84260117303,1605718.5116082008,1400911.3895127042,673604.9527964046,0.0,60.44059506122426,0.0
"Anchorage, AK",AK,Anchorage,295391.4743097554,71877.0334653898,4446048.884692695,3878961.6460596835,1865134.2233729495,0.0,167.3530188008991,0.0
"Huntsville, AL",AL,Huntsville,277954.1542657625,320921.91845630796,10456493.081627885,4757800.335445831,4386538.177710193,0.0,393.5911780493889,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,95417.91535007994,110168.16974777316,3589573.1594912307,1633288.7373436603,1505839.441854319,0.0,135.11454724920733,0.0
"Florence, AL",AL,Florence,71159.82301905728,82160.12090415503,2676996.1364822485,1218057.815054718,1123009.948229597,0.0,100.76438197458052,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,73021.28609918733,84309.3397362641,2747023.425228849,1249920.8742360345,1152386.6592521684,0.0,103.4002679124583,0.0
"Decatur, AL",AL,Decatur,42670.347310671605,49266.57691557466,1605236.6356002903,730397.404149575,673402.8064047183,0.0,60.42245459560855,0.0
"Montgomery, AL",AL,Montgomery,303351.4964627603,350245.32901328354,11411928.101752551,5192532.039828897,4787346.762326566,0.0,429.5545543156853,0.0
"Dothan, AL",AL,Dothan,88371.35446461303,102032.31063871658,3324485.1440133112,1512671.2569783253,1394634.0222867967,0.0,125.13641179937392,0.0
"Mobile, AL",AL,Mobile,372648.0769908126,430254.17660280806,14018830.008961435,6378696.337148153,5880951.91773083,0.0,527.6805306547626,0.0
"Pensacola, FL-AL",AL,Pensacola,7471.537046710447,8626.530548469822,281075.4012453252,127891.88764254282,117912.18803024186,0.0,10.579914071882055,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,134626.38459648407,155437.71142283737,5064575.713416884,2304428.4388733427,2124608.5611475753,0.0,190.6348816761942,0.0
"Gadsden, AL",AL,Gadsden,83070.41501571881,95911.92124553166,3125066.5139161595,1421933.949760343,1310977.1568885136,0.0,117.63012714617221,0.0
"Birmingham, AL",AL,Birmingham,891307.6962933155,1029091.2060117268,33530539.539918445,15256703.27760285,14066187.455285467,0.0,1262.1176579111295,0.0
"Auburn, AL",AL,Auburn,82264.20978979733,94981.08814301634,3094737.4857730516,1408133.9635559279,1298254.0155060226,0.0,116.48851706497656,0.0
"Columbus, GA-AL",AL,Columbus,51558.18743350941,59528.35087858174,1939592.6339863008,882532.4525698078,813666.4053395832,0.0,73.00789507410421,0.0
"Memphis, TN-MS-AR",AR,Memphis,32486.557450331966,63748.58705306605,1242588.6275062053,601038.5709333085,521270.60285461374,0.0,46.77207923959984,0.0
"Fort Smith, AR-OK",AR,Fort Smith,95740.65121037717,187872.51457878292,3662014.4983332856,1771311.8501917906,1536228.8555944432,0.0,137.84130041199217,0.0
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,213382.31132528838,418721.52412275947,8161727.624392609,3947817.4828920537,3423875.4362662495,0.0,307.2142805187678,0.0
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,23338.04110782407,45796.39278445472,892664.1277147135,431780.52636925515,374475.95905847196,0.0,33.600627264401986,0.0
"Jonesboro, AR",AR,Jonesboro,52796.89297132766,103603.69309243935,2019445.0850674447,976803.0715387895,847164.8087086943,0.0,76.01360856517518,0.0
"Conway, AR",AR,Conway,64450.64621756908,126471.9303456107,2465193.184837097,1192410.872021779,1034157.8131067366,0.0,92.79194129880798,0.0
