Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,17362407.901302878,3460694.144255602,22803923.872933708,17032908.59523788,20000058.05872344,43035758.09046292,25037790.963919826,5049354.442329822
"Anchorage, AK",AK,Anchorage,48074499.81245707,9582261.91520951,63141428.319419414,47162154.334936194,55377848.09911533,119161037.80130956,69326747.98574331,13981078.579117974
"Huntsville, AL",AL,Huntsville,45236603.28499795,42783594.82463015,148499853.35357717,110918825.72882558,130241056.66416734,280250297.1374738,163046932.7984135,32881565.135690022
"Anniston-Oxford, AL",AL,Anniston-Oxford,15529116.283133605,14687031.53630658,50977998.41927482,38076938.0910347,44709999.57785932,96206150.25429784,55971814.75105417,11287798.187378544
"Florence, AL",AL,Florence,11581149.748407515,10953148.168919973,38017864.172279246,28396639.83146704,33343378.394610137,71747664.999002,41742102.802470595,8418101.761516003
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,11884099.949342454,11239670.535932865,39012369.885470025,29139464.847092364,34215604.6764511,73624505.38188791,42834030.52175376,8638310.089319788
"Decatur, AL",AL,Decatur,6944532.196055377,6567956.702026853,22797070.02372173,17027789.455578696,19994056.70567964,43022841.46234082,25030276.19366296,5047838.94367284
"Montgomery, AL",AL,Montgomery,49369980.951159514,46692835.18496636,162068643.50815323,121053746.6497436,142141496.47927353,305857443.45270866,177944924.72586238,35886033.13484616
"Dothan, AL",AL,Dothan,14382299.535092955,13602402.286467595,47213301.104701236,35264977.028940454,41408190.55113003,89101378.65206727,51838326.83040188,10454200.462062495
"Mobile, AL",AL,Mobile,60647890.90229905,57359187.094245,199091051.2987594,148706851.38386247,174611814.81298584,375726473.95846957,218594056.01286656,44083716.06688503
"Pensacola, FL-AL",AL,Pensacola,1215980.9527007232,1150042.9434777766,3991745.180759069,2981549.6652665823,3500940.2267779103,7533258.435893671,4382777.447503365,883871.776315423
"Tuscaloosa, AL",AL,Tuscaloosa,21910233.24609781,20722124.86442509,71925524.63520677,53723249.90430487,63081923.10001548,135738515.5309975,78971365.40441372,15926102.07890322
"Gadsden, AL",AL,Gadsden,13519579.941925284,12786464.686360555,44381219.91895172,33149613.86596081,38924327.85456232,83756648.83651671,48728814.32689051,9827107.169538772
"Birmingham, AL",AL,Birmingham,145058931.637823,137192939.04068428,476190264.3337308,355680249.84937906,417640299.29609555,898670672.4601998,522837971.0464562,105440381.5227326
"Auburn, AL",AL,Auburn,13388371.304056063,12662370.992483454,43950496.52092056,32827894.130589806,38546564.04387363,82943783.65479235,48255897.166721486,9731734.28432719
"Columbus, GA-AL",AL,Columbus,8391014.256233115,7936001.557071577,27545489.626795914,20574521.08221998,24158634.465340644,51984102.868616074,30243852.06217042,6099257.278062125
"Memphis, TN-MS-AR",AR,Memphis,5287136.345768829,8498620.88647698,17646856.67641953,13180946.476253707,15477087.223485274,33303310.225592785,19375546.216292918,3907453.3572385423
"Fort Smith, AR-OK",AR,Fort Smith,15581641.038939597,25046159.455504403,52006789.34970788,38845371.6936622,45612294.00442818,98147691.18994121,57101384.630881764,11515597.784349715
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,34727636.97652314,55821715.50821857,115910313.7042924,86576758.05933051,101658559.83292654,218747010.10055724,127264910.76019755,25665428.848164946
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,3798229.639101473,6105330.3019764945,12677337.916392557,9469069.512001937,11118595.69618347,23924788.714833796,13919212.424207432,2807078.195883338
"Jonesboro, AR",AR,Jonesboro,8592611.642497098,13811890.596078837,28679530.13026193,21421568.64209243,25153238.193845768,54124273.04000402,31488982.524745062,6350361.899933172
"Conway, AR",AR,Conway,10489241.731635548,16860561.754781257,35009905.81236363,26149908.91086432,30705262.465694554,66071016.25049835,38439483.04980199,7752064.660100218
"Pine Bluff, AR",AR,Pine Bluff,7292885.157922714,11722691.088797184,24341437.54254458,18181322.106620654,21348535.82702862,45937384.809130244,26725929.53660637,5389800.2114292765
"Little Rock, AR",AR,Little Rock,71342714.03181782,114677330.01702912,238120329.62490207,177858945.4907129,208842241.9282337,449382876.1648631,261446643.80094552,52725768.587607466
"Hot Springs, AR",AR,Hot Springs,7335996.779683362,11791989.345014492,24485331.053236242,18288800.32200399,21474736.909561593,46208941.96595906,26883918.883817222,5421661.816685486
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,17760601.085504293,18113038.348355312,56765964.87185673,42400137.23296655,49786305.50105447,107129251.84045368,62326770.40483735,12569397.814417502
"Sierra Vista, AZ",AZ,Sierra Vista,7502272.512860075,7651145.874570388,23978565.583103918,17910282.572812367,21030280.98425476,45252569.861606106,26327510.773562048,5309451.367795889
