Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,361963.94720978726,82409.3052138033,3466182.747476297,2600709.4219093234,1864222.2304993318,386350.2319000997,36793.72270889155,0.0
"Anchorage, AK",AK,Anchorage,1002236.3148689386,228181.83690687342,9597459.222864293,7201063.661593447,5161815.790757527,1069759.1173186484,101877.5636146338,0.0
"Huntsville, AL",AL,Huntsville,943073.0792917517,1018803.2160828378,22571906.229947012,14182139.290197765,12139883.26571335,2515925.641684683,239601.95380514875,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,323744.2789315554,349741.41432559147,7748631.2216788465,4868537.294755662,4167458.3237210205,863683.3672787276,82252.12177988864,0.0
"Florence, AL",AL,Florence,241438.78544903148,260826.67028024755,5778697.054443103,3630809.277119703,3107965.58138216,644109.1836325285,61341.168556497054,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,247754.5598025519,267649.6104793809,5929861.444146846,3725787.273601538,3189266.559077235,660958.3748479643,62945.7863831796,0.0
"Decatur, AL",AL,Decatur,144776.5943237078,156402.36493791713,3465143.670329337,2177182.099399194,1863663.5837567193,386234.2738574908,36782.67954723834,0.0
"Montgomery, AL",AL,Montgomery,1029243.9436014397,1111893.725841932,24634355.802160956,15477995.599991394,13249133.711512165,2745811.842280815,261494.96284447503,0.0
"Dothan, AL",AL,Dothan,299835.9409172218,323913.2020745414,7176399.041985308,4508998.477073522,3859693.8047834197,799900.8227642552,76177.84755209458,0.0
"Mobile, AL",AL,Mobile,1264360.9173182414,1365890.9337340654,30261743.965748608,19013736.089207385,16275720.597921161,3373055.7282091985,321229.9796870793,0.0
"Pensacola, FL-AL",AL,Pensacola,25350.24334605367,27385.90467330279,606743.3460651708,381222.505517963,326325.71296557185,67629.25234296928,6440.612046430148,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,456775.0369146425,493454.7352199716,10932645.123494482,6869082.937531947,5879921.44892961,1218582.1577242725,116050.59427246074,0.0
"Gadsden, AL",AL,Gadsden,281850.3371315417,304483.3282053778,6745924.06496207,4238527.03248687,3628170.7815777278,751918.9189869184,71608.33337335187,0.0
"Birmingham, AL",AL,Birmingham,3024125.6726678577,3266967.352590016,72380690.96649201,45477463.4782788,38928619.05739668,8067747.336458773,768324.7837672273,0.0
"Auburn, AL",AL,Auburn,279114.95637438307,301528.29240401956,6680454.315788279,4197391.778219106,3592959.0850418424,744621.4838911413,70913.36859468548,0.0
"Columbus, GA-AL",AL,Columbus,174932.22475506013,188979.53625272124,4186901.164364269,2630669.0672197016,2251847.533950209,466683.31381989137,44444.17273184314,0.0
"Memphis, TN-MS-AR",AR,Memphis,110223.92470154994,202377.15710665187,2682313.5766175026,1707813.0409191975,1442632.8520097365,298977.9243960873,28472.898261787563,0.0
