Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,36122573.5205375,6644784.59610474,20070999.571175996,29046852.26352984,53621426.17386822,47324283.53133984,45796813.60910736,37673006.891770996
"Anchorage, AK",AK,Anchorage,100019229.11903447,18398640.19064336,55574276.94392089,80427375.14482346,148471528.67234898,131035468.8522978,126806081.26347212,104312199.84281285
"Huntsville, AL",AL,Huntsville,94114971.68311007,82147615.48014206,130702999.75256996,189154097.16942355,349184605.65961814,308177318.3499504,298230383.09033734,245327881.83463243
"Anniston-Oxford, AL",AL,Anniston-Oxford,32308401.45187327,28200169.343756467,44868578.41479805,64934052.45015988,119870369.38661273,105793120.28203888,102378471.45586233,84217755.70776126
"Florence, AL",AL,Florence,24094638.002820596,21030841.558911435,33461641.74096105,48425871.21412822,89395730.76486455,78897340.06746374,76350797.25889932,62807079.45922936
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,24724927.359489426,21580985.35417487,34336961.662493974,49692638.99914774,91734225.23098312,80961208.12425637,78348050.5432122,64450043.910572074
"Decatur, AL",AL,Decatur,14448132.784561869,12610954.826491443,20064972.256742265,29038137.756122828,53605345.23542152,47310079.75757954,45783068.285757355,37661699.824303046
"Montgomery, AL",AL,Montgomery,102714483.88687904,89653641.45240273,142645648.42302743,206437563.7413343,381090446.18676376,336336224.0233056,325480413.2720953,267744082.74329528
"Dothan, AL",AL,Dothan,29922443.667033214,26117602.25420947,41555058.42765283,60138708.17491136,111018008.13823351,97980356.1842715,94817877.30718534,77998320.48896801
"Mobile, AL",AL,Mobile,126178230.0264608,110133813.3222726,175231133.50612485,253595456.24104193,468145447.0705137,413167723.1400182,399832048.0311555,328906627.20764387
"Pensacola, FL-AL",AL,Pensacola,2529854.246783882,2208166.1415715273,3513357.472016029,5084550.177966158,9386244.73600169,8283949.765348605,8016571.51554425,6594527.657125358
"Tuscaloosa, AL",AL,Tuscaloosa,45584346.12199742,39787987.715195425,63305664.05486918,91616303.77786459,169126671.77392086,149264896.91686535,144447124.23289743,118823932.88690004
"Gadsden, AL",AL,Gadsden,28127551.38544657,24550942.68518242,39062385.88851621,56531298.822624244,104358613.33272244,92103022.53401165,89130244.37088878,73319605.5758337
"Birmingham, AL",AL,Birmingham,301795808.08631283,263420426.66355416,419121599.08465374,606555073.9397161,1119720362.7832248,988223458.627329,956326903.6906197,786685954.6393875
"Auburn, AL",AL,Auburn,27854571.18045986,24312673.762481753,38683282.21322671,55982657.90719961,103345804.38716897,91209155.10749124,88265228.00151262,72608032.75936764
"Columbus, GA-AL",AL,Columbus,17457545.699056756,15237700.502549114,24244321.07217834,35086514.25426335,64770844.65620543,57164333.3923727,55319259.5029076,45506284.832145244
"Memphis, TN-MS-AR",AR,Memphis,10999912.710771468,16317970.55753483,15531982.093554279,22477969.123097327,41495060.57790818,36621994.48967969,35439958.73760952,29153334.141581707
"Fort Smith, AR-OK",AR,Fort Smith,32417679.460087076,48090448.79558888,45774073.86111354,66244489.12515036,122289477.04960294,107928136.31993341,104444576.30191159,85917358.27768457
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,72251016.50703987,107181755.99333028,102019127.25448652,147642636.88813725,272553099.7931708,240545211.40004548,232781214.82295424,191488612.83563238
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,7902235.114291486,11722678.472480597,11158031.660927895,16147964.222348986,29809666.075559363,26308900.663216233,25459737.158744965,20943484.444807254
"Jonesboro, AR",AR,Jonesboro,17876970.03514336,26519835.053394947,25242452.897008434,36531015.38442173,67437440.10180399,59517772.12541835,57596737.08851901,47379765.14697507
"Conway, AR",AR,Conway,21822918.098662026,32373505.533798534,30814169.35296281,44594433.80103002,82322772.21654429,72655011.6688954,70309950.38655834,57837806.5356525
"Pine Bluff, AR",AR,Pine Bluff,15172882.804701963,22508419.96569704,21424255.830635626,31005299.78374215,57236789.75253005,50515058.171528004,48884600.69348221,40213057.49666378
"Little Rock, AR",AR,Little Rock,148428861.21663097,220188818.8485033,209582973.53813082,303309621.3697077,559919405.6933628,494164006.61634505,478214041.8111414,393384593.23096
"Hot Springs, AR",AR,Hot Springs,15262576.742057377,22641477.66055691,21550904.529178523,31188586.470411014,57575142.925132,50813676.07568383,49173580.20836299,40450775.503610864
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,36951016.364033476,34778351.7377825,49962889.72438317,72306566.64983486,133480269.21184906,117804712.02438176,114002369.10681102,93779713.0100996
"Sierra Vista, AZ",AZ,Sierra Vista,15608514.208248708,14690756.862834895,21104872.095135845,30543086.062502958,56383528.34434963,49762001.221189044,48155849.90808728,39613578.38017112
"Flagstaff, AZ",AZ,Flagstaff,16502437.894312613,15532119.170014258,22313580.675944954,32292335.71640856,59612699.98864575,52611947.79291677,50913809.716499284,41882309.12105547
"Tucson, AZ",AZ,Tucson,214279384.32091457,201680076.25690034,289735393.02846754,419306641.8375108,774053672.1351179,683150929.165178,661101097.2653685,543829673.5230229
"Lake Havasu City, AZ",AZ,Lake Havasu City,15810334.412818348,14880710.340519102,21377760.95225752,30938012.305646896,57112575.00907324,50405430.64261005,48778511.575303435,40125787.318559155
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,909303667.3126893,855837968.4797462,1229504444.7043166,1779345541.6149554,3284729629.963838,2898979979.742907,2805410581.671008,2307764314.775854
