Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,34121790.47458359,6303667.117462475,20830313.663694642,27563832.17758384,48293338.072567165,47846067.79201949,43075623.5980128,31866495.45076254
"Anchorage, AK",AK,Anchorage,94479292.22121161,17454125.336699463,57676729.864385016,76321064.01280986,133718668.82233177,132480229.13467225,119271420.78194936,88234641.08664265
"Huntsville, AL",AL,Huntsville,88902064.03667843,77930475.3962502,135647665.5288656,179496634.67414445,314487975.36649895,311575194.9201677,280509902.6569792,207515684.98070097
"Anniston-Oxford, AL",AL,Anniston-Oxford,30518880.507856682,26752481.98464083,46566015.53972011,61618775.72294091,107959483.79115443,106959565.51759748,96295269.33060744,71237338.0984627
"Florence, AL",AL,Florence,22760066.88797377,19951199.69203943,34727539.50190317,45953437.14026953,80512949.0790211,79767239.98321056,71814127.33654675,53126672.8353556
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,23355445.32507173,20473101.23781882,35635973.92323722,47155528.75619135,82619079.69914436,81853863.66962495,73692706.30143456,54516408.44538766
"Decatur, AL",AL,Decatur,13647869.229015173,11963557.29968432,20824056.453800146,27555564.919958875,48278865.15805673,47831707.41143838,43062695.0047724,31856931.132866077
"Montgomery, AL",AL,Montgomery,97025260.28220062,85051171.09673925,148042120.25022417,195897675.57986864,343223501.00857,340044572.7799341,306140769.7553502,226476894.16507635
"Dothan, AL",AL,Dothan,28265077.86643562,24776825.81514173,43127140.74885557,57068262.82159958,99986734.93254806,99060660.07685724,89183916.3333111,65976499.62397188
"Mobile, AL",AL,Mobile,119189379.59857304,104479970.3465688,181860356.9396306,240647872.00009668,421628306.1738552,417723194.4301971,376074522.3547076,278212502.91352373
"Pensacola, FL-AL",AL,Pensacola,2389728.862782051,2094807.4531532961,3646272.3896893607,4824953.090808744,8453583.163391449,8375286.269174537,7540236.753097236,5578118.2051495705
"Tuscaloosa, AL",AL,Tuscaloosa,43059487.61960049,37745426.688068494,65700600.292678274,86938736.48785588,152321447.52252406,150910649.75391805,135864254.80121866,100509691.93035689
"Gadsden, AL",AL,Gadsden,26569602.367661264,23290592.47428625,40540167.140737265,53645033.56927417,93989049.02198172,93118524.59623396,83834235.51012716,62018911.424995996
"Birmingham, AL",AL,Birmingham,285079725.11354935,249897443.2670695,434977518.46694356,575586763.0992309,1008459663.3438058,999119332.9706702,899503142.1102637,665434656.3499475
"Auburn, AL",AL,Auburn,26311742.18632702,23064555.354283612,40146721.476569004,53124404.09607246,93076877.55291452,92214801.6384833,83020617.3433393,61417012.77687522
"Columbus, GA-AL",AL,Columbus,16490594.6195945,14455456.036899678,25161515.512260556,33295135.158746734,58334907.864077516,57794611.2795515,52032257.536672,38492436.31522855
"Memphis, TN-MS-AR",AR,Memphis,10390641.645237565,15480269.215581922,16119577.431683656,21330332.511492632,37371914.99506821,37025778.316787325,33334160.230894007,24659953.278117564
