Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,163331.34167245703,39514.515889988004,2089208.7004005061,1644348.491437317,951241.5207194224,46984.2444517136,12.314645463539756,0.0
"Anchorage, AK",AK,Anchorage,452245.59860799473,109411.12531977844,5784777.310067168,4553010.831941424,2633877.7760195136,130093.93996053084,34.09782930989613,0.0
"Huntsville, AL",AL,Huntsville,425548.9877466265,488506.9200163168,13604998.421144076,6867547.53325552,6194517.4528356595,305962.9724819564,80.19338344279029,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,146085.23264342305,167697.84234804922,4670412.612165804,2357536.518645736,2126494.362031097,105032.96518687154,27.52930782126181,0.0
"Florence, AL",AL,Florence,108945.99051408729,125064.02742485562,3483053.823680221,1758180.1154666962,1585875.7959443221,78330.43916797666,20.530533131129637,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,111795.8983759416,128335.56548983078,3574166.6992300972,1804172.1828202587,1627360.5708998705,80379.47771775654,21.067589405549406,0.0
"Decatur, AL",AL,Decatur,65328.48250755564,74993.51825061139,2088581.8718013829,1054276.8795474519,950956.1453857097,46970.14273630045,12.310949381421855,0.0
"Montgomery, AL",AL,Montgomery,464432.4262472554,533142.9768006786,14848119.976222673,7495051.9330979185,6760525.469195505,333919.5480268035,87.52084651529483,0.0
"Dothan, AL",AL,Dothan,135296.9180746892,155313.44836782617,4325505.193981978,2183433.735563555,1969453.9159086102,97276.33812732012,25.49628348840397,0.0
"Mobile, AL",AL,Mobile,570525.7846139004,654932.3388299809,18239973.8276798,9207196.016447162,8304876.83403397,410198.98992687283,107.51380998885715,0.0
"Pensacola, FL-AL",AL,Pensacola,11438.954872029019,13131.2933966316,365708.6903145309,184602.87434921027,166511.5125104536,8224.427117699568,2.1556354747660174,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,206113.5651681772,236607.07883962497,6589546.2318877475,3326279.104872428,3000298.7046479597,148192.38415215537,38.841460419907236,0.0
"Gadsden, AL",AL,Gadsden,127181.15732075484,145996.99972465768,4066040.5602430264,2052460.8643994036,1851316.5848824158,91441.23487076009,23.966893611303114,0.0
"Birmingham, AL",AL,Birmingham,1364595.8590917103,1566481.2733353653,43626762.23658727,22021969.728137992,19863783.27433322,981122.7785903211,257.1538462635031,0.0
"Auburn, AL",AL,Auburn,125946.85370434301,144580.08680656762,4026579.3014079006,2032541.5625087726,1833349.4048065143,90553.79014806826,23.73429293301253,0.0
"Columbus, GA-AL",AL,Columbus,78935.80338936971,90613.9770110644,2523614.228694937,1273873.0380319324,1149031.5470805187,56753.59062219813,14.875206687925232,0.0
"Memphis, TN-MS-AR",AR,Memphis,49737.05708727394,97038.0149367249,1616738.6239238672,847465.1530201172,736120.3061460734,36358.85454605854,9.529713809812938,0.0
"Fort Smith, AR-OK",AR,Fort Smith,146579.3426128213,285979.2933248891,4764666.3986509405,2497551.9721440612,2169409.226796577,107152.64049830727,28.084878103656738,0.0
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,326689.2226431299,637377.3504709908,10619266.904755268,5566427.695379707,4835078.403708268,238816.822374593,62.594270325975245,0.0
