Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,24878222.064952113,4751273.21749193,22923912.90349313,21378757.59842056,29858858.029196367,47325101.86777163,32547192.1488993,13427044.668588758
"Anchorage, AK",AK,Anchorage,68884920.15592244,13155726.135549886,63473664.07035422,59195307.701457135,82675725.21534105,131037734.7312508,90119411.53282368,37177934.07868759
"Huntsville, AL",AL,Huntsville,64818559.060801186,58738663.33310896,149281228.1806954,139219197.21676219,194442002.41388398,308182647.3841848,211948404.6626067,87437364.29924835
"Anniston-Oxford, AL",AL,Anniston-Oxford,22251337.807544023,20164191.539071403,51246233.86733855,47792074.23693966,66749319.05888536,105794949.66767557,72759031.02834891,30016068.8268132
"Florence, AL",AL,Florence,16594381.196788156,15037850.030345386,38217906.13443721,35641897.35163213,49779642.674502105,78898704.36847223,54261505.84006725,22385084.998003785
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,17028472.04503483,15431223.727024255,39217644.72639631,36574250.37347819,51081823.63911519,80962608.11388592,55680927.439338185,22970654.319307435
"Decatur, AL",AL,Decatur,9950671.306236897,9017311.403778868,22917023.385602668,21372342.907572307,29849914.626028176,47310897.84839819,32537423.528662104,13423014.714186683
"Montgomery, AL",AL,Montgomery,70741187.30693083,64105756.82665986,162921414.4398588,151939991.4119255,212208637.65565547,336342039.9842649,231314642.14714226,95426727.39323649
"Dothan, AL",AL,Dothan,20608088.674834695,18675077.017286114,47461727.511564605,44262655.68154813,61819918.33695375,97982050.47077902,67385816.36286621,27799398.553159736
"Mobile, AL",AL,Mobile,86901062.69909509,78749857.12631246,200138626.3116381,186648644.4862663,260684854.58395615,413174867.6792495,284155369.5336143,117225683.31216894
"Pensacola, FL-AL",AL,Pensacola,1742353.0388184558,1578922.6116331317,4012748.8998205904,3742276.823910211,5226691.532312331,8284093.012269345,5697271.773508813,2350357.052062315
"Tuscaloosa, AL",AL,Tuscaloosa,31394703.504829805,28449921.539958715,72303981.53673252,67430462.54238425,94177487.17528857,149267478.02098396,102656668.38509287,42350064.043289796
"Gadsden, AL",AL,Gadsden,19371916.26484311,17554855.95615356,44614744.513477065,41607568.41897714,58111661.9022173,92104615.18905453,63343690.55843602,26131856.7423687
"Birmingham, AL",AL,Birmingham,207851833.35772595,188355604.31568196,478695876.81122756,446430247.74665767,623511649.5811471,988240547.0901349,679648932.7237979,280382914.0434691
"Auburn, AL",AL,Auburn,19183910.2205026,17384484.631904468,44181754.74000464,41203763.53740869,57547683.43282258,91210732.30568564,62728934.81961251,25878244.91841498
"Columbus, GA-AL",AL,Columbus,12023304.440456191,10895534.271549739,27690428.16854503,25824004.98170459,36067376.765366,57165321.88396989,39314669.00609663,16218904.981439183
"Memphis, TN-MS-AR",AR,Memphis,7575824.323759032,11667968.367144208,17739710.68369543,16543997.040340746,23106352.141827047,36622627.76101653,25186711.82295216,10390546.230670407
"Fort Smith, AR-OK",AR,Fort Smith,22326599.40410809,34386496.36793241,52280438.016165674,48756568.08778271,68096387.39152427,107930002.62448955,74227384.5255618,30621824.552411884
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,49760486.52952987,76639024.07813114,116520209.12699576,108666371.69616644,151770061.62801963,240549370.9328541,165434542.93925443,68248498.59891999
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,5442401.823088062,8382160.0923251975,12744043.372707661,11885053.798190199,16599388.74601525,26309355.59946223,18093899.816675387,7464471.895333264
"Jonesboro, AR",AR,Jonesboro,12312169.01337138,18962688.73717349,28830435.71918436,26887171.48292074,37552258.43350737,59518801.31292289,40933242.324895516,16886632.512326475
"Conway, AR",AR,Conway,15029809.607975515,23148285.33181235,35194120.491988346,32821923.403294172,45841093.79851348,72656268.0269122,49968355.54419036,20613985.342832666
"Pine Bluff, AR",AR,Pine Bluff,10449818.797275221,16094374.679018024,24469517.01075387,22820192.742858708,31872068.652763676,50515931.68316671,34741641.75423283,14332344.663100777
"Little Rock, AR",AR,Little Rock,102225445.48482539,157443363.68696743,239373268.16375673,223238738.81876183,311788795.5532072,494172551.75173306,339860419.98419213,140206289.35781813
"Hot Springs, AR",AR,Hot Springs,10511592.51586532,16189515.981617887,24614167.65850023,22955093.47099734,32060479.211648542,50814554.75105439,34947015.68872093,14417069.790218348
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,25448784.542093873,24867841.653905068,57064655.32613833,53218314.22321141,74327934.04623128,117806749.11571191,81019981.96685113,33424048.131106008
"Sierra Vista, AZ",AZ,Sierra Vista,10749845.449300466,10504448.80756419,24104735.703936115,22479999.07522346,31396933.80016503,49762861.71088862,34223728.17091328,14118684.17939802
"Flagstaff, AZ",AZ,Flagstaff,11365505.68066173,11106054.794709649,25485251.101146143,23767463.29942342,33195084.631133653,52612857.56418881,36183773.8760467,14927283.001529966
"Tucson, AZ",AZ,Tucson,147577804.88829377,144208910.15532297,330918616.40028155,308613638.4991692,431028575.46225935,683162742.282082,469835841.1176701,193826453.49959236
"Lake Havasu City, AZ",AZ,Lake Havasu City,10888842.408186104,10640272.754606731,24416413.20417471,22770668.51060696,31802900.41030273,50406302.258558095,34666245.61545898,14301240.679736432
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,626252682.329479,611956634.4609964,1404267202.038285,1309615081.0744002,1829088064.7548234,2899030109.206165,1993768344.6178384,822510786.7840244
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,17271493.084757205,16877220.77444724,38728442.93287254,36118021.454749025,50444625.23388351,79952677.08460604,54986361.17387193,22684117.396888915
"Casa Grande, AZ",AZ,Casa Grande,10461661.138649013,10222843.146100624,23458530.446843203,21877350.128548592,30555237.63193234,48428807.55487011,33306250.653922636,13740187.271071756
"Yuma, AZ-CA",AZ,Yuma,14403711.341174092,14074904.53103592,32297920.62335019,30120937.008489728,42068732.3913999,66677227.96340737,45856352.43944097,18917616.29470534
"Lodi, CA",CA,Lodi,10960270.238970561,8348711.308617518,23796109.829640586,22192165.271913882,30994912.083361343,49125702.33909852,33785530.519251235,13937909.769869234
"Santa Barbara, CA",CA,Santa Barbara,36948221.90349955,28144382.511870354,80219185.04339616,74812119.51055187,104487103.38031387,165607901.23006696,113894571.1679823,46986157.441356316
"Porterville, CA",CA,Porterville,6019443.080790581,4585159.98460417,13068959.573136989,12188064.051450787,17022582.93016555,26980116.60174527,18555206.530568838,7654779.735869261
"Salinas, CA",CA,Salinas,23965826.296151984,18255367.856499124,52032789.54505831,48525589.829994805,67773755.8343369,107418706.2239702,73875747.41257176,30476759.89670668
"Seaside-Monterey, CA",CA,Seaside-Monterey,23705419.36831688,18057009.40220398,51467413.71763296,47998322.39456971,67037342.43775396,106251520.29288061,73073031.23715164,30145606.72397657
"Stockton, CA",CA,Stockton,62231006.46069106,47402910.33497543,135111254.7647152,126004263.60864165,175985129.20329025,278929427.19426656,191829902.19946215,79137661.2095952
"Santa Cruz, CA",CA,Santa Cruz,30037879.271106686,22880602.110147454,65215971.74157587,60820177.48358058,84945116.03082696,134634628.8728701,92593126.3299652,38198442.35868343
"Chico, CA",CA,Chico,12639405.215175198,9627750.315766266,27441720.698840234,25592048.677460685,35743393.62887185,56651856.642748795,38961540.30254946,16073224.983773116
"Woodland, CA",CA,Woodland,11130404.072031498,8478306.494236564,24165491.540947374,22536649.30919681,31476039.19821835,49888269.671703495,34309975.78236159,14154264.837974569
"Delano, CA",CA,Delano,10901632.59424813,8304045.5515758535,23668800.21011998,22073436.784890905,30829088.741115194,48862878.93988547,33604777.31771953,13863341.699608255
"Redding, CA",CA,Redding,25086251.28780187,19108823.528147202,54465371.55041577,50794206.939549975,70942242.86567955,112440632.09194486,77329508.30756538,31901577.177397136
"Merced, CA",CA,Merced,18565845.134248096,14142067.471586084,40308758.84098287,37591801.53852579,52502969.83036527,83215118.04480265,57230060.36553219,23609734.855116174
"Camarillo, CA",CA,Camarillo,14284361.067755507,10880754.231653623,31013124.439756356,28922726.7857126,40395218.89595816,64024814.591129474,44032191.385819905,18165075.435339727
