Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,45135154.7088832,7991475.5392399635,16666703.419086734,35859821.43093568,82680513.95339297,44373387.16352548,61203616.077071376,74030981.33321056
"Anchorage, AK",AK,Anchorage,124974024.27831456,22127471.69035336,46148174.547554396,99291698.96572334,228932782.54613367,122864778.030639,169465735.7634173,204983226.89172482
"Huntsville, AL",AL,Huntsville,117596654.76005451,98796379.35912667,108534150.0925772,233520331.6624899,538418132.896546,288960982.4331181,398559996.4437066,482092228.33717865
"Anniston-Oxford, AL",AL,Anniston-Oxford,40369346.804648936,33915465.61872961,37258311.08185036,80164382.85642375,184831689.10851893,99196411.12798953,136820275.64240703,165495765.1412749
"Florence, AL",AL,Florence,30106249.58084831,25293138.31876436,27786132.330035552,59784195.405714065,137841937.09346852,73977711.98516825,102036463.11503871,123421784.20739019
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,30893796.116214506,25954779.13184499,28512987.137672126,61348084.51900225,141447731.2889429,75912887.95624967,104705625.30315757,126650362.98736142
"Decatur, AL",AL,Decatur,18052941.55232116,15166802.710421214,16661704.127979228,35849054.612849325,82655676.75988819,44360069.06327719,61185246.600532025,74008761.8883158
"Montgomery, AL",AL,Montgomery,128341745.04320846,107823643.0855362,118451177.44279961,254857648.20253345,587614697.7126546,315364045.0958104,434977385.64392936,526142159.25451154
"Dothan, AL",AL,Dothan,37388092.61226997,31410827.02371824,34506805.17685675,74244287.00680092,171181969.91177922,91870810.39495486,126716173.0832247,153273993.35893896
"Mobile, AL",AL,Mobile,157659695.25674644,132454508.11514738,145509760.1497263,313076459.54116464,721847393.757755,387404731.2353526,534342135.0637712,646332278.4170172
"Pensacola, FL-AL",AL,Pensacola,3161052.817972551,2655692.6641822765,2917448.474163024,6277135.212406922,14472930.031154886,7767405.711226044,10713478.2231702,12958863.498433061
"Tuscaloosa, AL",AL,Tuscaloosa,56957639.33734861,47851773.97141804,52568238.35144108,113104976.1229106,260781447.30208042,139957513.70286548,193041516.17284542,233500139.31089315
"Gadsden, AL",AL,Gadsden,35145374.75139735,29526654.34014694,32436920.813020796,69790757.10184771,160913650.92151028,86359956.72551711,119115126.73987877,144079881.04948804
"Birmingham, AL",AL,Birmingham,377093854.64254344,316807545.1914566,348033378.17960334,748823018.679317,1726530142.8656528,926602979.7304608,1278051026.8080184,1545911463.6195595
"Auburn, AL",AL,Auburn,34804285.992105804,29240095.725645024,32122117.822481867,69113432.05073439,159351970.67384958,85521826.2261174,117959104.61520517,142681573.9261847
"Columbus, GA-AL",AL,Columbus,21813202.91358357,18325907.947681237,20132183.554484166,43316082.32729684,99872092.52838884,53599862.6558137,73929569.6242617,89424104.97337233
"Memphis, TN-MS-AR",AR,Memphis,13744390.656513026,19625115.107120626,12897565.007732954,27750193.979391027,63982470.733848676,34338437.24469474,47362544.6276148,57289027.70720215
"Fort Smith, AR-OK",AR,Fort Smith,40505889.67317415,57836885.404277876,38010222.37448271,81782184.73481362,188561789.70249662,101198298.66184078,139581452.19176048,168835643.1204694
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,90277643.31534237,128904160.68198824,84715416.09251355,182272330.33542156,420257748.4661041,225546062.17583257,311092649.8856928,376293030.26124007
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,9873842.577321662,14098500.397156736,9265490.89731972,19935481.58592291,45964412.64820604,24668414.35016174,34024812.11437598,41155905.35260896
"Jonesboro, AR",AR,Jonesboro,22337273.611015346,31894579.887227952,20961019.349160347,45099392.993655525,103983798.97718568,55806553.18073025,76973228.18451963,93105668.98056072
"Conway, AR",AR,Conway,27267735.61751866,38934607.11193875,25587703.48789299,55054092.36940772,126935936.24679707,68124622.74298021,93963375.84938648,113656698.23743261
"Pine Bluff, AR",AR,Pine Bluff,18958516.68432803,27070175.86217223,17790435.931071345,38277616.57096969,88255112.15641941,47365201.68020729,65330185.59897881,79022418.2911483
"Little Rock, AR",AR,Little Rock,185461858.37138826,264814236.54778436,174035097.99588293,374451125.13195044,863356420.960683,463350507.42701095,639093122.6676697,773037510.9669085
"Hot Springs, AR",AR,Hot Springs,19070589.256806396,27230200.208846107,17895603.43723784,38503893.29023409,88776828.99842915,47645199.32383336,65716382.582766,79489556.40373446
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,46170294.02107529,41826840.763280585,41488563.30226041,89266126.79676968,205817203.77860227,110459022.43578076,152354643.9331816,184285905.37595272
"Sierra Vista, AZ",AZ,Sierra Vista,19502838.11214523,17668115.862038426,17525223.755779527,37706990.10538989,86939442.14771973,46659101.44751289,64356271.045318514,77844385.77013884
"Flagstaff, AZ",AZ,Flagstaff,20619795.735485382,18679996.111911975,18528920.354305346,39866527.59471556,91918598.1104287,49331340.16273589,68042053.96268012,82302653.82426588
"Tucson, AZ",AZ,Tucson,267742085.34034723,242554348.12798637,240592673.09953976,517655333.2736678,1193536417.884799,640553187.6862706,883506396.1112305,1068676161.8123727
"Lake Havasu City, AZ",AZ,Lake Havasu City,19755012.452698518,17896566.995186787,17751827.27462381,38194546.59893195,88063580.92001559,47262409.954237774,65188406.35393369,78850924.2305661
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,1136174909.5251725,1029289676.999924,1020965225.7089366,2196692390.3643847,5064822476.008812,2718214654.7501955,3749196912.3589954,4534972676.840907
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,31334695.47778245,28386895.6415316,28157314.664134614,60582826.229806826,139683308.0930204,74965947.3517496,103399522.86405294,125070520.95373298
"Casa Grande, AZ",AZ,Casa Grande,18980001.576159384,17194464.978941973,17055403.55688537,36696132.50734228,84608749.73712392,45408253.605124354,62630993.44065304,75757515.7070243
"Yuma, AZ-CA",AZ,Yuma,26131840.855374224,23673497.634868897,23482036.58910851,50523572.97451999,116490105.34750976,62518501.48527184,86230928.20292126,104303644.87119618
"Lodi, CA",CA,Lodi,19884599.93626383,14042240.711682703,17300829.344810516,37224196.96996041,85826298.46348216,46061682.353343666,63532258.92422674,76847672.99620618
"Santa Barbara, CA",CA,Santa Barbara,67033074.448755145,47337868.001906075,58322912.465584934,125486676.86453445,289329464.66131735,155278768.1081576,214173916.29783374,259061575.373901
"Porterville, CA",CA,Porterville,10920735.975564262,7712078.885627309,9501714.393981926,20443741.80593739,47136293.82959437,25297339.306977723,34892279.84805161,42205181.38750912
"Salinas, CA",CA,Salinas,43479846.541241266,30704890.880186006,37830150.33542108,81394766.65673976,187668562.52357358,100718892.33749837,138920213.49677777,168035818.6554668
"Seaside-Monterey, CA",CA,Seaside-Monterey,43007404.94375025,30371258.89083519,37419096.98359198,80510350.6192948,185629400.87673143,99624504.97924677,137410739.7334341,166209981.7007296
"Stockton, CA",CA,Stockton,112902204.06263606,79730038.89486054,98231886.55550344,211354208.57553768,487310697.4303777,261532315.3191212,360728004.818538,436331215.4213049
"Santa Cruz, CA",CA,Santa Cruz,54496029.679633975,38484373.28612452,47414909.652651854,102017186.63577281,235216827.2608384,126237330.2287988,174117451.6483324,210609873.0593286
"Chico, CA",CA,Chico,22930959.789883018,16193539.631250745,19951350.457595363,42927017.22261705,98975056.339524,53118422.763568416,73265526.05642276,88620887.77598941
"Woodland, CA",CA,Woodland,20193264.150948156,14260215.285753727,17569386.264246676,37802019.886278346,87158560.97313318,46776687.58634837,64518456.025039636,78040562.30309303
"Delano, CA",CA,Delano,19778216.965672057,13967114.468989274,17208269.593782,37025046.84050089,85367126.2088375,45815251.51667056,63192360.18578449,76436536.55078582
"Redding, CA",CA,Redding,45512570.39127311,32140373.499600917,39598745.55721334,85200048.79576471,196442244.89112797,105427595.58485296,145414864.55214816,175891651.72324473
