Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,14926891.303622007,3015192.117682295,22435593.183118276,15650722.412552308,17377541.88595303,40833147.634621724,22470174.8588316,3115526.635639327
"Anchorage, AK",AK,Anchorage,41330835.97942047,8348718.318336604,62121563.230480604,43335040.62133014,48116404.065966226,113062264.14340536,62217315.89175,8626532.996584449
"Huntsville, AL",AL,Huntsville,38891026.17670701,37275977.73858919,146101270.85371447,101917975.79095727,113163135.61474104,265906824.1253322,146326530.78124997,20288413.731257748
"Anniston-Oxford, AL",AL,Anniston-Oxford,13350765.177118523,12796340.813281676,50154597.371225536,34987067.60602976,38847379.42974869,91282229.26698965,50231926.06866531,6964739.020038481
"Florence, AL",AL,Florence,9956600.746171627,9543127.663435172,37403796.33566889,26092306.980994884,28971211.903266206,68075552.22299826,37461465.76183399,5194093.7319948
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,10217054.52340531,9792765.437403427,38382238.70639971,26774853.17152622,29729067.09537527,69856334.15508148,38441416.701629534,5329965.538677821
"Decatur, AL",AL,Decatur,5970386.010643338,5722450.598560406,22428849.773181487,15646017.004813833,17372326.426280785,40820892.09163945,22463430.725455817,3114591.550474275
"Montgomery, AL",AL,Montgomery,42444593.14105546,40681973.82760406,159450896.7338883,111230467.3204538,123503124.54883292,290203372.6790583,159696739.20489395,22142215.080362074
"Dothan, AL",AL,Dothan,12364818.467394495,11851338.03973388,46450707.77391289,32403291.790080443,35978521.695975855,84541086.53785904,46522325.78932085,6450396.850897314
"Mobile, AL",AL,Mobile,52140491.136866525,49975225.083184265,195875315.38562378,136639575.65096417,151715756.8106121,356496440.6838686,196177317.2716576,27200307.123017043
"Pensacola, FL-AL",AL,Pensacola,1045408.8863374988,1001995.6325600737,3927270.1666882937,2739602.6292875335,3041877.759664779,7147699.204833428,3933325.258392775,545362.0047971811
"Tuscaloosa, AL",AL,Tuscaloosa,18836769.183205586,18054524.59777619,70763777.32847589,49363711.22918905,54810275.664553285,128791291.01736227,70872881.39896074,9826641.364839403
"Gadsden, AL",AL,Gadsden,11623117.105122473,11140437.70650245,43664370.6088942,30459586.289981432,33820356.68734214,79469905.0062874,43731692.63081617,6063470.981817909
"Birmingham, AL",AL,Birmingham,124710749.65442073,119531819.67374292,468498797.91917247,326817479.8577041,362877014.6520774,852675864.7154896,469221132.53442305,65058280.39167553
"Auburn, AL",AL,Auburn,11510313.795425829,11032318.84016074,43240604.29251307,30163973.493996937,33492127.337594647,78698643.02682781,43307272.94866237,6004624.496076386
