Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,1567540.6257587825,343264.74392562907,9573674.924287105,5357480.145466759,6349945.584906464,6032004.33387019,2143055.767773275,0.0
"Anchorage, AK",AK,Anchorage,4340338.733396795,950460.3832189338,26508398.833184205,14834243.02162357,17582265.06173668,16701922.502098463,5933873.613127719,0.0
"Huntsville, AL",AL,Huntsville,4084123.2289702473,4243686.12466721,62344214.2225025,34334361.64576106,41351185.107924685,39280614.11973295,13955650.89008466,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,1402024.465403646,1456800.257169899,21401928.569709968,11786523.650881806,14195304.584226016,13484505.467733208,4790786.8792353235,0.0
"Florence, AL",AL,Florence,1045587.8485761557,1086437.9932634977,15960917.231313113,8790036.272847366,10586432.937766854,10056340.248714115,3572825.3462427137,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,1072939.282216398,1114858.0219750502,16378437.355599316,9019974.000355871,10863362.435731573,10319403.102161543,3666286.5465608006,0.0
"Decatur, AL",AL,Decatur,626977.3412816668,651472.7628207739,9570820.341621982,5270866.12533241,6348059.2147435285,6030193.905513198,2142412.5572054693,0.0
"Montgomery, AL",AL,Montgomery,4457299.429537801,4631441.972280028,68040755.60643846,37471575.16982703,45129542.73388489,42869778.675097786,15230812.40790255,0.0
"Dothan, AL",AL,Dothan,1298485.7250933577,1349216.3545825435,19821407.844859015,10916095.322729647,13146989.100980528,12488682.110660527,4436989.887234706,0.0
"Mobile, AL",AL,Mobile,5475509.698675292,5689432.769541526,83583753.59738427,46031453.9129591,55438781.45107956,52662804.603167936,18710087.212341975,0.0
"Pensacola, FL-AL",AL,Pensacola,109783.13344223541,114072.25835072793,1675841.4978252274,922923.6227431215,1111539.1035452385,1055881.1915885545,375134.3918987752,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,1978134.653231586,2055418.5341657377,30196260.903009135,16629760.357448852,20028340.87716887,19025465.108224273,6759383.85949221,0.0
"Gadsden, AL",AL,Gadsden,1220596.2976236264,1268283.8596306436,18632424.339808077,10261295.351916496,12358369.37706901,11739550.810521754,4170837.8646694594,0.0
"Birmingham, AL",AL,Birmingham,13096442.0237121,13608107.831885519,199917422.00314483,110099022.8515335,132599671.46345575,125960030.25222069,44751189.554885834,0.0
"Auburn, AL",AL,Auburn,1208750.3099311565,1255975.0602176082,18451595.12556258,10161708.63460115,12238430.383460086,11625617.502115598,4130359.5393555504,0.0
"Columbus, GA-AL",AL,Columbus,757570.9436580816,787168.5357700224,11564334.020369707,6368738.966388944,7670301.449618362,7286227.725713867,2588657.3498003534,0.0
"Memphis, TN-MS-AR",AR,Memphis,477341.68342494505,842974.501852441,7408621.675871742,4084617.5735876253,4913932.542472167,4667879.004030295,1658408.129232318,0.0
"Fort Smith, AR-OK",AR,Fort Smith,1406766.5892525937,2484317.640749937,21833838.962583836,12037715.816411745,14481777.650322936,13756636.919758959,4887469.9791763555,0.0
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,3135335.9572446183,5536931.63298592,48662244.97160408,26829101.23870673,32276312.601369437,30660152.661284562,10892965.8144687,0.0
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,342917.8313916876,605585.0518220653,5322284.99397508,2934351.323247225,3530123.4934672336,3353360.9170181463,1191384.9952475636,0.0
"Jonesboro, AR",AR,Jonesboro,775771.8806946923,1369995.4087134828,12040432.609213307,6638287.765369435,7986083.81050778,7586199.570566585,2695231.6088192873,0.0
"Conway, AR",AR,Conway,947006.4659930785,1672391.7722703498,14698093.367432017,8103543.829531602,9748836.216828419,9260686.32341655,3290144.724780634,0.0
"Pine Bluff, AR",AR,Pine Bluff,658427.8994608386,1162768.6201031744,10219185.496108618,5634174.140798665,6778101.293852201,6438703.918561673,2287548.3514125287,0.0
"Little Rock, AR",AR,Little Rock,6441076.792601665,11374794.385603748,99969273.16138381,55116358.72886205,66306836.29518858,62986678.44761889,22377962.128127873,0.0
