Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,4116680.1995555055,976434.2320556649,17386256.493867267,8156587.006538097,9074397.875565914,21346826.956323925,8609591.030645026,41679.82822710807
"Anchorage, AK",AK,Anchorage,11398611.448739544,2703633.4806023203,48140533.80758502,22584646.250977695,25125958.418147653,59106895.44572554,23838962.011543177,115406.62479983488
"Huntsville, AL",AL,Huntsville,10725737.472423067,12071383.60565942,113219867.75835104,53098505.46666992,59092850.70483045,139011251.64047655,56065944.963685974,271420.43648289924
"Anniston-Oxford, AL",AL,Anniston-Oxford,3682001.130417741,4143943.3135503656,38866854.810107395,18228001.35230268,20285779.290627997,47720689.32294958,19246683.341354858,93174.97808593504
"Florence, AL",AL,Florence,2745926.1485141614,3090428.79119034,28985736.05855161,13593897.387739448,15128526.533288343,35588660.62111745,14353599.900498163,69487.10759477018
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,2817756.5709261727,3171271.0256493995,29743971.186665103,13949498.863807997,15524272.228031604,36519621.02836505,14729074.362746056,71304.81427032007
"Decatur, AL",AL,Decatur,1646569.8968247145,1853147.8053799388,17381035.70525491,8151458.199736236,9071684.752521696,21340419.981342748,8607006.972862368,41667.31856385849
"Montgomery, AL",AL,Montgomery,11705774.002626657,13174375.072126323,123565040.4453846,57950244.1177741,64492307.15372278,151713045.34624898,61188825.72653045,296220.77711038163
"Dothan, AL",AL,Dothan,3410087.3598154904,3837915.3652586644,35996558.83014188,16881873.41733238,18787685.579859935,44196542.504431464,17825326.298386876,86294.05689125463
"Mobile, AL",AL,Mobile,14379801.064549455,16183884.350101618,151791816.56325614,71188200.10267428,79224709.69081217,186369855.63590252,75166592.24101344,363888.4404463748
"Pensacola, FL-AL",AL,Pensacola,288312.8157957901,324484.41021860635,3043402.746092275,1427312.542844225,1588443.3330495271,3736687.1500266823,1507078.697785836,7295.907671440386
"Tuscaloosa, AL",AL,Tuscaloosa,5194983.546325115,5846743.813561975,54837753.73339092,25718125.484893825,28621471.28869535,67329744.6336985,27155397.22507479,131461.79507846013
"Gadsden, AL",AL,Gadsden,3205533.8965429543,3607698.717743506,33837311.86733167,15869217.344430266,17660709.714806505,41545421.02863371,16756077.377885515,81117.72375534973
"Birmingham, AL",AL,Birmingham,34393917.88493177,38708963.14197845,363058936.0065554,170269470.1906284,189491366.906384,445763434.5700634,179785074.190007,870356.2089494478
"Auburn, AL",AL,Auburn,3174423.925817849,3572685.7042748164,33508917.96616462,15715205.281869335,17489311.071103267,41142219.29261188,16593458.265588561,80330.46955908692
"Columbus, GA-AL",AL,Columbus,1989535.2326235073,2239141.4158440717,21001345.27041766,9849331.824241089,10961233.087766526,25785432.80412219,10399767.20877025,50346.237041991146
"Memphis, TN-MS-AR",AR,Memphis,1253596.2540854434,2397884.358718558,13454388.65146312,6310059.207874411,7022249.051892685,16519286.100737888,6662549.789557295,32254.02110214971
"Fort Smith, AR-OK",AR,Fort Smith,3694454.911220621,7066769.39783124,39651229.06906913,18596281.820921578,20695165.93802059,48683742.84450433,19635101.581600744,95055.34679056937
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,8234029.308105159,15750087.017881127,88372815.50398913,41446528.165818356,46124423.48456236,108504062.18043709,43761801.34165067,211854.93670216514
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,900571.904400458,1722617.8495872056,9665507.830694424,4533087.921406457,5044718.489886511,11867301.688717037,4786313.8810364725,23170.98915529761
"Jonesboro, AR",AR,Jonesboro,2037334.5916198366,3897022.454239475,21865964.675142426,10255057.685020471,11412502.915324956,26847011.46179731,10827922.555142993,52418.97676073218
"Conway, AR",AR,Conway,2487031.406613542,4757204.474826036,26692395.597006075,12518636.184840573,13931562.000287307,32772898.940530386,13217948.379116686,63989.313312956656
"Pine Bluff, AR",AR,Pine Bluff,1729165.4531972941,3307555.1880004816,18558498.379506208,8703868.055066975,9686237.03581413,22786107.36414283,9190080.84841018,44490.03324218006
"Little Rock, AR",AR,Little Rock,16915576.451541398,32356188.094587643,181548675.74058914,85145666.79398933,94755700.10035986,222905298.2977972,89902047.77668068,435224.14656629623
"Hot Springs, AR",AR,Hot Springs,1739387.3510286119,3327107.6785621406,18668206.258522194,8755320.650208555,9743496.868970606,22920806.597821735,9244407.672555493,44753.034433577115
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,4211093.025605799,5110590.5210457435,43279739.35761097,20297916.108175278,22588994.852061555,53138824.60700513,21431922.816986006,103753.9249435977
"Sierra Vista, AZ",AZ,Sierra Vista,1778811.8376739111,2158769.4361210344,18281836.148629073,8574062.181430912,9541838.947673615,22446421.790319014,9053079.041274317,43826.79479474378
"Flagstaff, AZ",AZ,Flagstaff,1880687.135574286,2282405.4917988754,19328865.106027354,9065111.948724926,10088314.783241924,23731962.9916169,9571562.843052642,46336.82293890751
"Tucson, AZ",AZ,Tucson,24420178.648271684,29636375.34560217,250979724.39387086,117707857.44586219,130993850.38944294,308152677.26733774,124283975.86668779,601670.2474098245
"Lake Havasu City, AZ",AZ,Lake Havasu City,1801812.1158669838,2186682.617568272,18518222.76827767,8684925.967718445,9665216.218738427,22736657.066857032,9170136.58049413,44393.48119250689
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,103628065.16210966,125763217.36696878,1065043118.9903315,499498291.85035104,555877967.1316438,1307658972.5111723,527404329.6415732,2553213.2464190917
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,2857970.0516037145,3468437.9011212615,29372943.835044503,13775719.509018507,15330620.907795107,36064073.71691714,14545343.260474939,70415.35497366133
"Casa Grande, AZ",AZ,Casa Grande,1731125.0438835819,2100896.652299342,17791732.511996947,8344206.7652863795,9286039.151067102,21844672.991162486,8810382.031806841,42651.876075627886
