Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,1236814.6938129207,266693.1688764712,8054890.8669552,4847680.093055813,5548067.7829919625,3452415.5234282278,1446908.9281983585,0.0
"Anchorage, AK",AK,Anchorage,3424596.870650158,738442.5461040688,22303061.39989614,13422665.626175933,15361958.151722232,9559339.371419765,4006323.511849684,0.0
"Huntsville, AL",AL,Huntsville,3222438.7284941585,3297053.1356108123,52453874.227502815,30691606.16786614,36129349.249003574,22482245.444566756,9422319.370001173,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,1106219.7887579803,1131833.9091907549,18006708.1351772,10536014.78639303,12402718.705181574,7717851.88235854,3234555.261183709,0.0
"Florence, AL",AL,Florence,824985.5815795797,844087.8253259218,13428863.535258055,7857444.220775154,9249576.08618655,5755742.745174862,2412234.4225056525,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,846566.3013818022,866168.2389156335,13780147.90638828,8062986.360997133,9491534.872209376,5906306.675273453,2475335.8346172394,0.0
"Decatur, AL",AL,Decatur,494695.17768291145,506149.66619184474,8052497.135688714,4711645.6962647885,5546425.037740228,3451379.3254055157,1446474.6571321245,0.0
"Montgomery, AL",AL,Montgomery,3516880.735711554,3598312.841363326,57246711.36581886,33495972.328465022,39430575.12438462,24536502.49433408,10283259.441076761,0.0
"Dothan, AL",AL,Dothan,1024526.0621072552,1048248.5937488157,16676922.583314875,9757935.854254255,11486784.709131343,7147892.740047334,2995685.123414353,0.0
"Mobile, AL",AL,Mobile,4320264.968034632,4420299.14597768,70323954.72998543,41147677.92705545,48437961.13116427,30141537.382250343,12632332.1315321,0.0
"Pensacola, FL-AL",AL,Pensacola,86620.6529789013,88626.32297316007,1409984.5550772252,825004.6598943918,971173.725035852,604333.2224195094,253276.33049725834,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,1560779.9665626257,1596919.2640502278,25405899.99088649,14865401.046995338,17499158.017859407,10889218.15113024,4563676.317943517,0.0
"Gadsden, AL",AL,Gadsden,963070.0546493257,985369.594592182,15676560.448507397,9172607.866209118,10797752.040406412,6719127.708304449,2815989.5020970227,0.0
"Birmingham, AL",AL,Birmingham,10333302.79638233,10572566.697629327,168202349.49492055,98417902.26623738,115854958.6451444,72093178.2711836,30214284.055584952,0.0
"Auburn, AL",AL,Auburn,953723.3803749784,975806.5014443505,15524418.137003727,9083586.95069224,10692958.96670463,6653918.0199810695,2788660.09183344,0.0
"Columbus, GA-AL",AL,Columbus,597735.6244074908,611575.9773157706,9729758.082512824,5693038.075355765,6701694.260880842,4170269.8332360038,1747761.9984496331,0.0
