Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,2585637.5676077916,591130.7336099611,13457486.52637499,6803001.093818459,7904662.0860265745,13928885.580020782,5120178.639453543,0.0
"Anchorage, AK",AK,Anchorage,7159331.439835313,1636772.647182029,37262224.06281619,18836723.37777405,21887095.27690021,38567473.53310346,14177182.591343505,0.0
"Huntsville, AL",AL,Huntsville,6736707.347826086,7307984.104037409,87635651.31871314,44151327.55760254,51475516.46695918,90705369.11164024,33342774.677920546,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,2312620.8462368334,2508732.4579147836,30084138.08840884,15156555.751481688,17670851.100680824,31137930.83810847,11446125.207801934,0.0
"Florence, AL",AL,Florence,1724683.3524356354,1870937.5178906692,22435849.014283244,11303305.26397324,13178391.419547057,23221736.080588017,8536177.310652947,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,1769799.1811331587,1919879.195469757,23022746.26668754,11598987.357318118,13523123.714291804,23829191.27843136,8759474.365579136,0.0
"Decatur, AL",AL,Decatur,1034190.8471252541,1121890.8408974055,13453454.899583843,6777925.25205005,7902303.78618917,13924705.004537148,5118641.883826616,0.0
"Montgomery, AL",AL,Montgomery,7352256.5640114965,7975732.256788514,95643132.37643482,48185540.96014816,56178958.69444451,98993337.69595107,36389384.5065431,0.0
"Dothan, AL",AL,Dothan,2141835.061007517,2323463.937373491,27862440.936998695,14037252.395031868,16365868.407209486,28838411.668221205,10600835.11858195,0.0
"Mobile, AL",AL,Mobile,9031780.960600285,9797681.312743075,117491523.11114942,59192881.48217713,69012288.28255025,121607037.89976817,44702051.30801868,0.0
"Pensacola, FL-AL",AL,Pensacola,181085.82926234393,196442.01438298932,2355687.0994427055,1186808.2359822048,1383685.843075068,2438202.5425861515,896269.3034909908,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,3262906.9952854044,3539603.432854032,42446103.854651764,21384582.719824813,24932034.908740725,43932913.82619166,16149487.742542297,0.0
"Gadsden, AL",AL,Gadsden,2013357.4786879437,2184091.380300846,26191117.540404554,13195230.391117625,15384164.799962774,27108544.846764486,9964945.973148331,0.0
"Birmingham, AL",AL,Birmingham,21602408.21963758,23434305.177140083,281018755.40008014,141578808.7701397,165065077.4364966,290862332.30761725,106919329.06960371,0.0
"Auburn, AL",AL,Auburn,1993817.678379264,2162894.5934019797,25936930.585520532,13067169.592377858,15234860.212332867,26845454.18424098,9868235.350984506,0.0
"Columbus, GA-AL",AL,Columbus,1249603.270155911,1355570.3644450956,16255685.576937757,8189704.62113196,9548280.842396067,16825092.7360205,6184807.818176406,0.0
"Memphis, TN-MS-AR",AR,Memphis,787368.8049719539,1451672.9274198138,10414109.10580173,5247911.589953039,6117049.294249456,10778896.85579901,3962260.8083663173,0.0
"Fort Smith, AR-OK",AR,Fort Smith,2320442.9169204263,4278203.734825936,30691266.351928826,15466042.343352558,18027465.16964162,31766326.914800223,11677120.009971086,0.0
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,5171695.268949739,9535061.540908888,68403267.25252932,34469995.97932177,40178776.06432365,70799312.2430328,26025422.073589727,0.0
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,565638.4356990709,1042868.3466087824,7481399.245954334,3770050.938878378,4394431.392308735,7743459.377074203,2846451.359672412,0.0
"Jonesboro, AR",AR,Jonesboro,1279625.475510075,2359247.214652922,16924926.708266046,8528863.883510971,9941379.519285562,17517776.837840516,6439434.5305327205,0.0
"Conway, AR",AR,Conway,1562074.6633306015,2879999.1630938784,20660732.140528277,10411423.05651372,12135720.461050998,21384440.90085239,7860798.11541088,0.0
"Pine Bluff, AR",AR,Pine Bluff,1086068.1276333353,2002385.271378638,14364846.443097565,7238779.944664681,8437637.142460788,14868021.506830547,5465399.632502123,0.0
"Little Rock, AR",AR,Little Rock,10624471.13467051,19588351.757095367,140524238.31020454,70813429.30108202,82541260.51949053,145446552.85410568,53465320.597789854,0.0
"Hot Springs, AR",AR,Hot Springs,1092488.3793322062,2014222.2980929539,14449763.703289416,7281571.72545173,8487515.923377033,14955913.26786223,5497708.140949049,0.0
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,2644937.133779102,3093938.1524199625,33499844.941096846,16880285.928027194,19677171.180973757,34673284.6676539,12745701.046583558,0.0
"Sierra Vista, AZ",AZ,Sierra Vista,1117250.4275876791,1306913.3778548746,14150701.582492607,7130417.744161688,8311852.72227909,14646375.38112503,5383923.784930876,0.0
"Flagstaff, AZ",AZ,Flagstaff,1181237.0830220475,1381762.3230210233,14961134.090689134,7538787.76759851,8787885.349368822,15485195.89238495,5692269.405218623,0.0
"Tucson, AZ",AZ,Tucson,15338021.964271754,17941784.223094903,194266000.1041652,97888979.29582775,114108150.21424887,201070791.06491107,73912472.28746691,0.0
"Lake Havasu City, AZ",AZ,Lake Havasu City,1131696.6270684793,1323811.9449929358,14333672.072193243,7222615.012177961,8419326.104715234,14835755.000234468,5453538.649303289,0.0
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,65087547.57549304,76136723.29653403,824376021.4670507,415396040.7590375,484222781.3418092,853252440.8926152,313650715.0425918,0.0
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,1795056.787098119,2099783.2456713147,22735558.913769145,11456254.077376777,13354434.488516813,23531944.929340404,8650208.308468712,0.0
"Casa Grande, AZ",AZ,Casa Grande,1087298.923092296,1271877.3456947308,13771346.344315631,6939263.877629417,8089026.677169551,14253732.006607808,5239590.327126492,0.0
"Yuma, AZ-CA",AZ,Yuma,1497003.1644337233,1751132.435468212,18960516.393524755,9554042.373285849,11137046.3777087,19624669.413078096,7213916.185750577,0.0
"Lodi, CA",CA,Lodi,1139120.2477020936,1038706.8086069914,13969509.863376355,7061838.08502436,8205414.492593963,14458844.459148373,5314988.491046409,0.0
"Santa Barbara, CA",CA,Santa Barbara,3840093.9729766618,3501589.7254638886,47092684.67486567,23806197.74176037,27661313.89758767,48742282.98179044,17917384.325386286,0.0
"Porterville, CA",CA,Porterville,625611.3529790894,570463.7181123628,7672134.687897492,3878401.852485333,4506460.553941835,7940880.045675091,2919022.0678277574,0.0
"Salinas, CA",CA,Salinas,2490810.6635719356,2271245.727061895,30545856.947730213,15441479.195967384,17942033.73911565,31615840.412305024,11621802.03272334,0.0
"Seaside-Monterey, CA",CA,Seaside-Monterey,2463746.1115425387,2246566.9150387202,30213952.98299497,15273695.781827511,17747079.898284923,31272310.263544194,11495522.315685786,0.0
"Stockton, CA",CA,Stockton,6467778.435079094,5897643.827006289,79317082.481181,40096209.48313239,46589289.42150095,82095461.4560582,30177821.88880353,0.0
"Santa Cruz, CA",CA,Santa Cruz,3121889.8557890328,2846695.2944349875,38285046.04390532,19353778.255926333,22487880.72957921,39626123.69897199,14566336.334820947,0.0
"Chico, CA",CA,Chico,1313635.712039689,1197838.7364085922,16109666.273811184,8143725.581073191,9462500.145444164,16673967.892924126,6129255.1905761985,0.0
"Woodland, CA",CA,Woodland,1156802.557520495,1054830.4229816128,14186355.452692958,7171457.424298403,8332785.313663234,14683285.880375396,5397491.873256939,0.0
"Delano, CA",CA,Delano,1133025.9337002926,1033149.708326991,13894772.732041528,7024057.123087433,8161515.376119058,14381489.378844071,5286553.20614498,0.0
"Redding, CA",CA,Redding,2607258.4122307044,2377428.6077742847,31973904.580750663,16163382.91776735,18780840.745138153,33093910.781848196,12165132.243188955,0.0
"Merced, CA",CA,Merced,1929581.0821275688,1759488.5279304727,23663262.9551985,11962204.342692537,13899333.812970195,24492157.69281461,9003177.026075484,0.0
