Area Name,State,UA,MDV Truck,HDV Truck,LDV Car - 100 mi,LDV Car - 200 mi,LDV Car - 300 mi,LDV Truck - 100 mi,LDV Truck - 200 mi,LDV Truck - 300 mi
"Fairbanks, AK",AK,Fairbanks,709768.2892353699,153356.60009274643,5766828.1988706095,3850641.1089076353,3501810.0944463043,1432203.2045045907,367528.04529440915,0.0
"Anchorage, AK",AK,Anchorage,1965266.3202995746,424626.6925824589,15967680.44738042,10661979.969617484,9696107.226929411,3965605.0634076893,1017642.6590722433,0.0
"Huntsville, AL",AL,Huntsville,1849254.2455475228,1895904.800758562,37553823.13115795,23354193.527666397,22803941.70300295,9326555.20509123,2393354.932509921,0.0
"Anniston-Oxford, AL",AL,Anniston-Oxford,634824.0612864417,650838.5682108647,12891721.392206885,8017179.90860317,7828285.8725861255,3201680.7139221807,821606.4946256415,0.0
"Florence, AL",AL,Florence,473432.7687168918,485375.90826566896,9614259.642066976,5978972.62076021,5838101.107030194,2387717.5699169207,612729.5124229487,0.0
"Daphne-Fairhope, AL",AL,Daphne-Fairhope,485817.2517369555,498072.81074361876,9865758.150736667,6135376.000061378,5990819.441727187,2450177.6480004187,628757.8457870713,0.0
"Decatur, AL",AL,Decatur,283889.69803919375,291051.2941605002,5765104.249234908,3585237.110841461,3500764.775722949,1431773.34717179,367417.7364885199,0.0
"Montgomery, AL",AL,Montgomery,2018225.0709970873,2069138.2000757647,40985206.62455095,25488122.57910967,24887592.91664086,10178745.073195929,2612041.5514611467,0.0
"Dothan, AL",AL,Dothan,587942.651406525,602774.4957494019,11939674.815048186,7425115.555190664,7250171.240468748,2965238.343496207,760931.3041539836,0.0
"Mobile, AL",AL,Mobile,2479261.5181116727,2541805.06863305,50347727.34534692,31310542.311359007,30572829.70237435,12503942.858155023,3208727.4087061808,0.0
"Pensacola, FL-AL",AL,Pensacola,49708.814897524986,50962.8035361536,1009464.2460417431,627771.5927611813,612980.5675870726,250702.14516888294,64334.49462704327,0.0
"Tuscaloosa, AL",AL,Tuscaloosa,895681.5699891401,918276.6472387357,18189098.303922556,11311543.97782503,11045030.912144316,4517293.189294898,1159215.3478371718,0.0
"Gadsden, AL",AL,Gadsden,552675.0195657533,566617.1784528245,11223475.616591837,6979721.363853815,6815271.051683829,2787369.0666740774,715286.979785236,0.0
"Birmingham, AL",AL,Birmingham,5929951.0950415125,6079544.106183196,120422778.60698982,74889229.43756345,73124752.53122789,29907199.82639325,7674703.322721389,0.0
"Auburn, AL",AL,Auburn,547311.2629392112,561118.1120249138,11114550.860487195,6911982.5926204,6749128.284287048,2760317.4200956984,708345.0606792903,0.0
"Columbus, GA-AL",AL,Columbus,343021.3059992261,351674.59659602115,6965922.336925468,4332008.961832572,4229941.817750592,1729998.5411022052,443947.46511784877,0.0
"Memphis, TN-MS-AR",AR,Memphis,216136.0187148287,376606.41197973426,4462676.8708828455,2789334.2423444414,2709887.0814456185,1108313.4059226569,284412.3364416319,0.0
"Fort Smith, AR-OK",AR,Fort Smith,636971.2522914462,1109891.1661560156,13151888.759313459,8220405.5389295155,7986267.990409699,3266293.9860727517,838187.3747262338,0.0
"Fayetteville-Springdale-Rogers, AR-MO",AR,Fayetteville-Springdale-Rogers,1419651.9069318827,2473673.8194258343,29312318.083033953,18321257.60324743,17799422.72287448,7279764.148298897,1868113.0437451387,0.0
"Texarkana-Texarkana, TX-AR",AR,Texarkana-Texarkana,155270.1081781308,270550.548105655,3205945.6106678136,2003831.8098438797,1946757.7074311695,796202.0557986563,204319.18062094535,0.0
"Jonesboro, AR",AR,Jonesboro,351262.5265013753,612057.7243682857,7252706.707315748,4533203.669840183,4404086.780269352,1801222.070410178,462224.65122048906,0.0
"Conway, AR",AR,Conway,428796.0058051941,747156.009339669,8853582.243312132,5533808.70566991,5376192.101697365,2198802.2378954855,564250.5797647863,0.0
"Pine Bluff, AR",AR,Pine Bluff,298130.22776295914,519477.2997491408,6155655.498143549,3847507.0371050364,3737920.4891769122,1528767.5330802833,392308.11757393426,0.0
"Little Rock, AR",AR,Little Rock,2916461.609220216,5081791.312970599,60217754.75311775,37638271.8690413,36566240.487595946,14955182.012593277,3837757.6553543424,0.0
"Hot Springs, AR",AR,Hot Springs,299892.61361388257,522548.17065620533,6192044.428694103,3870251.433117485,3760017.068351165,1537804.7859944494,394627.23254863056,0.0
"Avondale-Goodyear, AZ",AZ,Avondale-Goodyear,726046.2673097512,802658.0398803047,14355427.185888471,8960451.013448888,8717096.961986827,3565194.7261986015,914890.4601613105,0.0
"Sierra Vista, AZ",AZ,Sierra Vista,306689.8990681285,339051.55128645664,6063889.744979166,3784992.6935126623,3682197.2755880365,1505977.318480717,386459.75541605474,0.0
"Flagstaff, AZ",AZ,Flagstaff,324254.50268098636,358469.55664224515,6411178.0646997085,4001765.063718258,3893082.3936390933,1592226.9625982507,408592.90175321896,0.0
"Tucson, AZ",AZ,Tucson,4210350.958006755,4654623.540293046,83247293.35591474,51961762.2282354,50550549.1832257,20674606.711430043,5305460.683221228,0.0
"Lake Havasu City, AZ",AZ,Lake Havasu City,310655.44103730976,343435.5338056976,6142296.661389743,3833933.1621253393,3729808.58551222,1525449.8093557546,391456.73244124674,0.0
"Phoenix-Mesa, AZ",AZ,Phoenix-Mesa,17866803.09411063,19752092.664265387,353263424.67468154,220501944.71065935,214513402.22322613,87733571.58239682,22513947.719820283,0.0
"Prescott Valley-Prescott, AZ",AZ,Prescott Valley-Prescott,492750.56984793785,544745.1827134227,9742691.677855996,6081247.906323576,5916089.220256566,2419614.0274401344,620914.6935819157,0.0
"Casa Grande, AZ",AZ,Casa Grande,298468.08624639496,329962.1799049219,5901327.604503282,3683523.745391951,3583484.0904959617,1465604.7347603315,376099.4540764339,0.0
